watershed	n.data	n.stock	year	exp_spawn	total_rec
johnston_lake	43	16	1996	NA	NA
johnston_lake	44	16	1997	8172	7330
johnston_lake	45	16	1998	NA	NA
johnston_lake	46	16	1999	NA	NA
johnston_lake	47	16	2000	NA	NA
johnston_lake	48	16	2001	NA	NA
johnston_lake	49	16	2002	NA	NA
johnston_lake	50	16	2003	NA	NA
johnston_lake	51	16	2004	NA	NA
johnston_lake	52	16	2005	NA	NA
johnston_lake	53	16	2006	NA	NA
johnston_lake	54	16	2007	NA	NA
johnston_lake	55	16	2008	NA	NA
johnston_lake	56	16	2009	NA	NA
johnston_lake	57	16	2010	NA	NA
johnston_lake	58	16	2011	NA	NA
johnston_lake	59	16	2012	NA	NA
johnston_lake	60	16	2013	NA	NA
johnston_lake	61	16	2014	NA	NA
keecha_lake	1	17	1954	NA	NA
keecha_lake	2	17	1955	NA	NA
keecha_lake	3	17	1956	NA	NA
keecha_lake	4	17	1957	NA	NA
keecha_lake	5	17	1958	NA	NA
keecha_lake	6	17	1959	NA	NA
keecha_lake	7	17	1960	7000	12498
keecha_lake	8	17	1961	7000	6863
keecha_lake	9	17	1962	3000	7507
keecha_lake	10	17	1963	15000	8268
keecha_lake	11	17	1964	13000	12747
keecha_lake	12	17	1965	4600	3890
keecha_lake	13	17	1966	7000	1864
keecha_lake	14	17	1967	3000	1791
keecha_lake	15	17	1968	15000	2818
keecha_lake	16	17	1969	NA	NA
keecha_lake	17	17	1970	NA	NA
keecha_lake	18	17	1971	NA	NA
keecha_lake	19	17	1972	NA	NA
keecha_lake	20	17	1973	NA	NA
keecha_lake	21	17	1974	NA	NA
keecha_lake	22	17	1975	NA	NA
keecha_lake	23	17	1976	NA	NA
keecha_lake	24	17	1977	NA	NA
keecha_lake	25	17	1978	NA	NA
keecha_lake	26	17	1979	NA	NA
keecha_lake	27	17	1980	NA	NA
keecha_lake	28	17	1981	NA	NA
keecha_lake	29	17	1982	NA	NA
keecha_lake	30	17	1983	NA	NA
keecha_lake	31	17	1984	NA	NA
keecha_lake	32	17	1985	8000	5591
keecha_lake	33	17	1986	1000	4328
keecha_lake	34	17	1987	2000	8395
keecha_lake	35	17	1988	10000	7203
keecha_lake	36	17	1989	5000	2981
keecha_lake	37	17	1990	NA	NA
keecha_lake	38	17	1991	NA	NA
keecha_lake	39	17	1992	NA	NA
keecha_lake	40	17	1993	1000	4976
keecha_lake	41	17	1994	4000	4703
keecha_lake	42	17	1995	NA	NA
keecha_lake	43	17	1996	NA	NA
keecha_lake	44	17	1997	NA	NA
keecha_lake	45	17	1998	NA	NA
keecha_lake	46	17	1999	8000	9596
keecha_lake	47	17	2000	2000	7212
keecha_lake	48	17	2001	4000	5349
keecha_lake	49	17	2002	NA	NA
keecha_lake	50	17	2003	NA	NA
keecha_lake	51	17	2004	NA	NA
keecha_lake	52	17	2005	NA	NA
keecha_lake	53	17	2006	NA	NA
keecha_lake	54	17	2007	NA	NA
keecha_lake	55	17	2008	NA	NA
keecha_lake	56	17	2009	NA	NA
keecha_lake	57	17	2010	NA	NA
keecha_lake	58	17	2011	NA	NA
keecha_lake	59	17	2012	NA	NA
keecha_lake	60	17	2013	NA	NA
keecha_lake	61	17	2014	NA	NA
kitkiata_lake	1	18	1954	7000	9296
kitkiata_lake	2	18	1955	3000	7748
kitkiata_lake	3	18	1956	3000	6396
kitkiata_lake	4	18	1957	7000	7042
kitkiata_lake	5	18	1958	3000	4689
kitkiata_lake	6	18	1959	7000	7201
kitkiata_lake	7	18	1960	NA	NA
kitkiata_lake	8	18	1961	NA	NA
kitkiata_lake	9	18	1962	NA	NA
kitkiata_lake	10	18	1963	3000	8008
kitkiata_lake	11	18	1964	7000	16614
kitkiata_lake	12	18	1965	NA	NA
kitkiata_lake	13	18	1966	NA	NA
kitkiata_lake	14	18	1967	7000	9187
kitkiata_lake	15	18	1968	1500	11478
kitkiata_lake	16	18	1969	10000	14345
kitkiata_lake	17	18	1970	3000	10126
kitkiata_lake	18	18	1971	7000	6518
kitkiata_lake	19	18	1972	800	3802
kitkiata_lake	20	18	1973	10000	5493
kitkiata_lake	21	18	1974	6000	10319
kitkiata_lake	22	18	1975	6000	11260
kitkiata_lake	23	18	1976	2000	9832
kitkiata_lake	24	18	1977	2000	10388
kitkiata_lake	25	18	1978	2000	6176
kitkiata_lake	26	18	1979	4000	4250
kitkiata_lake	27	18	1980	2000	4991
kitkiata_lake	28	18	1981	3000	7781
kitkiata_lake	29	18	1982	3000	7022
kitkiata_lake	30	18	1983	2000	3618
kitkiata_lake	31	18	1984	NA	NA
kitkiata_lake	32	18	1985	NA	NA
kitkiata_lake	33	18	1986	NA	NA
kitkiata_lake	34	18	1987	NA	NA
kitkiata_lake	35	18	1988	NA	NA
kitkiata_lake	36	18	1989	NA	NA
kitkiata_lake	37	18	1990	NA	NA
kitkiata_lake	38	18	1991	NA	NA
kitkiata_lake	39	18	1992	NA	NA
kitkiata_lake	40	18	1993	NA	NA
kitkiata_lake	41	18	1994	NA	NA
kitkiata_lake	42	18	1995	NA	NA
kitkiata_lake	43	18	1996	NA	NA
kitkiata_lake	44	18	1997	NA	NA
kitkiata_lake	45	18	1998	NA	NA
kitkiata_lake	46	18	1999	NA	NA
kitkiata_lake	47	18	2000	NA	NA
kitkiata_lake	48	18	2001	NA	NA
kitkiata_lake	49	18	2002	NA	NA
kitkiata_lake	50	18	2003	NA	NA
kitkiata_lake	51	18	2004	NA	NA
kitkiata_lake	52	18	2005	NA	NA
kitkiata_lake	53	18	2006	NA	NA
kitkiata_lake	54	18	2007	NA	NA
kitkiata_lake	55	18	2008	NA	NA
kitkiata_lake	56	18	2009	NA	NA
kitkiata_lake	57	18	2010	NA	NA
kitkiata_lake	58	18	2011	NA	NA
kitkiata_lake	59	18	2012	NA	NA
kitkiata_lake	60	18	2013	NA	NA
kitkiata_lake	61	18	2014	NA	NA
kitlope_lake	1	19	1954	70000	40564
kitlope_lake	2	19	1955	7000	46090
kitlope_lake	3	19	1956	7000	88669
kitlope_lake	4	19	1957	15000	170452
kitlope_lake	5	19	1958	30000	281855
kitlope_lake	6	19	1959	NA	NA
kitlope_lake	7	19	1960	30000	113790
kitlope_lake	8	19	1961	70000	74491
kitlope_lake	9	19	1962	150000	87926
kitlope_lake	10	19	1963	350000	98998
kitlope_lake	11	19	1964	70000	65536
kitlope_lake	12	19	1965	30000	60958
kitlope_lake	13	19	1966	40000	57503
kitlope_lake	14	19	1967	70000	52925
kitlope_lake	15	19	1968	70000	64563
kitlope_lake	16	19	1969	7000	68225
kitlope_lake	17	19	1970	30000	46032
kitlope_lake	18	19	1971	30000	25363
kitlope_lake	19	19	1972	7000	32815
kitlope_lake	20	19	1973	40000	38886
kitlope_lake	21	19	1974	40000	41294
kitlope_lake	22	19	1975	20000	57145
kitlope_lake	23	19	1976	8000	82158
kitlope_lake	24	19	1977	30000	87584
kitlope_lake	25	19	1978	10000	76105
kitlope_lake	26	19	1979	10000	48062
kitlope_lake	27	19	1980	24000	51264
kitlope_lake	28	19	1981	20000	68935
kitlope_lake	29	19	1982	40000	80523
kitlope_lake	30	19	1983	30000	62479
kitlope_lake	31	19	1984	18000	42596
kitlope_lake	32	19	1985	34000	41374
kitlope_lake	33	19	1986	40000	49546
kitlope_lake	34	19	1987	50000	51553
kitlope_lake	35	19	1988	16000	35378
kitlope_lake	36	19	1989	32000	32670
kitlope_lake	37	19	1990	16000	29554
kitlope_lake	38	19	1991	40000	34589
kitlope_lake	39	19	1992	40000	37351
kitlope_lake	40	19	1993	16000	38212
kitlope_lake	41	19	1994	31000	29892
kitlope_lake	42	19	1995	16800	22453
kitlope_lake	43	19	1996	34000	19507
kitlope_lake	44	19	1997	30000	20397
kitlope_lake	45	19	1998	NA	NA
kitlope_lake	46	19	1999	NA	NA
kitlope_lake	47	19	2000	NA	NA
kitlope_lake	48	19	2001	NA	NA
kitlope_lake	49	19	2002	NA	NA
kitlope_lake	50	19	2003	NA	NA
kitlope_lake	51	19	2004	NA	NA
kitlope_lake	52	19	2005	6000	42044
kitlope_lake	53	19	2006	NA	NA
kitlope_lake	54	19	2007	7000	29380
kitlope_lake	55	19	2008	NA	NA
kitlope_lake	56	19	2009	40000	25087
kitlope_lake	57	19	2010	NA	NA
kitlope_lake	58	19	2011	NA	NA
kitlope_lake	59	19	2012	NA	NA
kitlope_lake	60	19	2013	NA	NA
kitlope_lake	61	19	2014	NA	NA
kitsumkalum_lake	1	20	1954	NA	NA
kitsumkalum_lake	2	20	1955	NA	NA
kitsumkalum_lake	3	20	1956	15226	3203
kitsumkalum_lake	4	20	1957	3301	4262
kitsumkalum_lake	5	20	1958	7240	3773
kitsumkalum_lake	6	20	1959	7240	3420
kitsumkalum_lake	7	20	1960	958	4359
kitsumkalum_lake	8	20	1961	2555	4587
kitsumkalum_lake	9	20	1962	2555	5901
kitsumkalum_lake	10	20	1963	2308	5284
kitsumkalum_lake	11	20	1964	1731	4412
kitsumkalum_lake	12	20	1965	3407	3903
kitsumkalum_lake	13	20	1966	1810	4932
kitsumkalum_lake	14	20	1967	3301	9938
kitsumkalum_lake	15	20	1968	2023	13878
kitsumkalum_lake	16	20	1969	2555	14917
kitsumkalum_lake	17	20	1970	2023	10060
kitsumkalum_lake	18	20	1971	2555	6271
kitsumkalum_lake	19	20	1972	7240	9165
kitsumkalum_lake	20	20	1973	7240	7142
kitsumkalum_lake	21	20	1974	7240	3297
kitsumkalum_lake	22	20	1975	4046	1912
kitsumkalum_lake	23	20	1976	2023	1686
kitsumkalum_lake	24	20	1977	7240	2095
kitsumkalum_lake	25	20	1978	2023	1929
kitsumkalum_lake	26	20	1979	894	2118
kitsumkalum_lake	27	20	1980	958	3569
kitsumkalum_lake	28	20	1981	745	4488
kitsumkalum_lake	29	20	1982	1171	5847
kitsumkalum_lake	30	20	1983	937	6591
kitsumkalum_lake	31	20	1984	1213	7744
kitsumkalum_lake	32	20	1985	2426	11032
kitsumkalum_lake	33	20	1986	2426	15464
kitsumkalum_lake	34	20	1987	4852	29521
kitsumkalum_lake	35	20	1988	2911	35396
kitsumkalum_lake	36	20	1989	4367	40914
kitsumkalum_lake	37	20	1990	6501	43785
kitsumkalum_lake	38	20	1991	6501	33438
kitsumkalum_lake	39	20	1992	17335	33770
kitsumkalum_lake	40	20	1993	15169	27984
kitsumkalum_lake	41	20	1994	NA	NA
kitsumkalum_lake	42	20	1995	NA	NA
kitsumkalum_lake	43	20	1996	8234	27470
kitsumkalum_lake	44	20	1997	15819	30168
kitsumkalum_lake	45	20	1998	16902	45370
kitsumkalum_lake	46	20	1999	NA	NA
kitsumkalum_lake	47	20	2000	21466	24828
kitsumkalum_lake	48	20	2001	12816	21917
kitsumkalum_lake	49	20	2002	17113	26751
kitsumkalum_lake	50	20	2003	43869	31777
kitsumkalum_lake	51	20	2004	21589	35416
kitsumkalum_lake	52	20	2005	13817	45049
kitsumkalum_lake	53	20	2006	14715	45419
kitsumkalum_lake	54	20	2007	19251	48069
kitsumkalum_lake	55	20	2008	NA	NA
kitsumkalum_lake	56	20	2009	NA	NA
kitsumkalum_lake	57	20	2010	NA	NA
kitsumkalum_lake	58	20	2011	NA	NA
kitsumkalum_lake	59	20	2012	NA	NA
kitsumkalum_lake	60	20	2013	NA	NA
kitsumkalum_lake	61	20	2014	NA	NA
kitwancool_lake	1	21	1954	NA	NA
kitwancool_lake	2	21	1955	NA	NA
kitwancool_lake	3	21	1956	NA	NA
kitwancool_lake	4	21	1957	NA	NA
kitwancool_lake	5	21	1958	NA	NA
kitwancool_lake	6	21	1959	NA	NA
kitwancool_lake	7	21	1960	800	1089
kitwancool_lake	8	21	1961	400	1184
kitwancool_lake	9	21	1962	NA	NA
kitwancool_lake	10	21	1963	NA	NA
kitwancool_lake	11	21	1964	NA	NA
kitwancool_lake	12	21	1965	NA	NA
kitwancool_lake	13	21	1966	NA	NA
kitwancool_lake	14	21	1967	NA	NA
kitwancool_lake	15	21	1968	NA	NA
kitwancool_lake	16	21	1969	NA	NA
kitwancool_lake	17	21	1970	NA	NA
kitwancool_lake	18	21	1971	NA	NA
kitwancool_lake	19	21	1972	NA	NA
kitwancool_lake	20	21	1973	NA	NA
kitwancool_lake	21	21	1974	NA	NA
kitwancool_lake	22	21	1975	NA	NA
kitwancool_lake	23	21	1976	NA	NA
kitwancool_lake	24	21	1977	NA	NA
kitwancool_lake	25	21	1978	NA	NA
kitwancool_lake	26	21	1979	NA	NA
kitwancool_lake	27	21	1980	NA	NA
kitwancool_lake	28	21	1981	NA	NA
kitwancool_lake	29	21	1982	NA	NA
kitwancool_lake	30	21	1983	NA	NA
kitwancool_lake	31	21	1984	NA	NA
kitwancool_lake	32	21	1985	NA	NA
kitwancool_lake	33	21	1986	NA	NA
kitwancool_lake	34	21	1987	NA	NA
kitwancool_lake	35	21	1988	NA	NA
kitwancool_lake	36	21	1989	NA	NA
kitwancool_lake	37	21	1990	NA	NA
kitwancool_lake	38	21	1991	NA	NA
kitwancool_lake	39	21	1992	NA	NA
kitwancool_lake	40	21	1993	NA	NA
kitwancool_lake	41	21	1994	NA	NA
kitwancool_lake	42	21	1995	NA	NA
kitwancool_lake	43	21	1996	NA	NA
kitwancool_lake	44	21	1997	NA	NA
kitwancool_lake	45	21	1998	NA	NA
kitwancool_lake	46	21	1999	NA	NA
kitwancool_lake	47	21	2000	231	2259
kitwancool_lake	48	21	2001	221	4012
kitwancool_lake	49	21	2002	978	4771
kitwancool_lake	50	21	2003	3377	1432
kitwancool_lake	51	21	2004	1317	4567
kitwancool_lake	52	21	2005	937	13405
kitwancool_lake	53	21	2006	5139	16813
kitwancool_lake	54	21	2007	245	5297
kitwancool_lake	55	21	2008	1200	6165
kitwancool_lake	56	21	2009	3047	9405
kitwancool_lake	57	21	2010	NA	NA
kitwancool_lake	58	21	2011	NA	NA
kitwancool_lake	59	21	2012	NA	NA
kitwancool_lake	60	21	2013	NA	NA
kitwancool_lake	61	21	2014	NA	NA
koeye_lake	1	22	1954	3000	9057
koeye_lake	2	22	1955	4000	6903
koeye_lake	3	22	1956	7000	4178
koeye_lake	4	22	1957	NA	NA
koeye_lake	5	22	1958	NA	NA
koeye_lake	6	22	1959	NA	NA
koeye_lake	7	22	1960	3000	4856
koeye_lake	8	22	1961	1500	4177
koeye_lake	9	22	1962	NA	NA
koeye_lake	10	22	1963	NA	NA
koeye_lake	11	22	1964	1500	6665
koeye_lake	12	22	1965	1500	5273
koeye_lake	13	22	1966	1500	8907
koeye_lake	14	22	1967	3000	11577
koeye_lake	15	22	1968	1500	11535
koeye_lake	16	22	1969	1500	9866
koeye_lake	17	22	1970	3000	13821
koeye_lake	18	22	1971	NA	NA
koeye_lake	19	22	1972	NA	NA
koeye_lake	20	22	1973	NA	NA
koeye_lake	21	22	1974	NA	NA
koeye_lake	22	22	1975	NA	NA
koeye_lake	23	22	1976	18000	19357
koeye_lake	24	22	1977	7000	13056
koeye_lake	25	22	1978	NA	NA
koeye_lake	26	22	1979	NA	NA
koeye_lake	27	22	1980	5000	6380
koeye_lake	28	22	1981	10000	12877
koeye_lake	29	22	1982	4000	16419
koeye_lake	30	22	1983	NA	NA
koeye_lake	31	22	1984	4600	8102
koeye_lake	32	22	1985	NA	NA
koeye_lake	33	22	1986	NA	NA
koeye_lake	34	22	1987	5000	2005
koeye_lake	35	22	1988	5000	1719
koeye_lake	36	22	1989	NA	NA
koeye_lake	37	22	1990	NA	NA
koeye_lake	38	22	1991	NA	NA
koeye_lake	39	22	1992	NA	NA
koeye_lake	40	22	1993	NA	NA
koeye_lake	41	22	1994	NA	NA
koeye_lake	42	22	1995	NA	NA
koeye_lake	43	22	1996	600	2121
koeye_lake	44	22	1997	NA	NA
koeye_lake	45	22	1998	NA	NA
koeye_lake	46	22	1999	2400	4609
koeye_lake	47	22	2000	2000	3067
koeye_lake	48	22	2001	2000	3336
koeye_lake	49	22	2002	NA	NA
koeye_lake	50	22	2003	NA	NA
koeye_lake	51	22	2004	NA	NA
koeye_lake	52	22	2005	NA	NA
koeye_lake	53	22	2006	NA	NA
koeye_lake	54	22	2007	NA	NA
koeye_lake	55	22	2008	NA	NA
koeye_lake	56	22	2009	3400	6322
koeye_lake	57	22	2010	NA	NA
koeye_lake	58	22	2011	NA	NA
koeye_lake	59	22	2012	9600	13095
koeye_lake	60	22	2013	NA	NA
koeye_lake	61	22	2014	NA	NA
kooryet_lake	1	23	1954	NA	NA
kooryet_lake	2	23	1955	NA	NA
kooryet_lake	3	23	1956	3000	7871
kooryet_lake	4	23	1957	7000	9321
kooryet_lake	5	23	1958	NA	NA
kooryet_lake	6	23	1959	15000	24081
kooryet_lake	7	23	1960	7000	9849
kooryet_lake	8	23	1961	7000	8350
kooryet_lake	9	23	1962	7000	9108
kooryet_lake	10	23	1963	30000	11368
kooryet_lake	11	23	1964	7000	13121
kooryet_lake	12	23	1965	7000	3733
kooryet_lake	13	23	1966	7000	1880
kooryet_lake	14	23	1967	7000	2963
kooryet_lake	15	23	1968	15000	2460
kooryet_lake	16	23	1969	3000	2963
kooryet_lake	17	23	1970	NA	NA
kooryet_lake	18	23	1971	NA	NA
kooryet_lake	19	23	1972	NA	NA
kooryet_lake	20	23	1973	NA	NA
kooryet_lake	21	23	1974	NA	NA
kooryet_lake	22	23	1975	NA	NA
kooryet_lake	23	23	1976	NA	NA
kooryet_lake	24	23	1977	NA	NA
kooryet_lake	25	23	1978	NA	NA
kooryet_lake	26	23	1979	NA	NA
kooryet_lake	27	23	1980	1000	2582
kooryet_lake	28	23	1981	1400	4729
kooryet_lake	29	23	1982	NA	NA
kooryet_lake	30	23	1983	1000	10091
kooryet_lake	31	23	1984	1000	10153
kooryet_lake	32	23	1985	5000	3986
kooryet_lake	33	23	1986	1000	3080
kooryet_lake	34	23	1987	9000	7775
kooryet_lake	35	23	1988	9200	5988
kooryet_lake	36	23	1989	3600	2264
kooryet_lake	37	23	1990	NA	NA
kooryet_lake	38	23	1991	NA	NA
kooryet_lake	39	23	1992	NA	NA
kooryet_lake	40	23	1993	1000	6338
kooryet_lake	41	23	1994	2400	4574
kooryet_lake	42	23	1995	NA	NA
kooryet_lake	43	23	1996	NA	NA
kooryet_lake	44	23	1997	NA	NA
kooryet_lake	45	23	1998	NA	NA
kooryet_lake	46	23	1999	NA	NA
kooryet_lake	47	23	2000	NA	NA
kooryet_lake	48	23	2001	NA	NA
kooryet_lake	49	23	2002	NA	NA
kooryet_lake	50	23	2003	NA	NA
kooryet_lake	51	23	2004	NA	NA
kooryet_lake	52	23	2005	NA	NA
kooryet_lake	53	23	2006	NA	NA
kooryet_lake	54	23	2007	NA	NA
kooryet_lake	55	23	2008	NA	NA
kooryet_lake	56	23	2009	NA	NA
kooryet_lake	57	23	2010	NA	NA
kooryet_lake	58	23	2011	NA	NA
kooryet_lake	59	23	2012	NA	NA
kooryet_lake	60	23	2013	NA	NA
kooryet_lake	61	23	2014	NA	NA
lakelse_lake	1	24	1954	NA	NA
lakelse_lake	2	24	1955	NA	NA
lakelse_lake	3	24	1956	NA	NA
lakelse_lake	4	24	1957	19326	19014
lakelse_lake	5	24	1958	20706	21414
lakelse_lake	6	24	1959	20706	40283
lakelse_lake	7	24	1960	11294	79922
lakelse_lake	8	24	1961	14808	78033
lakelse_lake	9	24	1962	17250	44233
lakelse_lake	10	24	1963	19828	34397
lakelse_lake	11	24	1964	52172	24460
lakelse_lake	12	24	1965	87346	15348
lakelse_lake	13	24	1966	39683	10960
lakelse_lake	14	24	1967	29300	7509
lakelse_lake	15	24	1968	24814	6045
lakelse_lake	16	24	1969	14148	5667
lakelse_lake	17	24	1970	11319	6568
lakelse_lake	18	24	1971	6530	7160
lakelse_lake	19	24	1972	5768	7147
lakelse_lake	20	24	1973	3918	9905
lakelse_lake	21	24	1974	5224	14685
lakelse_lake	22	24	1975	5659	24417
lakelse_lake	23	24	1976	6530	28401
lakelse_lake	24	24	1977	5061	26781
lakelse_lake	25	24	1978	11754	28887
lakelse_lake	26	24	1979	12407	16342
lakelse_lake	27	24	1980	29298	26528
lakelse_lake	28	24	1981	15890	29869
lakelse_lake	29	24	1982	29966	8731
lakelse_lake	30	24	1983	19155	9954
lakelse_lake	31	24	1984	9469	12552
lakelse_lake	32	24	1985	36133	6916
lakelse_lake	33	24	1986	8924	9570
lakelse_lake	34	24	1987	5278	16586
lakelse_lake	35	24	1988	10394	17997
lakelse_lake	36	24	1989	7640	12853
lakelse_lake	37	24	1990	2677	19268
lakelse_lake	38	24	1991	13387	36092
lakelse_lake	39	24	1992	10339	21694
lakelse_lake	40	24	1993	13604	6348
lakelse_lake	41	24	1994	NA	NA
lakelse_lake	42	24	1995	NA	NA
lakelse_lake	43	24	1996	NA	NA
lakelse_lake	44	24	1997	NA	NA
lakelse_lake	45	24	1998	NA	NA
lakelse_lake	46	24	1999	NA	NA
lakelse_lake	47	24	2000	NA	NA
lakelse_lake	48	24	2001	8962	5852
lakelse_lake	49	24	2002	NA	NA
lakelse_lake	50	24	2003	NA	NA
lakelse_lake	51	24	2004	5812	6853
lakelse_lake	52	24	2005	6236	11591
lakelse_lake	53	24	2006	3592	25808
lakelse_lake	54	24	2007	6552	34387
lakelse_lake	55	24	2008	5453	30249
lakelse_lake	56	24	2009	7492	29915
lakelse_lake	57	24	2010	NA	NA
lakelse_lake	58	24	2011	NA	NA
lakelse_lake	59	24	2012	NA	NA
lakelse_lake	60	24	2013	NA	NA
lakelse_lake	61	24	2014	NA	NA
long_lake	1	25	1954	85084	194350
long_lake	2	25	1955	110109	210865
long_lake	3	25	1956	90089	237932
long_lake	4	25	1957	22522	314596
long_lake	5	25	1958	22522	287484
long_lake	6	25	1959	50050	271403
long_lake	7	25	1960	18518	294710
long_lake	8	25	1961	22522	252631
long_lake	9	25	1962	110109	305473
long_lake	10	25	1963	68755	547109
long_lake	11	25	1964	50050	420414
long_lake	12	25	1965	11011	201786
long_lake	13	25	1966	50050	231434
long_lake	14	25	1967	50050	191760
long_lake	15	25	1968	198125	344353
long_lake	16	25	1969	110109	444598
long_lake	17	25	1970	70134	235230
long_lake	18	25	1971	135202	141296
long_lake	19	25	1972	76324	174664
long_lake	20	25	1973	170170	265893
long_lake	21	25	1974	91133	137066
long_lake	22	25	1975	63029	97660
long_lake	23	25	1976	60964	283499
long_lake	24	25	1977	128728	456505
long_lake	25	25	1978	84098	395620
long_lake	26	25	1979	19251	199076
long_lake	27	25	1980	128562	437078
long_lake	28	25	1981	214557	595862
long_lake	29	25	1982	214713	466507
long_lake	30	25	1983	199851	466843
long_lake	31	25	1984	89242	342232
long_lake	32	25	1985	250248	232113
long_lake	33	25	1986	199197	602969
long_lake	34	25	1987	200198	973938
long_lake	35	25	1988	207205	646177
long_lake	36	25	1989	166969	349343
long_lake	37	25	1990	149148	146328
long_lake	38	25	1991	260258	41030
long_lake	39	25	1992	220218	57212
long_lake	40	25	1993	220218	80044
long_lake	41	25	1994	100099	6296
long_lake	42	25	1995	57056	2060
long_lake	43	25	1996	54054	4779
long_lake	44	25	1997	32032	60239
long_lake	45	25	1998	76075	201789
long_lake	46	25	1999	5906	20310
long_lake	47	25	2000	1431	3756
long_lake	48	25	2001	8458	30851
long_lake	49	25	2002	92091	24496
long_lake	50	25	2003	179678	13649
long_lake	51	25	2004	7808	12537
long_lake	52	25	2005	14014	20565
long_lake	53	25	2006	26827	206989
long_lake	54	25	2007	19121	16296
long_lake	55	25	2008	16405	64195
long_lake	56	25	2009	18464	77993
long_lake	57	25	2010	NA	NA
long_lake	58	25	2011	NA	NA
long_lake	59	25	2012	NA	NA
long_lake	60	25	2013	NA	NA
long_lake	61	25	2014	NA	NA
lowe_lakes	1	26	1954	NA	NA
lowe_lakes	2	26	1955	NA	NA
lowe_lakes	3	26	1956	7000	8538
lowe_lakes	4	26	1957	7000	14189
lowe_lakes	5	26	1958	1500	18715
lowe_lakes	6	26	1959	30000	23912
lowe_lakes	7	26	1960	2400	20685
lowe_lakes	8	26	1961	15000	42690
lowe_lakes	9	26	1962	7000	49763
lowe_lakes	10	26	1963	30000	17586
lowe_lakes	11	26	1964	12000	13545
lowe_lakes	12	26	1965	15000	8981
lowe_lakes	13	26	1966	70000	8628
lowe_lakes	14	26	1967	7000	10534
lowe_lakes	15	26	1968	15000	13647
lowe_lakes	16	26	1969	7000	20638
lowe_lakes	17	26	1970	7000	42494
lowe_lakes	18	26	1971	NA	NA
lowe_lakes	19	26	1972	NA	NA
lowe_lakes	20	26	1973	11000	6603
lowe_lakes	21	26	1974	18000	5404
lowe_lakes	22	26	1975	70000	3675
lowe_lakes	23	26	1976	NA	NA
lowe_lakes	24	26	1977	6000	3682
lowe_lakes	25	26	1978	6000	5424
lowe_lakes	26	26	1979	2000	7674
lowe_lakes	27	26	1980	4000	12486
lowe_lakes	28	26	1981	2000	14328
lowe_lakes	29	26	1982	4000	8626
lowe_lakes	30	26	1983	6000	8137
lowe_lakes	31	26	1984	7000	9070
lowe_lakes	32	26	1985	16000	6919
lowe_lakes	33	26	1986	7000	4833
lowe_lakes	34	26	1987	6000	5212
lowe_lakes	35	26	1988	7000	8547
lowe_lakes	36	26	1989	NA	NA
lowe_lakes	37	26	1990	NA	NA
lowe_lakes	38	26	1991	4400	8807
lowe_lakes	39	26	1992	2000	12955
lowe_lakes	40	26	1993	NA	NA
lowe_lakes	41	26	1994	NA	NA
lowe_lakes	42	26	1995	5000	1762
lowe_lakes	43	26	1996	8000	2328
lowe_lakes	44	26	1997	10000	2203
lowe_lakes	45	26	1998	NA	NA
lowe_lakes	46	26	1999	NA	NA
lowe_lakes	47	26	2000	NA	NA
lowe_lakes	48	26	2001	NA	NA
lowe_lakes	49	26	2002	NA	NA
lowe_lakes	50	26	2003	NA	NA
lowe_lakes	51	26	2004	NA	NA
lowe_lakes	52	26	2005	NA	NA
lowe_lakes	53	26	2006	NA	NA
lowe_lakes	54	26	2007	NA	NA
lowe_lakes	55	26	2008	NA	NA
lowe_lakes	56	26	2009	NA	NA
lowe_lakes	57	26	2010	NA	NA
lowe_lakes	58	26	2011	NA	NA
lowe_lakes	59	26	2012	NA	NA
lowe_lakes	60	26	2013	NA	NA
lowe_lakes	61	26	2014	NA	NA
mcdonell_lake	1	27	1954	NA	NA
mcdonell_lake	2	27	1955	NA	NA
mcdonell_lake	3	27	1956	1500	1709
mcdonell_lake	4	27	1957	7000	1544
mcdonell_lake	5	27	1958	3000	1636
mcdonell_lake	6	27	1959	1500	1965
mcdonell_lake	7	27	1960	1500	5504
mcdonell_lake	8	27	1961	1500	8198
mcdonell_lake	9	27	1962	1000	4446
mcdonell_lake	10	27	1963	1600	4762
mcdonell_lake	11	27	1964	1000	3625
mcdonell_lake	12	27	1965	6000	3523
mcdonell_lake	13	27	1966	8000	3235
mcdonell_lake	14	27	1967	400	2535
mcdonell_lake	15	27	1968	5000	4069
mcdonell_lake	16	27	1969	1944	4412
mcdonell_lake	17	27	1970	3000	1909
mcdonell_lake	18	27	1971	NA	NA
mcdonell_lake	19	27	1972	NA	NA
mcdonell_lake	20	27	1973	4000	6568
mcdonell_lake	21	27	1974	3600	4752
mcdonell_lake	22	27	1975	200	2057
mcdonell_lake	23	27	1976	NA	NA
mcdonell_lake	24	27	1977	1200	3477
mcdonell_lake	25	27	1978	8000	7174
mcdonell_lake	26	27	1979	2200	4115
mcdonell_lake	27	27	1980	280	2724
mcdonell_lake	28	27	1981	3000	5474
mcdonell_lake	29	27	1982	2000	6683
mcdonell_lake	30	27	1983	10000	6044
mcdonell_lake	31	27	1984	NA	NA
mcdonell_lake	32	27	1985	NA	NA
mcdonell_lake	33	27	1986	6000	3668
mcdonell_lake	34	27	1987	6000	12790
mcdonell_lake	35	27	1988	4000	19244
mcdonell_lake	36	27	1989	NA	NA
