"","Pop","Model","Metric","Estimate","SE"
"elpd_loo11","bowser","m1","elpd_loo",-13.8421493727995,3.44291056888913
"p_loo11","bowser","m1","p_loo",4.72590804980792,1.81872337055582
"looic11","bowser","m1","looic",27.6842987455991,6.88582113777826
"elpd_loo.111","bowser","m2a","elpd_loo",-11.7315376160202,2.08304591983544
"p_loo.111","bowser","m2a","p_loo",2.04886764232888,0.715527146571335
"looic.111","bowser","m2a","looic",23.4630752320403,4.16609183967087
"elpd_loo.211","bowser","m2b","elpd_loo",-11.4897729453478,2.12411339654293
"p_loo.211","bowser","m2b","p_loo",1.93075211960169,0.693186004799525
"looic.211","bowser","m2b","looic",22.9795458906956,4.24822679308586
"elpd_loo.311","bowser","m3","elpd_loo",-17.2764983924782,0.938162927214772
"p_loo.311","bowser","m3","p_loo",1.50817361320446,0.282576330678831
"looic.311","bowser","m3","looic",34.5529967849564,1.87632585442954
"elpd_loo.411","bowser","m4a","elpd_loo",-15.9656874950891,2.44765981370251
"p_loo.411","bowser","m4a","p_loo",1.84524950171052,0.584346449279361
"looic.411","bowser","m4a","looic",31.9313749901781,4.89531962740501
"elpd_loo.511","bowser","m4b","elpd_loo",-15.4990993027978,2.410363021037
"p_loo.511","bowser","m4b","p_loo",1.7688083567799,0.589038663947593
"looic.511","bowser","m4b","looic",30.9981986055957,4.820726042074
"elpd_loo12","canoona","m1","elpd_loo",-12.8483881782324,1.67143654712678
"p_loo12","canoona","m1","p_loo",1.87609335666934,0.667453703326911
"looic12","canoona","m1","looic",25.6967763564649,3.34287309425355
"elpd_loo.112","canoona","m2a","elpd_loo",-12.1076300284019,1.0665189080307
"p_loo.112","canoona","m2a","p_loo",1.21881506225074,0.42774328916038
"looic.112","canoona","m2a","looic",24.2152600568038,2.1330378160614
"elpd_loo.212","canoona","m2b","elpd_loo",-12.0601780251236,0.893246415614863
"p_loo.212","canoona","m2b","p_loo",1.09369998231786,0.342593032963132
"looic.212","canoona","m2b","looic",24.1203560502472,1.78649283122973
"elpd_loo.312","canoona","m3","elpd_loo",-12.569758391699,1.41066707409178
"p_loo.312","canoona","m3","p_loo",1.73012316384724,0.552022184396623
"looic.312","canoona","m3","looic",25.139516783398,2.82133414818356
"elpd_loo.412","canoona","m4a","elpd_loo",-12.0532343361728,1.0210669501006
"p_loo.412","canoona","m4a","p_loo",1.19405766911123,0.397654222838381
"looic.412","canoona","m4a","looic",24.1064686723456,2.04213390020119
"elpd_loo.512","canoona","m4b","elpd_loo",-12.018162953469,0.924413920095618
"p_loo.512","canoona","m4b","p_loo",1.10007403120646,0.34229910360379
"looic.512","canoona","m4b","looic",24.036325906938,1.84882784019124
"elpd_loo13","curtis-inlet","m1","elpd_loo",-29.9565748175106,4.25457440802292
"p_loo13","curtis-inlet","m1","p_loo",4.46693586809168,1.44131994602568
"looic13","curtis-inlet","m1","looic",59.9131496350211,8.50914881604585
"elpd_loo.113","curtis-inlet","m2a","elpd_loo",-30.3621883870229,5.10018095993116
"p_loo.113","curtis-inlet","m2a","p_loo",3.43651857622395,1.13177997210514
"looic.113","curtis-inlet","m2a","looic",60.7243767740459,10.2003619198623
"elpd_loo.213","curtis-inlet","m2b","elpd_loo",-29.7871788204386,4.62566744677163
"p_loo.213","curtis-inlet","m2b","p_loo",3.82637446277733,1.24986187356376
"looic.213","curtis-inlet","m2b","looic",59.5743576408771,9.25133489354325
"elpd_loo.313","curtis-inlet","m3","elpd_loo",-30.0610717031357,4.51231420529094
"p_loo.313","curtis-inlet","m3","p_loo",4.54270487702703,1.50173982773599
"looic.313","curtis-inlet","m3","looic",60.1221434062713,9.02462841058188
"elpd_loo.413","curtis-inlet","m4a","elpd_loo",-30.5526828994076,5.17072983661524
"p_loo.413","curtis-inlet","m4a","p_loo",3.77765464819126,1.24205660510112
"looic.413","curtis-inlet","m4a","looic",61.1053657988151,10.3414596732305
"elpd_loo.513","curtis-inlet","m4b","elpd_loo",-30.4659175185521,5.12690317623032
"p_loo.513","curtis-inlet","m4b","p_loo",3.7798820890162,1.2421797329114
"looic.513","curtis-inlet","m4b","looic",60.9318350371042,10.2538063524606
"elpd_loo14","damdochax","m1","elpd_loo",-38.7834105367403,14.6067891376592
"p_loo14","damdochax","m1","p_loo",22.1595190158536,10.7236242019766
"looic14","damdochax","m1","looic",77.5668210734807,29.2135782753183
"elpd_loo.114","damdochax","m2a","elpd_loo",-27.5881719312724,9.47658840075305
"p_loo.114","damdochax","m2a","p_loo",10.934032064169,5.70144367078239
"looic.114","damdochax","m2a","looic",55.1763438625448,18.9531768015061
"elpd_loo.214","damdochax","m2b","elpd_loo",-27.6214079884563,9.76753990348571
"p_loo.214","damdochax","m2b","p_loo",11.5300176599773,6.26849906620489
"looic.214","damdochax","m2b","looic",55.2428159769126,19.5350798069714
"elpd_loo.314","damdochax","m3","elpd_loo",-42.8455556429136,16.8208306307172
"p_loo.314","damdochax","m3","p_loo",26.282416339914,12.8552444180292
"looic.314","damdochax","m3","looic",85.6911112858271,33.6416612614344
"elpd_loo.414","damdochax","m4a","elpd_loo",-29.3191544148055,10.5090071233328
"p_loo.414","damdochax","m4a","p_loo",13.5127317770859,6.86816613908808
"looic.414","damdochax","m4a","looic",58.6383088296111,21.0180142466655
"elpd_loo.514","damdochax","m4b","elpd_loo",-28.4248268221746,10.1096071183243
"p_loo.514","damdochax","m4b","p_loo",12.8992418616181,6.67172141631869
"looic.514","damdochax","m4b","looic",56.8496536443492,20.2192142366487
"elpd_loo15","devon","m1","elpd_loo",-32.9231815104937,10.6452162808651
"p_loo15","devon","m1","p_loo",12.8052787527215,8.76440053008478
"looic15","devon","m1","looic",65.8463630209873,21.2904325617302
"elpd_loo.115","devon","m2a","elpd_loo",-29.2691922015673,8.07066631465946
"p_loo.115","devon","m2a","p_loo",8.97477621604009,6.22792301253492
"looic.115","devon","m2a","looic",58.5383844031346,16.1413326293189
"elpd_loo.215","devon","m2b","elpd_loo",-29.9981282421789,8.47909265001249
"p_loo.215","devon","m2b","p_loo",9.72901098493837,6.82315058355969
"looic.215","devon","m2b","looic",59.9962564843578,16.958185300025
"elpd_loo.315","devon","m3","elpd_loo",-31.3694997537755,9.49437651290483
"p_loo.315","devon","m3","p_loo",11.2340427188655,7.54337869927634
"looic.315","devon","m3","looic",62.7389995075509,18.9887530258097
"elpd_loo.415","devon","m4a","elpd_loo",-29.7842550654465,8.50669473771646
"p_loo.415","devon","m4a","p_loo",9.60422443432808,6.77357807683948
