"","Pop","Model","Metric","Estimate","SE"
"elpd_loo.420","hartley-bay","m4a","elpd_loo",-7.78354415824684,1.51989360274503
"p_loo.420","hartley-bay","m4a","p_loo",1.62921161105071,0.394146683579781
"looic.420","hartley-bay","m4a","looic",15.5670883164937,3.03978720549006
"elpd_loo.520","hartley-bay","m4b","elpd_loo",-7.69386111625928,1.54535621402593
"p_loo.520","hartley-bay","m4b","p_loo",1.53627536610757,0.375387861931109
"looic.520","hartley-bay","m4b","looic",15.3877222325186,3.09071242805187
"elpd_loo21","hauyat","m1","elpd_loo",-19.3062066163545,2.54636389794216
"p_loo21","hauyat","m1","p_loo",2.31072160053344,0.726872043783458
"looic21","hauyat","m1","looic",38.6124132327091,5.09272779588433
"elpd_loo.121","hauyat","m2a","elpd_loo",-19.8877613277171,3.13548429254259
"p_loo.121","hauyat","m2a","p_loo",2.15152045008545,0.694028844121218
"looic.121","hauyat","m2a","looic",39.7755226554341,6.27096858508518
"elpd_loo.221","hauyat","m2b","elpd_loo",-19.807876321741,3.13018313334233
"p_loo.221","hauyat","m2b","p_loo",2.1141925234262,0.70567340330868
"looic.221","hauyat","m2b","looic",39.6157526434819,6.26036626668467
"elpd_loo.321","hauyat","m3","elpd_loo",-19.262751917308,2.7519955486126
"p_loo.321","hauyat","m3","p_loo",2.56414460955135,0.889072681293988
"looic.321","hauyat","m3","looic",38.525503834616,5.50399109722519
"elpd_loo.421","hauyat","m4a","elpd_loo",-19.1931977498554,3.09975860074425
"p_loo.421","hauyat","m4a","p_loo",2.1648539214132,0.736432609747547
"looic.421","hauyat","m4a","looic",38.3863954997109,6.19951720148851
"elpd_loo.521","hauyat","m4b","elpd_loo",-19.0839112653142,3.08244088403668
"p_loo.521","hauyat","m4b","p_loo",2.11829896388099,0.74467551453759
"looic.521","hauyat","m4b","looic",38.1678225306283,6.16488176807336
"elpd_loo22","johanson","m1","elpd_loo",-59.3811609058797,56.0167042725025
"p_loo22","johanson","m1","p_loo",56.1346202313914,55.4816317383558
"looic22","johanson","m1","looic",118.762321811759,112.033408545005
"elpd_loo.122","johanson","m2a","elpd_loo",-7.86038173393553,5.41645364631826
"p_loo.122","johanson","m2a","p_loo",5.06577375005182,4.89118989549971
"looic.122","johanson","m2a","looic",15.7207634678711,10.8329072926365
"elpd_loo.222","johanson","m2b","elpd_loo",-11.1404435186443,8.53912196002576
"p_loo.222","johanson","m2b","p_loo",8.16467230646974,7.93516685477443
"looic.222","johanson","m2b","looic",22.2808870372887,17.0782439200515
"elpd_loo.322","johanson","m3","elpd_loo",-9.30079735231404,5.85902158838118
"p_loo.322","johanson","m3","p_loo",6.18875468316726,5.63072717041417
"looic.322","johanson","m3","looic",18.6015947046281,11.7180431767624
"elpd_loo.422","johanson","m4a","elpd_loo",-3.00725275650374,0.554387541538376
"p_loo.422","johanson","m4a","p_loo",0.438086289810241,0.248092368177605
"looic.422","johanson","m4a","looic",6.01450551300748,1.10877508307675
"elpd_loo.522","johanson","m4b","elpd_loo",-3.30708305997771,0.750151817091082
"p_loo.522","johanson","m4b","p_loo",0.618653451765491,0.391766485217517
"looic.522","johanson","m4b","looic",6.61416611995541,1.50030363418216
"elpd_loo23","johnston","m1","elpd_loo",-20.8277875644022,5.30932269686426
"p_loo23","johnston","m1","p_loo",12.125215752397,4.16489616785151
"looic23","johnston","m1","looic",41.6555751288043,10.6186453937285
"elpd_loo.123","johnston","m2a","elpd_loo",-12.3422641757848,3.47547130115555
"p_loo.123","johnston","m2a","p_loo",4.42080633832595,1.88256628770611
"looic.123","johnston","m2a","looic",24.6845283515696,6.95094260231111
"elpd_loo.223","johnston","m2b","elpd_loo",-12.2190884508333,3.33497652538852
"p_loo.223","johnston","m2b","p_loo",4.3227959327133,1.70398370111735
"looic.223","johnston","m2b","looic",24.4381769016666,6.66995305077704
"elpd_loo.323","johnston","m3","elpd_loo",-18.1261098795057,4.27168876217726
"p_loo.323","johnston","m3","p_loo",9.53044020670817,3.20315219262193
"looic.323","johnston","m3","looic",36.2522197590114,8.54337752435453
"elpd_loo.423","johnston","m4a","elpd_loo",-12.8943024471067,3.48246539979131
"p_loo.423","johnston","m4a","p_loo",4.65599381011129,1.63773582609743
"looic.423","johnston","m4a","looic",25.7886048942135,6.96493079958262
"elpd_loo.523","johnston","m4b","elpd_loo",-12.7201047334944,3.19498101225081
"p_loo.523","johnston","m4b","p_loo",4.54853863544271,1.42268938342007
"looic.523","johnston","m4b","looic",25.4402094669887,6.38996202450162
"elpd_loo24","kadjusdis","m1","elpd_loo",-23.7935914466704,4.37935935104295
"p_loo24","kadjusdis","m1","p_loo",7.60837145270552,3.32397315313972
"looic24","kadjusdis","m1","looic",47.5871828933408,8.7587187020859
"elpd_loo.124","kadjusdis","m2a","elpd_loo",-19.1808972768726,2.69770570491495
"p_loo.124","kadjusdis","m2a","p_loo",3.13430448584618,0.897931509328697
"looic.124","kadjusdis","m2a","looic",38.3617945537453,5.3954114098299
"elpd_loo.224","kadjusdis","m2b","elpd_loo",-18.8638263805274,2.71579773114623
"p_loo.224","kadjusdis","m2b","p_loo",2.71698400825071,0.742711555308958
"looic.224","kadjusdis","m2b","looic",37.7276527610549,5.43159546229246
"elpd_loo.324","kadjusdis","m3","elpd_loo",-25.267584904981,5.27634014140096
"p_loo.324","kadjusdis","m3","p_loo",7.7836181519024,3.64816066810732
"looic.324","kadjusdis","m3","looic",50.5351698099619,10.5526802828019
"elpd_loo.424","kadjusdis","m4a","elpd_loo",-21.5653913865243,3.54699444433276
"p_loo.424","kadjusdis","m4a","p_loo",4.90628972299471,2.1286108239336
"looic.424","kadjusdis","m4a","looic",43.1307827730487,7.09398888866553
"elpd_loo.524","kadjusdis","m4b","elpd_loo",-21.4337360887431,3.55113912496126
"p_loo.524","kadjusdis","m4b","p_loo",4.84880826780154,2.18841582183357
"looic.524","kadjusdis","m4b","looic",42.8674721774862,7.10227824992253
"elpd_loo25","kainet","m1","elpd_loo",-23.8925434742129,1.4649400465914
"p_loo25","kainet","m1","p_loo",1.90897793172353,0.486048318971195
"looic25","kainet","m1","looic",47.7850869484259,2.92988009318279
"elpd_loo.125","kainet","m2a","elpd_loo",-24.028341928913,2.21776861607998
"p_loo.125","kainet","m2a","p_loo",2.0699207077952,0.681696031928225
"looic.125","kainet","m2a","looic",48.056683857826,4.43553723215997
"elpd_loo.225","kainet","m2b","elpd_loo",-24.1019802483089,2.25034782391486
"p_loo.225","kainet","m2b","p_loo",1.97733992468651,0.660760840087882
"looic.225","kainet","m2b","looic",48.2039604966178,4.50069564782972
"elpd_loo.325","kainet","m3","elpd_loo",-22.1415256581187,1.14199320672931
"p_loo.325","kainet","m3","p_loo",1.4084110573025,0.285844489928797
"looic.325","kainet","m3","looic",44.2830513162375,2.28398641345862
"elpd_loo.425","kainet","m4a","elpd_loo",-21.5020908616143,1.62874922424824
"p_loo.425","kainet","m4a","p_loo",1.43742803271469,0.397047157631872
"looic.425","kainet","m4a","looic",43.0041817232286,3.25749844849648
"elpd_loo.525","kainet","m4b","elpd_loo",-21.5889374616703,1.66643495068825
"p_loo.525","kainet","m4b","p_loo",1.38674449866702,0.387282391994384
"looic.525","kainet","m4b","looic",43.1778749233406,3.33286990137649
"elpd_loo26","kdelmashan","m1","elpd_loo",-18.1448286046456,4.59082270817803
"p_loo26","kdelmashan","m1","p_loo",7.14364264472693,4.08259235529664
"looic26","kdelmashan","m1","looic",36.2896572092912,9.18164541635606
"elpd_loo.126","kdelmashan","m2a","elpd_loo",-15.621087916182,3.71899353956532
"p_loo.126","kdelmashan","m2a","p_loo",4.77452219788201,2.97994651205267
"looic.126","kdelmashan","m2a","looic",31.2421758323641,7.43798707913064
"elpd_loo.226","kdelmashan","m2b","elpd_loo",-16.5670974738008,4.38217024392382
"p_loo.226","kdelmashan","m2b","p_loo",5.37563008429399,3.54602695004442
"looic.226","kdelmashan","m2b","looic",33.1341949476016,8.76434048784763
"elpd_loo.326","kdelmashan","m3","elpd_loo",-20.3011024157124,6.43407110642757
"p_loo.326","kdelmashan","m3","p_loo",9.58056661332031,6.09409789581705
"looic.326","kdelmashan","m3","looic",40.6022048314249,12.8681422128551
"elpd_loo.426","kdelmashan","m4a","elpd_loo",-15.661957524354,3.76990916731497
"p_loo.426","kdelmashan","m4a","p_loo",5.28952953920646,3.30110027813671
"looic.426","kdelmashan","m4a","looic",31.323915048708,7.53981833462994
"elpd_loo.526","kdelmashan","m4b","elpd_loo",-15.7802974147207,3.91629607092477
"p_loo.526","kdelmashan","m4b","p_loo",5.41336248305259,3.49111939783318
"looic.526","kdelmashan","m4b","looic",31.5605948294415,7.83259214184954
"elpd_loo27","keecha","m1","elpd_loo",-11.3625543815011,1.58760445695149
"p_loo27","keecha","m1","p_loo",1.33970406032741,0.410481321709424
"looic27","keecha","m1","looic",22.7251087630023,3.17520891390299
"elpd_loo.127","keecha","m2a","elpd_loo",-9.78988523575187,1.9492704541139
"p_loo.127","keecha","m2a","p_loo",0.899804168296392,0.442145465708187
"looic.127","keecha","m2a","looic",19.5797704715037,3.8985409082278
"elpd_loo.227","keecha","m2b","elpd_loo",-9.88165587087902,1.94941486181855
"p_loo.227","keecha","m2b","p_loo",0.927361489289205,0.458626819750034
"looic.227","keecha","m2b","looic",19.763311741758,3.8988297236371
"elpd_loo.327","keecha","m3","elpd_loo",-10.9191158525284,1.72155313093155
"p_loo.327","keecha","m3","p_loo",1.38088927145286,0.4986965303484
"looic.327","keecha","m3","looic",21.8382317050568,3.44310626186309
"elpd_loo.427","keecha","m4a","elpd_loo",-9.91021114508808,1.96280869011419
"p_loo.427","keecha","m4a","p_loo",0.998603234137881,0.478212416944609
"looic.427","keecha","m4a","looic",19.8204222901762,3.92561738022838
"elpd_loo.527","keecha","m4b","elpd_loo",-9.79993269230146,1.88854110977117
"p_loo.527","keecha","m4b","p_loo",0.880416083876851,0.412535598028067
"looic.527","keecha","m4b","looic",19.5998653846029,3.77708221954234
"elpd_loo28","keswar","m1","elpd_loo",-11.0363564692265,2.2040062814545
"p_loo28","keswar","m1","p_loo",3.58877679334579,1.47669837867714
"looic28","keswar","m1","looic",22.072712938453,4.408012562909
"elpd_loo.128","keswar","m2a","elpd_loo",-8.8578366454825,1.82286573636408
"p_loo.128","keswar","m2a","p_loo",2.11348777343337,0.831057547565171
"looic.128","keswar","m2a","looic",17.715673290965,3.64573147272816
"elpd_loo.228","keswar","m2b","elpd_loo",-9.2987105335551,1.85358375376093
"p_loo.228","keswar","m2b","p_loo",2.37264336486414,0.996850099013984
"looic.228","keswar","m2b","looic",18.5974210671102,3.70716750752186
"elpd_loo.328","keswar","m3","elpd_loo",-11.4313223266883,2.92553372233206
"p_loo.328","keswar","m3","p_loo",4.40286747710468,2.20461415984136
"looic.328","keswar","m3","looic",22.8626446533766,5.85106744466411
"elpd_loo.428","keswar","m4a","elpd_loo",-9.08823346229065,2.07701073325035
"p_loo.428","keswar","m4a","p_loo",2.40386436304478,1.01359356662318
"looic.428","keswar","m4a","looic",18.1764669245813,4.15402146650071
"elpd_loo.528","keswar","m4b","elpd_loo",-9.03727011649065,1.82218887517574
"p_loo.528","keswar","m4b","p_loo",2.27905014758998,0.854398669428204
"looic.528","keswar","m4b","looic",18.0745402329813,3.64437775035148
"elpd_loo29","kimsquit","m1","elpd_loo",-49.6713303706016,40.1434851943504
"p_loo29","kimsquit","m1","p_loo",41.5892183338765,38.0580405676775
"looic29","kimsquit","m1","looic",99.3426607412032,80.2869703887008
"elpd_loo.129","kimsquit","m2a","elpd_loo",-33.865544797622,22.8832153245606
"p_loo.129","kimsquit","m2a","p_loo",24.3379175156071,22.2608018066824
"looic.129","kimsquit","m2a","looic",67.731089595244,45.7664306491212
"elpd_loo.229","kimsquit","m2b","elpd_loo",-29.1867101497084,17.9951638226529
"p_loo.229","kimsquit","m2b","p_loo",19.4656190753154,17.3895070822301
"looic.229","kimsquit","m2b","looic",58.3734202994167,35.9903276453057
"elpd_loo.329","kimsquit","m3","elpd_loo",-49.450914695923,40.3177953175289
"p_loo.329","kimsquit","m3","p_loo",41.3496482070882,38.0192059172937
"looic.329","kimsquit","m3","looic",98.901829391846,80.6355906350578
"elpd_loo.429","kimsquit","m4a","elpd_loo",-37.9211860201851,28.4886655368895
"p_loo.429","kimsquit","m4a","p_loo",29.3501894359261,27.3564961471614
"looic.429","kimsquit","m4a","looic",75.8423720403703,56.977331073779
"elpd_loo.529","kimsquit","m4b","elpd_loo",-34.4676441080708,24.6679974519044
"p_loo.529","kimsquit","m4b","p_loo",25.7934653772419,23.6308625639826
"looic.529","kimsquit","m4b","looic",68.9352882161416,49.3359949038087
"elpd_loo30","kisameet","m1","elpd_loo",-41.6847509049432,17.1262673760628
"p_loo30","kisameet","m1","p_loo",35.5965481575038,16.8369401877088
"looic30","kisameet","m1","looic",83.3695018098864,34.2525347521257
"elpd_loo.130","kisameet","m2a","elpd_loo",-15.9155861638362,3.10875916963424
"p_loo.130","kisameet","m2a","p_loo",9.48144430079521,2.89568999925188
"looic.130","kisameet","m2a","looic",31.8311723276724,6.21751833926848
"elpd_loo.230","kisameet","m2b","elpd_loo",-14.8271036848945,3.43667267315033
"p_loo.230","kisameet","m2b","p_loo",8.3127794777613,3.02708569350806
"looic.230","kisameet","m2b","looic",29.6542073697889,6.87334534630066
"elpd_loo.330","kisameet","m3","elpd_loo",-44.3553602531801,18.3272242635198
"p_loo.330","kisameet","m3","p_loo",39.1001614242705,17.3993698725476
"looic.330","kisameet","m3","looic",88.7107205063601,36.6544485270396
"elpd_loo.430","kisameet","m4a","elpd_loo",-18.2184686031946,4.7103448628079
"p_loo.430","kisameet","m4a","p_loo",13.5645316788887,4.20564027122133
"looic.430","kisameet","m4a","looic",36.4369372063892,9.4206897256158
"elpd_loo.530","kisameet","m4b","elpd_loo",-14.9111734118994,3.50592957874409
"p_loo.530","kisameet","m4b","p_loo",10.3369051367662,3.07264179327066
"looic.530","kisameet","m4b","looic",29.8223468237988,7.01185915748818
"elpd_loo31","kitkiata","m1","elpd_loo",-20.3512989566076,6.41728904752648
"p_loo31","kitkiata","m1","p_loo",9.24169709738256,3.82596637504965
"looic31","kitkiata","m1","looic",40.7025979132153,12.834578095053
"elpd_loo.131","kitkiata","m2a","elpd_loo",-11.0916730145543,2.04836196244048
"p_loo.131","kitkiata","m2a","p_loo",2.39805447892345,0.829563849464203
"looic.131","kitkiata","m2a","looic",22.1833460291085,4.09672392488095
"elpd_loo.231","kitkiata","m2b","elpd_loo",-10.6277260548732,1.93776487137334
"p_loo.231","kitkiata","m2b","p_loo",2.08587721474806,0.722341549272857
"looic.231","kitkiata","m2b","looic",21.2554521097463,3.87552974274668
"elpd_loo.331","kitkiata","m3","elpd_loo",-19.6802651532706,6.13979233384359
"p_loo.331","kitkiata","m3","p_loo",9.11254671576218,3.75303304497098
"looic.331","kitkiata","m3","looic",39.3605303065412,12.2795846676872
"elpd_loo.431","kitkiata","m4a","elpd_loo",-12.6558813335994,2.68246776218878
"p_loo.431","kitkiata","m4a","p_loo",3.5448340423807,1.45171006750371
"looic.431","kitkiata","m4a","looic",25.3117626671987,5.36493552437756
"elpd_loo.531","kitkiata","m4b","elpd_loo",-11.6491345432905,2.15368024181675
"p_loo.531","kitkiata","m4b","p_loo",2.67267240700892,0.958665445913935
"looic.531","kitkiata","m4b","looic",23.298269086581,4.3073604836335
"elpd_loo32","kitlope","m1","elpd_loo",-533.605684593365,462.585034767423
"p_loo32","kitlope","m1","p_loo",503.277795282026,456.632715806032
"looic32","kitlope","m1","looic",1067.21136918673,925.170069534845
"elpd_loo.132","kitlope","m2a","elpd_loo",-410.530156529151,349.142970701577
"p_loo.132","kitlope","m2a","p_loo",382.250461914176,344.263273969511
"looic.132","kitlope","m2a","looic",821.060313058302,698.285941403153
"elpd_loo.232","kitlope","m2b","elpd_loo",-395.691181570992,338.678431915703
"p_loo.232","kitlope","m2b","p_loo",367.669055074647,334.047159988683
"looic.232","kitlope","m2b","looic",791.382363141983,677.356863831406
"elpd_loo.332","kitlope","m3","elpd_loo",-536.637661413107,464.538822197476
"p_loo.332","kitlope","m3","p_loo",506.19024015824,458.511789916678
"looic.332","kitlope","m3","looic",1073.27532282621,929.077644394952
"elpd_loo.432","kitlope","m4a","elpd_loo",-442.281810792058,378.867228837147
"p_loo.432","kitlope","m4a","p_loo",413.311206943624,373.562029935067
"looic.432","kitlope","m4a","looic",884.563621584115,757.734457674294
"elpd_loo.532","kitlope","m4b","elpd_loo",-428.555700032337,368.229272762726
"p_loo.532","kitlope","m4b","p_loo",399.083527616169,362.418230690855
"looic.532","kitlope","m4b","looic",857.111400064674,736.458545525451
"elpd_loo33","kitsumkalum","m1","elpd_loo",-37.1515309275212,4.20170106299666
"p_loo33","kitsumkalum","m1","p_loo",3.08139808370854,0.929669058161433
"looic33","kitsumkalum","m1","looic",74.3030618550425,8.40340212599332
"elpd_loo.133","kitsumkalum","m2a","elpd_loo",-36.8321195784666,4.77224969451983
"p_loo.133","kitsumkalum","m2a","p_loo",2.51091428445568,0.784837226621698
"looic.133","kitsumkalum","m2a","looic",73.6642391569331,9.54449938903967
"elpd_loo.233","kitsumkalum","m2b","elpd_loo",-36.8659945034626,4.82141818659886
"p_loo.233","kitsumkalum","m2b","p_loo",2.51625144200752,0.792436800914065
"looic.233","kitsumkalum","m2b","looic",73.7319890069253,9.64283637319772
"elpd_loo.333","kitsumkalum","m3","elpd_loo",-36.9797947782551,4.46390349226276
"p_loo.333","kitsumkalum","m3","p_loo",2.90693703941519,0.919545028958311
"looic.333","kitsumkalum","m3","looic",73.9595895565102,8.92780698452551
"elpd_loo.433","kitsumkalum","m4a","elpd_loo",-37.0140803125375,4.94613628204115
"p_loo.433","kitsumkalum","m4a","p_loo",2.6624908369797,0.857371561665037
"looic.433","kitsumkalum","m4a","looic",74.028160625075,9.8922725640823
"elpd_loo.533","kitsumkalum","m4b","elpd_loo",-36.8909166132739,4.8807093459158
"p_loo.533","kitsumkalum","m4b","p_loo",2.56254961690261,0.816106745668929
"looic.533","kitsumkalum","m4b","looic",73.7818332265479,9.7614186918316
"elpd_loo34","kitwancool","m1","elpd_loo",-68.9562538050714,36.5113425033709
"p_loo34","kitwancool","m1","p_loo",56.7453583426759,33.7458165778101
"looic34","kitwancool","m1","looic",137.912507610143,73.0226850067417
"elpd_loo.134","kitwancool","m2a","elpd_loo",-32.2039708336734,18.9036298148436
"p_loo.134","kitwancool","m2a","p_loo",19.7577855411966,15.8086461720174
"looic.134","kitwancool","m2a","looic",64.4079416673467,37.8072596296872
"elpd_loo.234","kitwancool","m2b","elpd_loo",-33.2245689534582,19.1364396530048
"p_loo.234","kitwancool","m2b","p_loo",20.4066562076282,15.6904642338458
"looic.234","kitwancool","m2b","looic",66.4491379069164,38.2728793060096
"elpd_loo.334","kitwancool","m3","elpd_loo",-62.3203967673064,34.162137005736
"p_loo.334","kitwancool","m3","p_loo",50.2694107388213,31.443163562271
"looic.334","kitwancool","m3","looic",124.640793534613,68.3242740114721
"elpd_loo.434","kitwancool","m4a","elpd_loo",-29.2036464276439,16.4752625238532
"p_loo.434","kitwancool","m4a","p_loo",16.4366857434088,12.9903576158294
"looic.434","kitwancool","m4a","looic",58.4072928552878,32.9505250477065
"elpd_loo.534","kitwancool","m4b","elpd_loo",-31.6720006123999,18.5130021037484
"p_loo.534","kitwancool","m4b","p_loo",18.6254598757131,14.7948871321013
"looic.534","kitwancool","m4b","looic",63.3440012247998,37.0260042074968
"elpd_loo35","koeye","m1","elpd_loo",-16.2131458546603,1.64998484380869
"p_loo35","koeye","m1","p_loo",1.26012838974142,0.317763997522532
"looic35","koeye","m1","looic",32.4262917093205,3.29996968761737
"elpd_loo.135","koeye","m2a","elpd_loo",-14.4741510032093,1.64515604575467
"p_loo.135","koeye","m2a","p_loo",0.92984632414788,0.272893863780447
"looic.135","koeye","m2a","looic",28.9483020064186,3.29031209150934
"elpd_loo.235","koeye","m2b","elpd_loo",-14.5042536128627,1.67034365426452
"p_loo.235","koeye","m2b","p_loo",0.857532142502862,0.24793113764491
"looic.235","koeye","m2b","looic",29.0085072257255,3.34068730852904
"elpd_loo.335","koeye","m3","elpd_loo",-15.6015589988403,1.55956537302828
"p_loo.335","koeye","m3","p_loo",1.2584174402556,0.307824498051721
"looic.335","koeye","m3","looic",31.2031179976807,3.11913074605655
"elpd_loo.435","koeye","m4a","elpd_loo",-14.1525366165878,1.57248276240417
"p_loo.435","koeye","m4a","p_loo",0.909480633359079,0.25984058306776
"looic.435","koeye","m4a","looic",28.3050732331756,3.14496552480835
"elpd_loo.535","koeye","m4b","elpd_loo",-14.1716211641946,1.5942844698179
"p_loo.535","koeye","m4b","p_loo",0.892809902088077,0.257227877546588
"looic.535","koeye","m4b","looic",28.3432423283892,3.1885689396358
"elpd_loo36","kooryet","m1","elpd_loo",-38.1342403212396,20.2966292364875
"p_loo36","kooryet","m1","p_loo",22.0298798688299,19.7277763242212
"looic36","kooryet","m1","looic",76.2684806424792,40.593258472975
"elpd_loo.136","kooryet","m2a","elpd_loo",-38.4312820725704,23.303711594844
"p_loo.136","kooryet","m2a","p_loo",23.5910550304443,22.096695862346
"looic.136","kooryet","m2a","looic",76.8625641451409,46.607423189688
"elpd_loo.236","kooryet","m2b","elpd_loo",-40.4361157479361,25.0625292698454
"p_loo.236","kooryet","m2b","p_loo",25.4828287382685,23.9516324413052
"looic.236","kooryet","m2b","looic",80.8722314958723,50.1250585396907
"elpd_loo.336","kooryet","m3","elpd_loo",-34.686813483579,17.5973606041287
"p_loo.336","kooryet","m3","p_loo",19.1819840461556,16.9681300565984
"looic.336","kooryet","m3","looic",69.373626967158,35.1947212082573
"elpd_loo.436","kooryet","m4a","elpd_loo",-34.3035999401265,19.0536426912338
"p_loo.436","kooryet","m4a","p_loo",19.5609265732555,17.9930764302113
"looic.436","kooryet","m4a","looic",68.607199880253,38.1072853824676
"elpd_loo.536","kooryet","m4b","elpd_loo",-34.9640691197775,19.5768669961732
"p_loo.536","kooryet","m4b","p_loo",20.1800763295414,18.5584153446724
"looic.536","kooryet","m4b","looic",69.928138239555,39.1537339923464
"elpd_loo37","kwakwa","m1","elpd_loo",-22.8204287779784,3.10013987490651
"p_loo37","kwakwa","m1","p_loo",2.26099195863368,0.871185575919742
"looic37","kwakwa","m1","looic",45.6408575559567,6.20027974981303
"elpd_loo.137","kwakwa","m2a","elpd_loo",-21.761521946012,2.92906826469635
"p_loo.137","kwakwa","m2a","p_loo",1.81455432374202,0.647405305510346
"looic.137","kwakwa","m2a","looic",43.523043892024,5.85813652939269
"elpd_loo.237","kwakwa","m2b","elpd_loo",-21.7701899107151,2.94896652462069
"p_loo.237","kwakwa","m2b","p_loo",1.78338024285515,0.6266416374997
"looic.237","kwakwa","m2b","looic",43.5403798214302,5.89793304924138
"elpd_loo.337","kwakwa","m3","elpd_loo",-23.0274224270131,2.38428750421505
"p_loo.337","kwakwa","m3","p_loo",2.69827681869942,1.07456016885875
"looic.337","kwakwa","m3","looic",46.0548448540261,4.76857500843009
"elpd_loo.437","kwakwa","m4a","elpd_loo",-22.2117624603703,2.56727910437569
"p_loo.437","kwakwa","m4a","p_loo",2.47177730474506,1.13248348208572
"looic.437","kwakwa","m4a","looic",44.4235249207407,5.13455820875138
"elpd_loo.537","kwakwa","m4b","elpd_loo",-22.172193356614,2.57265839336497
"p_loo.537","kwakwa","m4b","p_loo",2.41853198656304,1.09317091565151
"looic.537","kwakwa","m4b","looic",44.344386713228,5.14531678672994
"elpd_loo38","lakelse","m1","elpd_loo",-121.550488772715,77.0853494416625
"p_loo38","lakelse","m1","p_loo",88.4016454437358,73.0753278107768
"looic38","lakelse","m1","looic",243.10097754543,154.170698883325
"elpd_loo.138","lakelse","m2a","elpd_loo",-108.512487289168,66.9984105720376
"p_loo.138","lakelse","m2a","p_loo",76.2014045071215,63.3678623128685
"looic.138","lakelse","m2a","looic",217.024974578336,133.996821144075
"elpd_loo.238","lakelse","m2b","elpd_loo",-101.839294234366,61.0441441348865
"p_loo.238","lakelse","m2b","p_loo",69.0929973196576,57.1046212094692
"looic.238","lakelse","m2b","looic",203.678588468731,122.088288269773
"elpd_loo.338","lakelse","m3","elpd_loo",-118.034672378082,74.0735387870068
"p_loo.338","lakelse","m3","p_loo",86.4870428449617,71.0704662354207
"looic.338","lakelse","m3","looic",236.069344756164,148.147077574014
"elpd_loo.438","lakelse","m4a","elpd_loo",-103.549185397627,63.237854402593
"p_loo.438","lakelse","m4a","p_loo",72.2195079694774,60.2026712500204
"looic.438","lakelse","m4a","looic",207.098370795254,126.475708805186
"elpd_loo.538","lakelse","m4b","elpd_loo",-102.383801569696,61.8443683363799
"p_loo.538","lakelse","m4b","p_loo",71.0292284624748,58.7865854438024
"looic.538","lakelse","m4b","looic",204.767603139392,123.68873667276
"elpd_loo39","long","m1","elpd_loo",-60.3948681024246,12.1728659910854
"p_loo39","long","m1","p_loo",10.6050234960996,5.2208160007275
"looic39","long","m1","looic",120.789736204849,24.3457319821709
"elpd_loo.139","long","m2a","elpd_loo",-63.2273839943777,14.9124327990895
"p_loo.139","long","m2a","p_loo",10.7351920332158,4.88115007000749
"looic.139","long","m2a","looic",126.454767988755,29.824865598179
"elpd_loo.239","long","m2b","elpd_loo",-63.3776452407826,15.0738405255058
"p_loo.239","long","m2b","p_loo",10.8948417614744,5.05659583354282
"looic.239","long","m2b","looic",126.755290481565,30.1476810510117
"elpd_loo.339","long","m3","elpd_loo",-60.8909807473613,13.195032088147
"p_loo.339","long","m3","p_loo",11.0202189147946,6.08942616091256
"looic.339","long","m3","looic",121.781961494723,26.3900641762939
"elpd_loo.439","long","m4a","elpd_loo",-63.0514147819276,15.2145408266588
"p_loo.439","long","m4a","p_loo",10.4590188275945,5.20498936254204
"looic.439","long","m4a","looic",126.102829563855,30.4290816533177
"elpd_loo.539","long","m4b","elpd_loo",-62.8905358548971,15.1185797587631
"p_loo.539","long","m4b","p_loo",10.3356306641103,5.12912315764904
"looic.539","long","m4b","looic",125.781071709794,30.2371595175262
"elpd_loo40","lowe","m1","elpd_loo",-27.0605523505047,3.56563864718667
"p_loo40","lowe","m1","p_loo",4.05807647341772,2.98145564075098
"looic40","lowe","m1","looic",54.1211047010094,7.13127729437334
"elpd_loo.140","lowe","m2a","elpd_loo",-26.9177144535025,5.13557524717371
"p_loo.140","lowe","m2a","p_loo",5.24317843633729,4.24817857154807
"looic.140","lowe","m2a","looic",53.835428907005,10.2711504943474
"elpd_loo.240","lowe","m2b","elpd_loo",-27.7418619707236,5.90778032643959
"p_loo.240","lowe","m2b","p_loo",6.04308962605539,5.04974207251289
"looic.240","lowe","m2b","looic",55.4837239414472,11.8155606528792
"elpd_loo.340","lowe","m3","elpd_loo",-25.9445421987839,2.71964738540686
"p_loo.340","lowe","m3","p_loo",3.23538380057194,2.23903108583215
"looic.340","lowe","m3","looic",51.8890843975677,5.43929477081372
"elpd_loo.440","lowe","m4a","elpd_loo",-24.7307444583931,3.18959824479655
"p_loo.440","lowe","m4a","p_loo",3.29692451531348,2.32621262773111
"looic.440","lowe","m4a","looic",49.4614889167862,6.3791964895931
"elpd_loo.540","lowe","m4b","elpd_loo",-25.0470548705907,3.44912092385593
"p_loo.540","lowe","m4b","p_loo",3.62298401118313,2.65121409341051
"looic.540","lowe","m4b","looic",50.0941097411814,6.89824184771186
"elpd_loo41","marian-eden","m1","elpd_loo",-34.4212695238425,6.67914227812598
"p_loo41","marian-eden","m1","p_loo",8.38853175668067,5.71740894144819
"looic41","marian-eden","m1","looic",68.8425390476851,13.358284556252
"elpd_loo.141","marian-eden","m2a","elpd_loo",-36.5900419136002,9.68179309792668
"p_loo.141","marian-eden","m2a","p_loo",11.3299018159359,8.33565564682881
