"","Pop","Model","Metric","Estimate","SE"
"elpd_loo.22","atnarko","m2b","elpd_loo",-32.2406132238265,6.58490163184308
"p_loo.22","atnarko","m2b","p_loo",3.59136132772239,1.77240066542883
"looic.22","atnarko","m2b","looic",64.481226447653,13.1698032636862
"elpd_loo.32","atnarko","m3","elpd_loo",-30.954404057213,4.69945874267966
"p_loo.32","atnarko","m3","p_loo",2.99483923952628,1.60235107398872
"looic.32","atnarko","m3","looic",61.908808114426,9.39891748535932
"elpd_loo.42","atnarko","m4a","elpd_loo",-31.605541738744,6.28045292145592
"p_loo.42","atnarko","m4a","p_loo",3.37336508428574,1.79166703138156
"looic.42","atnarko","m4a","looic",63.2110834774879,12.5609058429118
"elpd_loo.52","atnarko","m4b","elpd_loo",-31.9348691513318,6.33863019381304
"p_loo.52","atnarko","m4b","p_loo",3.41917675679671,1.71385250612357
"looic.52","atnarko","m4b","looic",63.8697383026637,12.6772603876261
"elpd_loo3","awun","m1","elpd_loo",-30.0112659640103,3.95805529674569
"p_loo3","awun","m1","p_loo",2.69408059083634,1.21134822805205
"looic3","awun","m1","looic",60.0225319280207,7.91611059349138
"elpd_loo.13","awun","m2a","elpd_loo",-28.703573771573,4.40679229172084
"p_loo.13","awun","m2a","p_loo",2.34534949719189,1.0730623688729
"looic.13","awun","m2a","looic",57.4071475431459,8.81358458344168
"elpd_loo.23","awun","m2b","elpd_loo",-28.3320370926125,4.27138777227886
"p_loo.23","awun","m2b","p_loo",2.17876710401925,0.980872856576293
"looic.23","awun","m2b","looic",56.6640741852251,8.54277554455772
"elpd_loo.33","awun","m3","elpd_loo",-29.9343395870871,3.90019926252911
"p_loo.33","awun","m3","p_loo",2.63209631072122,1.19142560518994
"looic.33","awun","m3","looic",59.8686791741742,7.80039852505821
"elpd_loo.43","awun","m4a","elpd_loo",-28.9073980948176,4.38779311711124
"p_loo.43","awun","m4a","p_loo",2.38927852187631,1.07640967611725
"looic.43","awun","m4a","looic",57.8147961896352,8.77558623422248
"elpd_loo.53","awun","m4b","elpd_loo",-28.8110274821399,4.37793308356783
"p_loo.53","awun","m4b","p_loo",2.39898717921685,1.09609509326575
"looic.53","awun","m4b","looic",57.6220549642798,8.75586616713566
"elpd_loo4","azuklotz","m1","elpd_loo",-15.4906872259236,2.3827712403131
"p_loo4","azuklotz","m1","p_loo",2.06393730398719,0.942375740880233
"looic4","azuklotz","m1","looic",30.9813744518472,4.76554248062621
"elpd_loo.14","azuklotz","m2a","elpd_loo",-14.5264269375013,2.69607551841795
"p_loo.14","azuklotz","m2a","p_loo",1.84949262160265,0.901265248616293
"looic.14","azuklotz","m2a","looic",29.0528538750027,5.3921510368359
"elpd_loo.24","azuklotz","m2b","elpd_loo",-14.2591335014262,2.44112415790059
"p_loo.24","azuklotz","m2b","p_loo",2.00108036427229,0.994088201064564
"looic.24","azuklotz","m2b","looic",28.5182670028525,4.88224831580118
"elpd_loo.34","azuklotz","m3","elpd_loo",-15.180735649295,2.2353229186868
"p_loo.34","azuklotz","m3","p_loo",1.79034078730062,0.736326495767355
"looic.34","azuklotz","m3","looic",30.36147129859,4.4706458373736
"elpd_loo.44","azuklotz","m4a","elpd_loo",-14.5219920172994,2.69496033332163
"p_loo.44","azuklotz","m4a","p_loo",1.77389676654734,0.821837278836989
"looic.44","azuklotz","m4a","looic",29.0439840345988,5.38992066664327
"elpd_loo.54","azuklotz","m4b","elpd_loo",-14.4450879181888,2.57767554745162
"p_loo.54","azuklotz","m4b","p_loo",1.83651155468815,0.848916086290668
"looic.54","azuklotz","m4b","looic",28.8901758363776,5.15535109490323
"elpd_loo5","babine","m1","elpd_loo",-28.5147545740936,1.93369272102532
"p_loo5","babine","m1","p_loo",1.35288327030016,0.257728318229077
"looic5","babine","m1","looic",57.0295091481872,3.86738544205064
"elpd_loo.15","babine","m2a","elpd_loo",-27.3939661269047,2.27011916986732
"p_loo.15","babine","m2a","p_loo",1.10002119443664,0.245932398634373
"looic.15","babine","m2a","looic",54.7879322538094,4.54023833973463
"elpd_loo.25","babine","m2b","elpd_loo",-27.1732216377018,2.29469215133371
"p_loo.25","babine","m2b","p_loo",1.14891197664788,0.256188120074448
"looic.25","babine","m2b","looic",54.3464432754036,4.58938430266743
"elpd_loo.35","babine","m3","elpd_loo",-28.2778121277221,1.95911112468029
"p_loo.35","babine","m3","p_loo",1.25538998987334,0.238620918479576
"looic.35","babine","m3","looic",56.5556242554442,3.91822224936058
"elpd_loo.45","babine","m4a","elpd_loo",-27.3363476711029,2.26143704481481
"p_loo.45","babine","m4a","p_loo",1.1076193315744,0.245990865164971
"looic.45","babine","m4a","looic",54.6726953422057,4.52287408962962
"elpd_loo.55","babine","m4b","elpd_loo",-27.3074169623238,2.27259953927951
"p_loo.55","babine","m4b","p_loo",1.15770225122156,0.252194171001441
"looic.55","babine","m4b","looic",54.6148339246477,4.54519907855901
"elpd_loo6","banks","m1","elpd_loo",-62.5693128673625,25.5820460761604
"p_loo6","banks","m1","p_loo",40.317450564254,20.4200651923403
"looic6","banks","m1","looic",125.138625734725,51.1640921523208
"elpd_loo.16","banks","m2a","elpd_loo",-47.9192775063437,19.3224881086422
"p_loo.16","banks","m2a","p_loo",26.8772648924267,14.6371434935195
"looic.16","banks","m2a","looic",95.8385550126874,38.6449762172844
"elpd_loo.26","banks","m2b","elpd_loo",-48.788246110288,20.1345489505234
"p_loo.26","banks","m2b","p_loo",27.5501392200535,15.4458184140688
"looic.26","banks","m2b","looic",97.5764922205759,40.2690979010468
"elpd_loo.36","banks","m3","elpd_loo",-60.6864043211615,25.5593676318476
"p_loo.36","banks","m3","p_loo",38.3632927626739,20.1800631624584
"looic.36","banks","m3","looic",121.372808642323,51.1187352636951
"elpd_loo.46","banks","m4a","elpd_loo",-46.6807758372096,18.7680926039328
"p_loo.46","banks","m4a","p_loo",26.1361172145266,13.9477955658196
"looic.46","banks","m4a","looic",93.3615516744192,37.5361852078656
"elpd_loo.56","banks","m4b","elpd_loo",-47.2163503818341,19.2481956437624
"p_loo.56","banks","m4b","p_loo",26.5905374326646,14.4810143043144
"looic.56","banks","m4b","looic",94.4327007636683,38.4963912875248
"elpd_loo7","bear","m1","elpd_loo",-17.0396671170685,1.2948162931435
"p_loo7","bear","m1","p_loo",2.09154434806347,0.763007998054675
"looic7","bear","m1","looic",34.079334234137,2.589632586287
"elpd_loo.17","bear","m2a","elpd_loo",-14.3409507406207,1.97999760700188
"p_loo.17","bear","m2a","p_loo",1.57241072920477,0.729653305329439
"looic.17","bear","m2a","looic",28.6819014812413,3.95999521400376
"elpd_loo.27","bear","m2b","elpd_loo",-14.7420984041716,1.82708127391352
"p_loo.27","bear","m2b","p_loo",1.62344627738666,0.793129387645031
"looic.27","bear","m2b","looic",29.4841968083431,3.65416254782704
"elpd_loo.37","bear","m3","elpd_loo",-17.7349574938486,1.13689231990623
"p_loo.37","bear","m3","p_loo",1.52352559781804,0.454046754279918
"looic.37","bear","m3","looic",35.4699149876973,2.27378463981246
"elpd_loo.47","bear","m4a","elpd_loo",-14.4534285821502,1.80048870498914
"p_loo.47","bear","m4a","p_loo",1.52396511275301,0.634931190066676
"looic.47","bear","m4a","looic",28.9068571643004,3.60097740997828
"elpd_loo.57","bear","m4b","elpd_loo",-14.7621801009618,1.68661170681485
"p_loo.57","bear","m4b","p_loo",1.59188655121739,0.653389272081578
"looic.57","bear","m4b","looic",29.5243602019236,3.37322341362971
"elpd_loo8","bloomfield","m1","elpd_loo",-34.7873105630175,6.59293802493967
"p_loo8","bloomfield","m1","p_loo",6.80457375847443,3.38768160621744
"looic8","bloomfield","m1","looic",69.574621126035,13.1858760498793
"elpd_loo.18","bloomfield","m2a","elpd_loo",-35.0959703478669,7.17713530614572
"p_loo.18","bloomfield","m2a","p_loo",6.46538540399329,3.39400155421635
"looic.18","bloomfield","m2a","looic",70.1919406957339,14.3542706122914
"elpd_loo.28","bloomfield","m2b","elpd_loo",-35.5177192298405,7.46282114264545
"p_loo.28","bloomfield","m2b","p_loo",6.92452699373,3.67191226796576
"looic.28","bloomfield","m2b","looic",71.0354384596809,14.9256422852909
"elpd_loo.38","bloomfield","m3","elpd_loo",-32.5969257150884,5.06331198244426
"p_loo.38","bloomfield","m3","p_loo",4.28607941819722,3.13261295148472
"looic.38","bloomfield","m3","looic",65.1938514301768,10.1266239648885
"elpd_loo.48","bloomfield","m4a","elpd_loo",-30.4059455174951,5.80661576289157
"p_loo.48","bloomfield","m4a","p_loo",5.22928174786805,3.95709519157047
"looic.48","bloomfield","m4a","looic",60.8118910349901,11.6132315257831
"elpd_loo.58","bloomfield","m4b","elpd_loo",-29.7544877133315,5.3337993054546
"p_loo.58","bloomfield","m4b","p_loo",4.71309864430104,3.46321827399686
"looic.58","bloomfield","m4b","looic",59.5089754266631,10.6675986109092
"elpd_loo9","bonilla","m1","elpd_loo",-48.1729266850699,10.5539384264701
"p_loo9","bonilla","m1","p_loo",15.4604919139834,5.19336638144903
"looic9","bonilla","m1","looic",96.3458533701397,21.1078768529402
"elpd_loo.19","bonilla","m2a","elpd_loo",-36.7901240551369,6.93468944766753
"p_loo.19","bonilla","m2a","p_loo",8.69267609114766,2.73081257413891
"looic.19","bonilla","m2a","looic",73.5802481102738,13.8693788953351
"elpd_loo.29","bonilla","m2b","elpd_loo",-37.1326940813519,7.08542809905451
"p_loo.29","bonilla","m2b","p_loo",8.7651611253084,2.79971699103792
"looic.29","bonilla","m2b","looic",74.2653881627039,14.170856198109
"elpd_loo.39","bonilla","m3","elpd_loo",-48.1106410837242,10.6070610511768
"p_loo.39","bonilla","m3","p_loo",15.4770366008091,5.15946845599143
"looic.39","bonilla","m3","looic",96.2212821674484,21.2141221023537
"elpd_loo.49","bonilla","m4a","elpd_loo",-38.3158966673793,7.46329468246902
"p_loo.49","bonilla","m4a","p_loo",9.22768139230682,2.94747982188956
"looic.49","bonilla","m4a","looic",76.6317933347586,14.926589364938
"elpd_loo.59","bonilla","m4b","elpd_loo",-38.9034715085464,7.6874188079798
"p_loo.59","bonilla","m4b","p_loo",9.77277110771672,3.16416512343698
"looic.59","bonilla","m4b","looic",77.8069430170928,15.3748376159596
"elpd_loo10","borrowman","m1","elpd_loo",-15.5525777529756,1.37647127503586
"p_loo10","borrowman","m1","p_loo",1.81425743076107,0.491844995357585
"looic10","borrowman","m1","looic",31.1051555059512,2.75294255007171
"elpd_loo.110","borrowman","m2a","elpd_loo",-13.6472460666766,1.52879658019276
"p_loo.110","borrowman","m2a","p_loo",1.12299924483516,0.305319325762192
"looic.110","borrowman","m2a","looic",27.2944921333533,3.05759316038552
"elpd_loo.210","borrowman","m2b","elpd_loo",-13.2579753239454,1.4030005870741
"p_loo.210","borrowman","m2b","p_loo",0.991232025979269,0.260491533896957
"looic.210","borrowman","m2b","looic",26.5159506478908,2.8060011741482
"elpd_loo.310","borrowman","m3","elpd_loo",-16.3335808797162,2.12357174634454
"p_loo.310","borrowman","m3","p_loo",2.17780432191993,0.666174407380374
"looic.310","borrowman","m3","looic",32.6671617594323,4.24714349268908
"elpd_loo.410","borrowman","m4a","elpd_loo",-14.4678508640236,2.08534535717505
"p_loo.410","borrowman","m4a","p_loo",1.48016095427735,0.489541718467025
"looic.410","borrowman","m4a","looic",28.9357017280471,4.17069071435009
"elpd_loo.510","borrowman","m4b","elpd_loo",-14.1577757607256,2.00908080116633
"p_loo.510","borrowman","m4b","p_loo",1.4125650252511,0.473146872363916
"looic.510","borrowman","m4b","looic",28.3155515214513,4.01816160233266
"elpd_loo11","bowser","m1","elpd_loo",-14.8796677458545,7.21969497925776
"p_loo11","bowser","m1","p_loo",8.32392348691226,6.54201929026963
"looic11","bowser","m1","looic",29.7593354917089,14.4393899585155
"elpd_loo.111","bowser","m2a","elpd_loo",-9.25180108285053,0.88326034166444
"p_loo.111","bowser","m2a","p_loo",1.03798719974112,0.324586036920398
"looic.111","bowser","m2a","looic",18.5036021657011,1.76652068332888
"elpd_loo.211","bowser","m2b","elpd_loo",-9.03731905658963,0.907775430297639
"p_loo.211","bowser","m2b","p_loo",1.04405660831817,0.33715360587395
"looic.211","bowser","m2b","looic",18.0746381131793,1.81555086059528
"elpd_loo.311","bowser","m3","elpd_loo",-21.2339422959016,6.26045414538707
"p_loo.311","bowser","m3","p_loo",5.00790546009633,3.81382427051139
"looic.311","bowser","m3","looic",42.4678845918031,12.5209082907741
"elpd_loo.411","bowser","m4a","elpd_loo",-26.9922995540778,7.79035791621066
"p_loo.411","bowser","m4a","p_loo",5.53759036696587,2.79371894322122
"looic.411","bowser","m4a","looic",53.9845991081557,15.5807158324213
"elpd_loo.511","bowser","m4b","elpd_loo",-26.7415292142789,8.42667300687159
"p_loo.511","bowser","m4b","p_loo",5.89092638025798,3.34487235803321
"looic.511","bowser","m4b","looic",53.4830584285578,16.8533460137432
"elpd_loo12","canoona","m1","elpd_loo",-21.0516661300904,8.64364703120199
"p_loo12","canoona","m1","p_loo",9.90677509274334,7.59827629409491
"looic12","canoona","m1","looic",42.1033322601807,17.287294062404
"elpd_loo.112","canoona","m2a","elpd_loo",-16.5784068731879,4.36263594365422
"p_loo.112","canoona","m2a","p_loo",5.2758751739412,3.73542226767563
"looic.112","canoona","m2a","looic",33.1568137463758,8.72527188730845
"elpd_loo.212","canoona","m2b","elpd_loo",-15.9682364347005,3.59750662105548
"p_loo.212","canoona","m2b","p_loo",4.56334432487973,3.04641312170224
"looic.212","canoona","m2b","looic",31.936472869401,7.19501324211096
"elpd_loo.312","canoona","m3","elpd_loo",-18.2240116826508,5.94316835319866
"p_loo.312","canoona","m3","p_loo",7.10042624552553,5.06095407558644
"looic.312","canoona","m3","looic",36.4480233653017,11.8863367063973
"elpd_loo.412","canoona","m4a","elpd_loo",-16.9334504809017,4.50329404509642
"p_loo.412","canoona","m4a","p_loo",5.53923543778622,3.92387269996814
"looic.412","canoona","m4a","looic",33.8669009618034,9.00658809019284
"elpd_loo.512","canoona","m4b","elpd_loo",-16.8683540103663,4.3095246058011
"p_loo.512","canoona","m4b","p_loo",5.40176598923048,3.79613252383431
"looic.512","canoona","m4b","looic",33.7367080207325,8.61904921160221
"elpd_loo13","curtis-inlet","m1","elpd_loo",-23.4637512671771,1.62762637174673
"p_loo13","curtis-inlet","m1","p_loo",1.15930341170673,0.20550469230525
"looic13","curtis-inlet","m1","looic",46.9275025343541,3.25525274349346
"elpd_loo.113","curtis-inlet","m2a","elpd_loo",-21.5761978418301,2.08952154013062
"p_loo.113","curtis-inlet","m2a","p_loo",1.04311269864033,0.234080343568404
"looic.113","curtis-inlet","m2a","looic",43.1523956836602,4.17904308026125
"elpd_loo.213","curtis-inlet","m2b","elpd_loo",-21.6776748795325,2.11864188215411
"p_loo.213","curtis-inlet","m2b","p_loo",1.06838823087113,0.240108044522366
"looic.213","curtis-inlet","m2b","looic",43.355349759065,4.23728376430822
"elpd_loo.313","curtis-inlet","m3","elpd_loo",-23.1222196061793,1.6583093741387
"p_loo.313","curtis-inlet","m3","p_loo",1.15259385693699,0.212432626109232
"looic.313","curtis-inlet","m3","looic",46.2444392123585,3.31661874827741
"elpd_loo.413","curtis-inlet","m4a","elpd_loo",-21.8787838017632,2.13389121172224
"p_loo.413","curtis-inlet","m4a","p_loo",1.22765970372976,0.289648014856768
"looic.413","curtis-inlet","m4a","looic",43.7575676035264,4.26778242344447
"elpd_loo.513","curtis-inlet","m4b","elpd_loo",-21.8318796818815,2.13446730460773
"p_loo.513","curtis-inlet","m4b","p_loo",1.16142682504982,0.273843040302189
"looic.513","curtis-inlet","m4b","looic",43.6637593637629,4.26893460921546
"elpd_loo14","damdochax","m1","elpd_loo",-13.7352067898769,0.979692457924268
"p_loo14","damdochax","m1","p_loo",1.52582944788659,0.247143627860599
"looic14","damdochax","m1","looic",27.4704135797537,1.95938491584854
"elpd_loo.114","damdochax","m2a","elpd_loo",-12.9047679528846,1.53876279347219
"p_loo.114","damdochax","m2a","p_loo",0.984195131490469,0.281189344500252
"looic.114","damdochax","m2a","looic",25.8095359057691,3.07752558694439
"elpd_loo.214","damdochax","m2b","elpd_loo",-12.7846163328585,1.35382784134579
"p_loo.214","damdochax","m2b","p_loo",1.03033619166049,0.290062190979237
"looic.214","damdochax","m2b","looic",25.569232665717,2.70765568269159
"elpd_loo.314","damdochax","m3","elpd_loo",-13.0390486688168,1.05575163510389
"p_loo.314","damdochax","m3","p_loo",1.42411205858361,0.191132490893038
"looic.314","damdochax","m3","looic",26.0780973376335,2.11150327020778
"elpd_loo.414","damdochax","m4a","elpd_loo",-11.9753909575698,1.25802868851868
"p_loo.414","damdochax","m4a","p_loo",0.932965660863416,0.197391452698551
"looic.414","damdochax","m4a","looic",23.9507819151396,2.51605737703737
"elpd_loo.514","damdochax","m4b","elpd_loo",-12.0851354765666,1.17981825667127
"p_loo.514","damdochax","m4b","p_loo",1.001641238619,0.19483393473894
"looic.514","damdochax","m4b","looic",24.1702709531331,2.35963651334254
"elpd_loo15","devon","m1","elpd_loo",-34.2386927255526,8.9222524529215
"p_loo15","devon","m1","p_loo",8.35879315918256,3.76927334005663
"looic15","devon","m1","looic",68.4773854511051,17.844504905843
"elpd_loo.115","devon","m2a","elpd_loo",-29.7585071647391,7.13874353620379
"p_loo.115","devon","m2a","p_loo",6.26303151367095,3.06764899821428
"looic.115","devon","m2a","looic",59.5170143294782,14.2774870724076
"elpd_loo.215","devon","m2b","elpd_loo",-28.5960275036218,6.74743689555363
"p_loo.215","devon","m2b","p_loo",5.6876830756775,2.78752023641873
"looic.215","devon","m2b","looic",57.1920550072436,13.4948737911073
"elpd_loo.315","devon","m3","elpd_loo",-34.0870582081174,8.93697028228007
"p_loo.315","devon","m3","p_loo",8.29656006634603,3.86657553098394
"looic.315","devon","m3","looic",68.1741164162348,17.8739405645601
"elpd_loo.415","devon","m4a","elpd_loo",-30.5581174792153,7.43162851085548
"p_loo.415","devon","m4a","p_loo",6.56708004764152,3.27008838134308
"looic.415","devon","m4a","looic",61.1162349584306,14.863257021711
"elpd_loo.515","devon","m4b","elpd_loo",-29.8656450372496,7.06986573935485
"p_loo.515","devon","m4b","p_loo",6.12646548165059,2.91312584705287
"looic.515","devon","m4b","looic",59.7312900744992,14.1397314787097
"elpd_loo16","evelyn","m1","elpd_loo",-29.1464771149212,4.25940218820156
"p_loo16","evelyn","m1","p_loo",5.604718454948,1.94828948276232
"looic16","evelyn","m1","looic",58.2929542298424,8.51880437640312
"elpd_loo.116","evelyn","m2a","elpd_loo",-27.4846593711088,3.9419182815686
"p_loo.116","evelyn","m2a","p_loo",4.08352470913919,1.56122764049984
"looic.116","evelyn","m2a","looic",54.9693187422176,7.8838365631372
"elpd_loo.216","evelyn","m2b","elpd_loo",-27.4828176763893,3.98959754930845
"p_loo.216","evelyn","m2b","p_loo",4.0279228531701,1.55932350400918
"looic.216","evelyn","m2b","looic",54.9656353527787,7.9791950986169
"elpd_loo.316","evelyn","m3","elpd_loo",-29.3079363306575,4.48154450592783
"p_loo.316","evelyn","m3","p_loo",5.63201277279379,2.13947177790515
"looic.316","evelyn","m3","looic",58.6158726613149,8.96308901185567
"elpd_loo.416","evelyn","m4a","elpd_loo",-27.9663428084806,4.08016578921485
"p_loo.416","evelyn","m4a","p_loo",4.37385523813438,1.66993858637863
"looic.416","evelyn","m4a","looic",55.9326856169611,8.16033157842969
"elpd_loo.516","evelyn","m4b","elpd_loo",-27.9079817787948,4.08773999388926
"p_loo.516","evelyn","m4b","p_loo",4.32042127695184,1.68092686949567
"looic.516","evelyn","m4b","looic",55.8159635575897,8.17547998777851
"elpd_loo17","fairfax","m1","elpd_loo",-28.280836810162,9.98904492115711
"p_loo17","fairfax","m1","p_loo",14.7387181383978,7.43060446596441
"looic17","fairfax","m1","looic",56.561673620324,19.9780898423142
"elpd_loo.117","fairfax","m2a","elpd_loo",-18.1234426023984,5.17802411125975
"p_loo.117","fairfax","m2a","p_loo",6.45333790862149,3.39401653750267
"looic.117","fairfax","m2a","looic",36.2468852047967,10.3560482225195
"elpd_loo.217","fairfax","m2b","elpd_loo",-18.5329808791601,5.43280826368048
"p_loo.217","fairfax","m2b","p_loo",6.60383480392995,3.53132378303993
"looic.217","fairfax","m2b","looic",37.0659617583201,10.865616527361
"elpd_loo.317","fairfax","m3","elpd_loo",-25.5211605231208,8.54026111840152
"p_loo.317","fairfax","m3","p_loo",12.8053290365082,6.31261267005899
"looic.317","fairfax","m3","looic",51.0423210462415,17.080522236803
"elpd_loo.417","fairfax","m4a","elpd_loo",-18.4110355304269,5.46422599808962
"p_loo.417","fairfax","m4a","p_loo",7.1666354754906,3.9465167344528
"looic.417","fairfax","m4a","looic",36.8220710608537,10.9284519961792
"elpd_loo.517","fairfax","m4b","elpd_loo",-17.1730112709437,4.50285187560001
"p_loo.517","fairfax","m4b","p_loo",5.69629526307095,2.84175285254638
"looic.517","fairfax","m4b","looic",34.3460225418873,9.00570375120002
"elpd_loo18","fred-wright","m1","elpd_loo",-17.022043933801,3.99354165333336
"p_loo18","fred-wright","m1","p_loo",6.3002622265664,2.51229940221433
"looic18","fred-wright","m1","looic",34.0440878676021,7.98708330666671
"elpd_loo.118","fred-wright","m2a","elpd_loo",-16.0213388892582,2.45100086742311
"p_loo.118","fred-wright","m2a","p_loo",2.83362454456729,0.986800256342037
"looic.118","fred-wright","m2a","looic",32.0426777785163,4.90200173484622
"elpd_loo.218","fred-wright","m2b","elpd_loo",-15.6592755274798,2.64952393805076
"p_loo.218","fred-wright","m2b","p_loo",2.96459197650961,1.12728224421585
"looic.218","fred-wright","m2b","looic",31.3185510549596,5.29904787610151
"elpd_loo.318","fred-wright","m3","elpd_loo",-15.4721163738741,3.73924520743245
"p_loo.318","fred-wright","m3","p_loo",5.31342978799279,2.09869475749345
"looic.318","fred-wright","m3","looic",30.9442327477482,7.47849041486491
"elpd_loo.418","fred-wright","m4a","elpd_loo",-14.6490281499311,2.45451652143858
"p_loo.418","fred-wright","m4a","p_loo",3.03188412747573,1.09615895499888
"looic.418","fred-wright","m4a","looic",29.2980562998622,4.90903304287716
"elpd_loo.518","fred-wright","m4b","elpd_loo",-14.847427159772,2.90412071727157
"p_loo.518","fred-wright","m4b","p_loo",3.59466005069777,1.47665485793238
"looic.518","fred-wright","m4b","looic",29.694854319544,5.80824143454313
"elpd_loo19","freeda-lakes","m1","elpd_loo",-10.7134357920194,2.1154504749503
"p_loo19","freeda-lakes","m1","p_loo",2.69774467749445,1.75756543660469
"looic19","freeda-lakes","m1","looic",21.4268715840387,4.2309009499006
"elpd_loo.119","freeda-lakes","m2a","elpd_loo",-8.42307810564862,1.3452963331879
"p_loo.119","freeda-lakes","m2a","p_loo",1.54696732976888,0.821476333654831
"looic.119","freeda-lakes","m2a","looic",16.8461562112972,2.69059266637581
"elpd_loo.219","freeda-lakes","m2b","elpd_loo",-8.38531813804506,1.33589075970605
"p_loo.219","freeda-lakes","m2b","p_loo",1.55887716185079,0.830104800369299
"looic.219","freeda-lakes","m2b","looic",16.7706362760901,2.67178151941211
"elpd_loo.319","freeda-lakes","m3","elpd_loo",-9.53473161662489,0.768891448492766
"p_loo.319","freeda-lakes","m3","p_loo",0.97478434752086,0.209938653294923
"looic.319","freeda-lakes","m3","looic",19.0694632332498,1.53778289698553
"elpd_loo.419","freeda-lakes","m4a","elpd_loo",-8.7179930043809,1.25304042679973
"p_loo.419","freeda-lakes","m4a","p_loo",1.13261970193989,0.478847616347175
"looic.419","freeda-lakes","m4a","looic",17.4359860087618,2.50608085359946
"elpd_loo.519","freeda-lakes","m4b","elpd_loo",-8.68257323508244,1.21360673132293
"p_loo.519","freeda-lakes","m4b","p_loo",1.08383734220851,0.440971195569451
"looic.519","freeda-lakes","m4b","looic",17.3651464701649,2.42721346264585
"elpd_loo20","hartley-bay","m1","elpd_loo",-76.9495934373735,26.9456583940099
"p_loo20","hartley-bay","m1","p_loo",64.2060020550907,24.9303872330684
"looic20","hartley-bay","m1","looic",153.899186874747,53.8913167880198
"elpd_loo.120","hartley-bay","m2a","elpd_loo",-51.2882043099892,17.6130594983122
"p_loo.120","hartley-bay","m2a","p_loo",40.2262485503435,16.1426168228308
"looic.120","hartley-bay","m2a","looic",102.576408619978,35.2261189966243
"elpd_loo.220","hartley-bay","m2b","elpd_loo",-43.411467389574,15.3757176898793
"p_loo.220","hartley-bay","m2b","p_loo",31.8328456475809,13.322449986941
"looic.220","hartley-bay","m2b","looic",86.822934779148,30.7514353797586
"elpd_loo.320","hartley-bay","m3","elpd_loo",-74.7662133967168,26.3079047697069
"p_loo.320","hartley-bay","m3","p_loo",65.6628097005898,24.6864972903685
"looic.320","hartley-bay","m3","looic",149.532426793434,52.6158095394138
