"","Pop","Model","Metric","Estimate","SE"
"elpd_loo.420","hartley-bay","m4a","elpd_loo",-44.5399167115161,15.6145340468597
"p_loo.420","hartley-bay","m4a","p_loo",36.4725418283197,14.4658559100921
"looic.420","hartley-bay","m4a","looic",89.0798334230322,31.2290680937194
"elpd_loo.520","hartley-bay","m4b","elpd_loo",-55.5204218349332,20.4890576431404
"p_loo.520","hartley-bay","m4b","p_loo",47.3821206362117,19.4469815757061
"looic.520","hartley-bay","m4b","looic",111.040843669866,40.9781152862808
"elpd_loo21","hauyat","m1","elpd_loo",-21.2803461869776,4.33526970489408
"p_loo21","hauyat","m1","p_loo",4.10478688471703,1.59072212264503
"looic21","hauyat","m1","looic",42.5606923739553,8.67053940978816
"elpd_loo.121","hauyat","m2a","elpd_loo",-20.6957559120802,4.46097104079502
"p_loo.121","hauyat","m2a","p_loo",3.17744321489277,1.28117298959069
"looic.121","hauyat","m2a","looic",41.3915118241603,8.92194208159004
"elpd_loo.221","hauyat","m2b","elpd_loo",-20.3344371928961,4.30896431725766
"p_loo.221","hauyat","m2b","p_loo",2.8200480817661,1.12166392068145
"looic.221","hauyat","m2b","looic",40.6688743857922,8.61792863451531
"elpd_loo.321","hauyat","m3","elpd_loo",-20.9844166872349,4.5073153329052
"p_loo.321","hauyat","m3","p_loo",4.27709871130227,1.86893065497525
"looic.321","hauyat","m3","looic",41.9688333744698,9.01463066581041
"elpd_loo.421","hauyat","m4a","elpd_loo",-20.003600105494,4.55009501368471
"p_loo.421","hauyat","m4a","p_loo",3.18321937381875,1.48708132082185
"looic.421","hauyat","m4a","looic",40.007200210988,9.10019002736942
"elpd_loo.521","hauyat","m4b","elpd_loo",-19.6125581758129,4.29150437163143
"p_loo.521","hauyat","m4b","p_loo",2.78672944511655,1.18814916771182
"looic.521","hauyat","m4b","looic",39.2251163516258,8.58300874326286
"elpd_loo22","johanson","m1","elpd_loo",-145.325022430989,137.593194117042
"p_loo22","johanson","m1","p_loo",141.777530869633,136.940495654907
"looic22","johanson","m1","looic",290.650044861977,275.186388234083
"elpd_loo.122","johanson","m2a","elpd_loo",-18.4478708664664,15.6789347347897
"p_loo.122","johanson","m2a","p_loo",15.4132806576719,15.1472968386449
"looic.122","johanson","m2a","looic",36.8957417329329,31.3578694695795
"elpd_loo.222","johanson","m2b","elpd_loo",-21.6026493944368,18.4760841735565
"p_loo.222","johanson","m2b","p_loo",18.2876121701415,17.8892691141177
"looic.222","johanson","m2b","looic",43.2052987888735,36.952168347113
"elpd_loo.322","johanson","m3","elpd_loo",-38.3059224586907,34.6126617033198
"p_loo.322","johanson","m3","p_loo",34.9907751151808,34.369626520266
"looic.322","johanson","m3","looic",76.6118449173813,69.2253234066396
"elpd_loo.422","johanson","m4a","elpd_loo",-3.33466345088491,0.622053150354241
"p_loo.422","johanson","m4a","p_loo",0.573816826607627,0.319213790914892
"looic.422","johanson","m4a","looic",6.66932690176982,1.24410630070848
"elpd_loo.522","johanson","m4b","elpd_loo",-3.68836704475916,0.662800843401295
"p_loo.522","johanson","m4b","p_loo",0.713698117728383,0.344127754489147
"looic.522","johanson","m4b","looic",7.37673408951833,1.32560168680259
"elpd_loo23","johnston","m1","elpd_loo",-12.4984943728847,2.75622398085298
"p_loo23","johnston","m1","p_loo",3.89654133867274,1.61315815902728
"looic23","johnston","m1","looic",24.9969887457695,5.51244796170596
"elpd_loo.123","johnston","m2a","elpd_loo",-11.5857217295152,2.8785289057953
"p_loo.123","johnston","m2a","p_loo",3.16338939031291,1.15153401149111
"looic.123","johnston","m2a","looic",23.1714434590304,5.7570578115906
"elpd_loo.223","johnston","m2b","elpd_loo",-11.2123433156488,2.78621891715917
"p_loo.223","johnston","m2b","p_loo",2.86534359726424,1.01647848791049
"looic.223","johnston","m2b","looic",22.4246866312976,5.57243783431834
"elpd_loo.323","johnston","m3","elpd_loo",-13.4783151421555,3.48033330044263
"p_loo.323","johnston","m3","p_loo",4.88145172616969,2.26529468412679
"looic.323","johnston","m3","looic",26.956630284311,6.96066660088527
"elpd_loo.423","johnston","m4a","elpd_loo",-11.6199494843732,2.93521979183746
"p_loo.423","johnston","m4a","p_loo",3.1362930918876,1.20605073685467
"looic.423","johnston","m4a","looic",23.2398989687464,5.87043958367492
"elpd_loo.523","johnston","m4b","elpd_loo",-11.8149853479149,3.02608661866862
"p_loo.523","johnston","m4b","p_loo",3.26814820894022,1.25631386715289
"looic.523","johnston","m4b","looic",23.6299706958299,6.05217323733724
"elpd_loo24","kadjusdis","m1","elpd_loo",-31.8086227392345,7.75247440154987
"p_loo24","kadjusdis","m1","p_loo",11.7723710372498,3.84263419250999
"looic24","kadjusdis","m1","looic",63.617245478469,15.5049488030997
"elpd_loo.124","kadjusdis","m2a","elpd_loo",-24.0613254772958,4.94146079376859
"p_loo.124","kadjusdis","m2a","p_loo",5.7140945524239,1.89464375844834
"looic.124","kadjusdis","m2a","looic",48.1226509545916,9.88292158753719
"elpd_loo.224","kadjusdis","m2b","elpd_loo",-22.9656132826606,4.49131638145152
"p_loo.224","kadjusdis","m2b","p_loo",4.79980267464962,1.56135633659571
"looic.224","kadjusdis","m2b","looic",45.9312265653213,8.98263276290303
"elpd_loo.324","kadjusdis","m3","elpd_loo",-34.0598120239796,8.38340301645258
"p_loo.324","kadjusdis","m3","p_loo",12.5495492875553,4.05311794200046
"looic.324","kadjusdis","m3","looic",68.1196240479591,16.7668060329052
"elpd_loo.424","kadjusdis","m4a","elpd_loo",-26.2754708336526,5.71722066628559
"p_loo.424","kadjusdis","m4a","p_loo",7.16700367941737,2.31069500331721
"looic.424","kadjusdis","m4a","looic",52.5509416673052,11.4344413325712
"elpd_loo.524","kadjusdis","m4b","elpd_loo",-25.6116253842696,5.49730570952677
"p_loo.524","kadjusdis","m4b","p_loo",6.67544508228957,2.13033155197846
"looic.524","kadjusdis","m4b","looic",51.2232507685392,10.9946114190535
"elpd_loo25","kainet","m1","elpd_loo",-89.5293769956709,56.3261114098185
"p_loo25","kainet","m1","p_loo",64.3380616697605,51.2393762779533
"looic25","kainet","m1","looic",179.058753991342,112.652222819637
"elpd_loo.125","kainet","m2a","elpd_loo",-64.5067679559266,36.1070697165235
"p_loo.125","kainet","m2a","p_loo",42.5362473009925,34.1883672077211
"looic.125","kainet","m2a","looic",129.013535911853,72.2141394330469
"elpd_loo.225","kainet","m2b","elpd_loo",-55.3263533183128,28.6592750138282
"p_loo.225","kainet","m2b","p_loo",33.3845186824012,26.9627160681032
"looic.225","kainet","m2b","looic",110.652706636626,57.3185500276564
"elpd_loo.325","kainet","m3","elpd_loo",-89.6714897182701,56.6251669583763
"p_loo.325","kainet","m3","p_loo",64.8545958045008,51.9188692747865
"looic.325","kainet","m3","looic",179.34297943654,113.250333916753
"elpd_loo.425","kainet","m4a","elpd_loo",-66.667103998113,37.7248696866197
"p_loo.425","kainet","m4a","p_loo",44.3569489553482,35.0983412242406
"looic.425","kainet","m4a","looic",133.334207996226,75.4497393732393
"elpd_loo.525","kainet","m4b","elpd_loo",-59.5262642653692,32.3587352744335
"p_loo.525","kainet","m4b","p_loo",37.3592489162345,29.9751816279391
"looic.525","kainet","m4b","looic",119.052528530738,64.7174705488671
"elpd_loo26","kdelmashan","m1","elpd_loo",-19.2366666406974,6.21524482797956
"p_loo26","kdelmashan","m1","p_loo",8.65091504979932,5.90194157587597
"looic26","kdelmashan","m1","looic",38.4733332813947,12.4304896559591
"elpd_loo.126","kdelmashan","m2a","elpd_loo",-13.6492534907504,3.4619325066878
"p_loo.126","kdelmashan","m2a","p_loo",3.92889236289881,3.04357482386587
"looic.126","kdelmashan","m2a","looic",27.2985069815009,6.92386501337561
"elpd_loo.226","kdelmashan","m2b","elpd_loo",-13.7094372283468,3.67475028977458
"p_loo.226","kdelmashan","m2b","p_loo",3.80740499384402,3.08307333584428
"looic.226","kdelmashan","m2b","looic",27.4188744566935,7.34950057954916
"elpd_loo.326","kdelmashan","m3","elpd_loo",-24.0949599160443,10.3154787312596
"p_loo.326","kdelmashan","m3","p_loo",12.8732014592755,9.87217894364997
"looic.326","kdelmashan","m3","looic",48.1899198320886,20.6309574625192
"elpd_loo.426","kdelmashan","m4a","elpd_loo",-16.1938399556048,5.34504585470965
"p_loo.426","kdelmashan","m4a","p_loo",6.54568081758026,5.1492323146181
"looic.426","kdelmashan","m4a","looic",32.3876799112095,10.6900917094193
"elpd_loo.526","kdelmashan","m4b","elpd_loo",-14.7005533741738,4.11684637735989
"p_loo.526","kdelmashan","m4b","p_loo",5.18037963363658,3.92403563706935
"looic.526","kdelmashan","m4b","looic",29.4011067483475,8.23369275471978
"elpd_loo27","keecha","m1","elpd_loo",-34.1529227502484,12.7448706570033
"p_loo27","keecha","m1","p_loo",21.4919607015174,9.78101069607222
"looic27","keecha","m1","looic",68.3058455004968,25.4897413140066
"elpd_loo.127","keecha","m2a","elpd_loo",-23.7840439765775,7.44106706847392
"p_loo.127","keecha","m2a","p_loo",11.3607777907766,4.80364962960449
"looic.127","keecha","m2a","looic",47.568087953155,14.8821341369478
"elpd_loo.227","keecha","m2b","elpd_loo",-24.6625115368871,8.17816196119834
"p_loo.227","keecha","m2b","p_loo",12.2801109228473,5.50432619407642
"looic.227","keecha","m2b","looic",49.3250230737742,16.3563239223967
"elpd_loo.327","keecha","m3","elpd_loo",-32.7756852631465,12.3737454351176
"p_loo.327","keecha","m3","p_loo",20.0715761126657,9.19232781409471
"looic.327","keecha","m3","looic",65.551370526293,24.7474908702351
"elpd_loo.427","keecha","m4a","elpd_loo",-24.3186852755496,8.23895663931505
"p_loo.427","keecha","m4a","p_loo",11.9351501444851,5.39020578142638
"looic.427","keecha","m4a","looic",48.6373705510992,16.4779132786301
"elpd_loo.527","keecha","m4b","elpd_loo",-23.6688693427483,8.1548239108594
"p_loo.527","keecha","m4b","p_loo",11.3467439100339,5.3526836437481
"looic.527","keecha","m4b","looic",47.3377386854966,16.3096478217188
"elpd_loo28","keswar","m1","elpd_loo",-8.34321524264628,1.02080676649839
"p_loo28","keswar","m1","p_loo",1.11803676075815,0.460743881073971
"looic28","keswar","m1","looic",16.6864304852926,2.04161353299678
"elpd_loo.128","keswar","m2a","elpd_loo",-6.95142580300136,1.56592603911705
"p_loo.128","keswar","m2a","p_loo",1.73002788459913,1.10062971035449
"looic.128","keswar","m2a","looic",13.9028516060027,3.13185207823411
"elpd_loo.228","keswar","m2b","elpd_loo",-7.07221290457976,1.60892886677521
"p_loo.228","keswar","m2b","p_loo",1.7807842402308,1.13070149362803
"looic.228","keswar","m2b","looic",14.1444258091595,3.21785773355043
"elpd_loo.328","keswar","m3","elpd_loo",-7.16884390813934,0.422540696205995
"p_loo.328","keswar","m3","p_loo",0.767841181637163,0.17123311802781
"looic.328","keswar","m3","looic",14.3376878162787,0.845081392411991
"elpd_loo.428","keswar","m4a","elpd_loo",-5.91737681164137,0.844262850504454
"p_loo.428","keswar","m4a","p_loo",0.839397465332307,0.44715367134779
"looic.428","keswar","m4a","looic",11.8347536232827,1.68852570100891
"elpd_loo.528","keswar","m4b","elpd_loo",-5.91534958325871,0.850083577765589
"p_loo.528","keswar","m4b","p_loo",0.825278082146919,0.440911643413862
"looic.528","keswar","m4b","looic",11.8306991665174,1.70016715553118
"elpd_loo29","kimsquit","m1","elpd_loo",-99.7139782384685,83.5092075643504
"p_loo29","kimsquit","m1","p_loo",89.7844120962595,80.7519795773061
"looic29","kimsquit","m1","looic",199.427956476937,167.018415128701
"elpd_loo.129","kimsquit","m2a","elpd_loo",-54.941657192852,40.8203141568679
"p_loo.129","kimsquit","m2a","p_loo",44.1693406284831,40.2354426797123
"looic.129","kimsquit","m2a","looic",109.883314385704,81.6406283137359
"elpd_loo.229","kimsquit","m2b","elpd_loo",-54.0653924826072,39.0463408146117
"p_loo.229","kimsquit","m2b","p_loo",43.0374202919103,38.49857493657
"looic.229","kimsquit","m2b","looic",108.130784965214,78.0926816292234
"elpd_loo.329","kimsquit","m3","elpd_loo",-103.571531633319,87.486528330026
"p_loo.329","kimsquit","m3","p_loo",93.4076309338288,84.4705442321267
"looic.329","kimsquit","m3","looic",207.143063266638,174.973056660052
"elpd_loo.429","kimsquit","m4a","elpd_loo",-63.5068168147268,50.1338866649553
"p_loo.429","kimsquit","m4a","p_loo",53.7691895456057,48.7307307574302
"looic.429","kimsquit","m4a","looic",127.013633629454,100.267773329911
"elpd_loo.529","kimsquit","m4b","elpd_loo",-66.3396665003743,53.5102109469565
"p_loo.529","kimsquit","m4b","p_loo",56.5058805790657,52.2750314934892
"looic.529","kimsquit","m4b","looic",132.679333000749,107.020421893913
"elpd_loo30","kisameet","m1","elpd_loo",-7.17999998401092,1.48099091462927
"p_loo30","kisameet","m1","p_loo",2.14745094476314,0.88689374770479
"looic30","kisameet","m1","looic",14.3599999680218,2.96198182925853
"elpd_loo.130","kisameet","m2a","elpd_loo",-8.22407610523779,2.74292692170537
"p_loo.130","kisameet","m2a","p_loo",3.80882588500152,1.84974304705161
"looic.130","kisameet","m2a","looic",16.4481522104756,5.48585384341075
"elpd_loo.230","kisameet","m2b","elpd_loo",-8.07366948494414,2.57991217504656
"p_loo.230","kisameet","m2b","p_loo",3.43464213853487,1.65955909202065
"looic.230","kisameet","m2b","looic",16.1473389698883,5.15982435009311
"elpd_loo.330","kisameet","m3","elpd_loo",-4.8599739105777,0.550128737017825
"p_loo.330","kisameet","m3","p_loo",1.08763999788632,0.305204292513447
"looic.330","kisameet","m3","looic",9.71994782115539,1.10025747403565
"elpd_loo.430","kisameet","m4a","elpd_loo",-4.24892100777692,0.86898603241077
"p_loo.430","kisameet","m4a","p_loo",1.22620643831423,0.543566119234228
"looic.430","kisameet","m4a","looic",8.49784201555384,1.73797206482154
"elpd_loo.530","kisameet","m4b","elpd_loo",-4.2903836053376,0.858801410041091
"p_loo.530","kisameet","m4b","p_loo",1.20812049516226,0.531885039092165
"looic.530","kisameet","m4b","looic",8.58076721067521,1.71760282008218
"elpd_loo31","kitkiata","m1","elpd_loo",-20.739292413011,6.73003274896955
"p_loo31","kitkiata","m1","p_loo",9.8353748518729,4.35490091078177
"looic31","kitkiata","m1","looic",41.478584826022,13.4600654979391
"elpd_loo.131","kitkiata","m2a","elpd_loo",-16.3406361437124,4.27117706812705
"p_loo.131","kitkiata","m2a","p_loo",5.30460938560199,2.4147174345654
"looic.131","kitkiata","m2a","looic",32.6812722874248,8.5423541362541
"elpd_loo.231","kitkiata","m2b","elpd_loo",-16.8739231059103,4.57482478746297
"p_loo.231","kitkiata","m2b","p_loo",5.75830117945339,2.68965200595389
"looic.231","kitkiata","m2b","looic",33.7478462118206,9.14964957492593
"elpd_loo.331","kitkiata","m3","elpd_loo",-21.9462850805421,7.33656376535931
"p_loo.331","kitkiata","m3","p_loo",10.3609776325794,4.68138228330256
"looic.331","kitkiata","m3","looic",43.8925701610842,14.6731275307186
"elpd_loo.431","kitkiata","m4a","elpd_loo",-17.1627111715182,4.48302046319061
"p_loo.431","kitkiata","m4a","p_loo",5.55815496606807,2.43221451069227
"looic.431","kitkiata","m4a","looic",34.3254223430363,8.96604092638121
"elpd_loo.531","kitkiata","m4b","elpd_loo",-17.4477271824249,4.71205021448962
"p_loo.531","kitkiata","m4b","p_loo",5.66741072289651,2.60504810525006
"looic.531","kitkiata","m4b","looic",34.8954543648497,9.42410042897923
"elpd_loo32","kitlope","m1","elpd_loo",-32.8895777689089,3.83354263485041
"p_loo32","kitlope","m1","p_loo",2.88131213179708,0.77982705047019
"looic32","kitlope","m1","looic",65.7791555378177,7.66708526970081
"elpd_loo.132","kitlope","m2a","elpd_loo",-32.24285106332,3.70022057252567
"p_loo.132","kitlope","m2a","p_loo",2.21672369624028,0.571631844672252
"looic.132","kitlope","m2a","looic",64.4857021266399,7.40044114505134
"elpd_loo.232","kitlope","m2b","elpd_loo",-32.3094062267822,3.69249017742269
"p_loo.232","kitlope","m2b","p_loo",2.24297851189794,0.574808543083299
"looic.232","kitlope","m2b","looic",64.6188124535644,7.38498035484537
"elpd_loo.332","kitlope","m3","elpd_loo",-32.4843571377289,3.79901943391963
"p_loo.332","kitlope","m3","p_loo",2.80843563435575,0.765527646048112
"looic.332","kitlope","m3","looic",64.9687142754577,7.59803886783926
"elpd_loo.432","kitlope","m4a","elpd_loo",-32.0834002458481,3.69204523421555
"p_loo.432","kitlope","m4a","p_loo",2.37777493089418,0.635034047878884
"looic.432","kitlope","m4a","looic",64.1668004916963,7.38409046843111
"elpd_loo.532","kitlope","m4b","elpd_loo",-32.0623874136589,3.68098390724496
"p_loo.532","kitlope","m4b","p_loo",2.34474311549043,0.607020567121303
"looic.532","kitlope","m4b","looic",64.1247748273179,7.36196781448992
"elpd_loo33","kitsumkalum","m1","elpd_loo",-37.0320865137797,3.65285862506151
"p_loo33","kitsumkalum","m1","p_loo",2.77911183594913,0.733586141420192
"looic33","kitsumkalum","m1","looic",74.0641730275594,7.30571725012302
"elpd_loo.133","kitsumkalum","m2a","elpd_loo",-36.8207886464276,4.35369164718325
"p_loo.133","kitsumkalum","m2a","p_loo",2.65352796931866,0.792102591020297
"looic.133","kitsumkalum","m2a","looic",73.6415772928552,8.70738329436649
"elpd_loo.233","kitsumkalum","m2b","elpd_loo",-36.8631051144975,4.38447566014386
"p_loo.233","kitsumkalum","m2b","p_loo",2.73413966716081,0.819055389962417
"looic.233","kitsumkalum","m2b","looic",73.726210228995,8.76895132028772
"elpd_loo.333","kitsumkalum","m3","elpd_loo",-36.3810086390296,3.86196246058019
"p_loo.333","kitsumkalum","m3","p_loo",2.92605790546985,0.840444723506008
"looic.333","kitsumkalum","m3","looic",72.7620172780593,7.72392492116039
"elpd_loo.433","kitsumkalum","m4a","elpd_loo",-36.1685765524021,4.35394234713514
"p_loo.433","kitsumkalum","m4a","p_loo",2.71674080613561,0.81605208080895
"looic.433","kitsumkalum","m4a","looic",72.3371531048042,8.70788469427027
"elpd_loo.533","kitsumkalum","m4b","elpd_loo",-36.3768987329907,4.3799405252754
"p_loo.533","kitsumkalum","m4b","p_loo",2.92402388626671,0.947453836994061
"looic.533","kitsumkalum","m4b","looic",72.7537974659814,8.7598810505508
"elpd_loo34","kitwancool","m1","elpd_loo",-42.9960469003201,24.0860084874603
"p_loo34","kitwancool","m1","p_loo",31.6970881702094,21.3910965151021
"looic34","kitwancool","m1","looic",85.9920938006402,48.1720169749207
"elpd_loo.134","kitwancool","m2a","elpd_loo",-23.2324324285425,13.9483478950874
"p_loo.134","kitwancool","m2a","p_loo",12.5283387389218,10.6512479709942
"looic.134","kitwancool","m2a","looic",46.4648648570849,27.8966957901749
"elpd_loo.234","kitwancool","m2b","elpd_loo",-24.7102780891605,14.8311420823453
"p_loo.234","kitwancool","m2b","p_loo",13.558056768027,11.2889752682803
"looic.234","kitwancool","m2b","looic",49.4205561783211,29.6622841646906
"elpd_loo.334","kitwancool","m3","elpd_loo",-32.9624687703353,19.1516221931723
"p_loo.334","kitwancool","m3","p_loo",21.5404323816297,16.4569110976926
"looic.334","kitwancool","m3","looic",65.9249375406707,38.3032443863446
"elpd_loo.434","kitwancool","m4a","elpd_loo",-24.1919459376037,14.3933685478327
"p_loo.434","kitwancool","m4a","p_loo",12.7069432665265,10.6240163604859
"looic.434","kitwancool","m4a","looic",48.3838918752074,28.7867370956654
"elpd_loo.534","kitwancool","m4b","elpd_loo",-25.2010587096382,15.0098110243484
"p_loo.534","kitwancool","m4b","p_loo",13.2108233186677,11.0042656451018
"looic.534","kitwancool","m4b","looic",50.4021174192764,30.0196220486968
"elpd_loo35","koeye","m1","elpd_loo",-16.2195649067328,2.26705002766353
"p_loo35","koeye","m1","p_loo",1.59016044639721,0.602597768160971
"looic35","koeye","m1","looic",32.4391298134656,4.53410005532707
"elpd_loo.135","koeye","m2a","elpd_loo",-14.8924211479809,2.64110592335264
"p_loo.135","koeye","m2a","p_loo",1.14496169667042,0.525972226664657
"looic.135","koeye","m2a","looic",29.7848422959618,5.28221184670528
"elpd_loo.235","koeye","m2b","elpd_loo",-14.9150612291634,2.63925854368835
"p_loo.235","koeye","m2b","p_loo",1.13216576368485,0.540880266769589
"looic.235","koeye","m2b","looic",29.8301224583268,5.2785170873767
"elpd_loo.335","koeye","m3","elpd_loo",-15.6212281159326,2.36313296928634
"p_loo.335","koeye","m3","p_loo",1.55018058721489,0.635985776064691
"looic.335","koeye","m3","looic",31.2424562318652,4.72626593857267
"elpd_loo.435","koeye","m4a","elpd_loo",-14.6555900132579,2.62035036784873
"p_loo.435","koeye","m4a","p_loo",1.19546873777191,0.561816258091878
"looic.435","koeye","m4a","looic",29.3111800265158,5.24070073569746
"elpd_loo.535","koeye","m4b","elpd_loo",-14.666439623508,2.61874028660779
"p_loo.535","koeye","m4b","p_loo",1.17571816813826,0.561584718259203
"looic.535","koeye","m4b","looic",29.332879247016,5.23748057321558
"elpd_loo36","kooryet","m1","elpd_loo",-19.0373744199737,2.93223662355847
"p_loo36","kooryet","m1","p_loo",2.08091272531904,0.920985487278097
"looic36","kooryet","m1","looic",38.0747488399475,5.86447324711694
"elpd_loo.136","kooryet","m2a","elpd_loo",-16.9843491248357,3.20907766119019
"p_loo.136","kooryet","m2a","p_loo",2.13857691308416,1.0284433278539
"looic.136","kooryet","m2a","looic",33.9686982496714,6.41815532238039
"elpd_loo.236","kooryet","m2b","elpd_loo",-17.0660442161848,3.24687110066387
"p_loo.236","kooryet","m2b","p_loo",2.08417243556532,1.01401945586789
"looic.236","kooryet","m2b","looic",34.1320884323697,6.49374220132775
"elpd_loo.336","kooryet","m3","elpd_loo",-17.8865525376692,2.68632535657046
"p_loo.336","kooryet","m3","p_loo",2.01939664943804,0.924868340443321
"looic.336","kooryet","m3","looic",35.7731050753385,5.37265071314091
"elpd_loo.436","kooryet","m4a","elpd_loo",-16.1452244795942,2.83546735263534
"p_loo.436","kooryet","m4a","p_loo",1.66902208676996,0.769632908309071
"looic.436","kooryet","m4a","looic",32.2904489591884,5.67093470527068
"elpd_loo.536","kooryet","m4b","elpd_loo",-16.3644119032154,2.93002592462293
"p_loo.536","kooryet","m4b","p_loo",1.78419740554192,0.824591724981706
"looic.536","kooryet","m4b","looic",32.7288238064307,5.86005184924586
"elpd_loo37","kwakwa","m1","elpd_loo",-21.2109062253238,1.97152764702441
"p_loo37","kwakwa","m1","p_loo",1.39454873626674,0.364728353132939
"looic37","kwakwa","m1","looic",42.4218124506476,3.94305529404882
"elpd_loo.137","kwakwa","m2a","elpd_loo",-20.5986831201697,2.29631337719486
"p_loo.137","kwakwa","m2a","p_loo",1.20593132098498,0.335134134285629
"looic.137","kwakwa","m2a","looic",41.1973662403394,4.59262675438971
"elpd_loo.237","kwakwa","m2b","elpd_loo",-20.4109900602662,2.28472101686291
"p_loo.237","kwakwa","m2b","p_loo",1.12093612419584,0.314606235960956
"looic.237","kwakwa","m2b","looic",40.8219801205324,4.56944203372583
"elpd_loo.337","kwakwa","m3","elpd_loo",-21.7679314763262,1.9193853268628
"p_loo.337","kwakwa","m3","p_loo",1.5137954721012,0.327305005962864
"looic.337","kwakwa","m3","looic",43.5358629526524,3.83877065372561
"elpd_loo.437","kwakwa","m4a","elpd_loo",-21.0127096688334,2.20162366017752
"p_loo.437","kwakwa","m4a","p_loo",1.29893328609209,0.321824176734569
"looic.437","kwakwa","m4a","looic",42.0254193376668,4.40324732035504
"elpd_loo.537","kwakwa","m4b","elpd_loo",-20.9331151370556,2.20083146535218
"p_loo.537","kwakwa","m4b","p_loo",1.29317991972992,0.323056091048722
"looic.537","kwakwa","m4b","looic",41.8662302741111,4.40166293070435
"elpd_loo38","lakelse","m1","elpd_loo",-48.5287709103437,21.6767602521235
"p_loo38","lakelse","m1","p_loo",22.36686732405,20.6102015151508
"looic38","lakelse","m1","looic",97.0575418206873,43.353520504247
"elpd_loo.138","lakelse","m2a","elpd_loo",-42.2680416481868,16.6268935369917
"p_loo.138","lakelse","m2a","p_loo",16.5365202882915,15.2368740636279
"looic.138","lakelse","m2a","looic",84.5360832963735,33.2537870739834
"elpd_loo.238","lakelse","m2b","elpd_loo",-42.3084403560468,16.7474969190244
"p_loo.238","lakelse","m2b","p_loo",16.5742149806128,15.2885592488044
"looic.238","lakelse","m2b","looic",84.6168807120937,33.4949938380488
"elpd_loo.338","lakelse","m3","elpd_loo",-44.9517905821367,17.5895551613708
"p_loo.338","lakelse","m3","p_loo",18.6868622768113,16.8423949246196
"looic.338","lakelse","m3","looic",89.9035811642735,35.1791103227417
"elpd_loo.438","lakelse","m4a","elpd_loo",-42.8366130709257,16.823461351267
"p_loo.438","lakelse","m4a","p_loo",17.2125571626207,15.7763054407138
"looic.438","lakelse","m4a","looic",85.6732261418514,33.646922702534
"elpd_loo.538","lakelse","m4b","elpd_loo",-43.1093517242778,17.0597604822779
"p_loo.538","lakelse","m4b","p_loo",17.4558582035217,16.0513340295781
"looic.538","lakelse","m4b","looic",86.2187034485556,34.1195209645558
"elpd_loo39","long","m1","elpd_loo",-148.007286755767,51.9962679393483
"p_loo39","long","m1","p_loo",75.98754922786,36.0999698631539
"looic39","long","m1","looic",296.014573511534,103.992535878697
"elpd_loo.139","long","m2a","elpd_loo",-134.456002404885,45.8794166400243
"p_loo.139","long","m2a","p_loo",58.7093944252821,27.9902231832409
"looic.139","long","m2a","looic",268.912004809769,91.7588332800487
"elpd_loo.239","long","m2b","elpd_loo",-133.883102956241,45.8055397614467
"p_loo.239","long","m2b","p_loo",58.3205513998135,28.1023489804131
"looic.239","long","m2b","looic",267.766205912483,91.6110795228935
"elpd_loo.339","long","m3","elpd_loo",-144.7528980484,51.0045562025177
"p_loo.339","long","m3","p_loo",71.1411018968931,34.3002708489956
"looic.339","long","m3","looic",289.505796096801,102.009112405035
"elpd_loo.439","long","m4a","elpd_loo",-136.386350141028,46.7457268199702
"p_loo.439","long","m4a","p_loo",59.4835773921476,28.2759493617546
"looic.439","long","m4a","looic",272.772700282056,93.4914536399404
"elpd_loo.539","long","m4b","elpd_loo",-134.525729036627,45.5096713321814
"p_loo.539","long","m4b","p_loo",57.420900703858,26.8949919068685
"looic.539","long","m4b","looic",269.051458073254,91.0193426643627
"elpd_loo40","lowe","m1","elpd_loo",-281.857093387844,160.754006457889
"p_loo40","lowe","m1","p_loo",254.84081858988,158.681386837664
"looic40","lowe","m1","looic",563.714186775688,321.508012915778
"elpd_loo.140","lowe","m2a","elpd_loo",-207.52753703141,116.164668874922
"p_loo.140","lowe","m2a","p_loo",181.910151810301,114.190537478264
"looic.140","lowe","m2a","looic",415.055074062821,232.329337749845
"elpd_loo.240","lowe","m2b","elpd_loo",-223.596625513779,126.273502515092
"p_loo.240","lowe","m2b","p_loo",197.853679328807,124.223515790452
"looic.240","lowe","m2b","looic",447.193251027558,252.547005030184
"elpd_loo.340","lowe","m3","elpd_loo",-178.273231228254,98.9808310692447
"p_loo.340","lowe","m3","p_loo",153.817355097568,98.3206261204099
"looic.340","lowe","m3","looic",356.546462456507,197.961662138489
"elpd_loo.440","lowe","m4a","elpd_loo",-181.934337527382,102.658361871717
"p_loo.440","lowe","m4a","p_loo",157.964740078018,101.828050390656
"looic.440","lowe","m4a","looic",363.868675054764,205.316723743433
"elpd_loo.540","lowe","m4b","elpd_loo",-156.056670660262,85.9155291938154
"p_loo.540","lowe","m4b","p_loo",132.223526948999,85.1152836808671
"looic.540","lowe","m4b","looic",312.113341320524,171.831058387631
"elpd_loo41","marian-eden","m1","elpd_loo",-28.356460950016,3.2972836776182
"p_loo41","marian-eden","m1","p_loo",2.40719844367545,1.06777552624745
"looic41","marian-eden","m1","looic",56.7129219000321,6.5945673552364
"elpd_loo.141","marian-eden","m2a","elpd_loo",-26.8375456676659,3.87755817257235
"p_loo.141","marian-eden","m2a","p_loo",2.37342186299055,0.917655655715705
