"Pop","Model","Metric","Estimate","SE"
"morrison","m4a","looic",61.1009006068024,4.1655902258919
"morrison","m4b","elpd_loo",-30.3398624490363,2.03617786873394
"morrison","m4b","p_loo",6.4929404923483,1.21929071556247
"morrison","m4b","looic",60.6797248980726,4.07235573746788
"motase","m1","elpd_loo",-15.4127089588055,4.6175785337031
"motase","m1","p_loo",7.82450337363316,3.9923688416742
"motase","m1","looic",30.8254179176111,9.23515706740619
"motase","m2a","elpd_loo",-10.6456173701209,2.32608289893881
"motase","m2a","p_loo",3.64885288633211,1.60934776433596
"motase","m2a","looic",21.2912347402418,4.65216579787761
"motase","m2b","elpd_loo",-9.77689417982423,2.07301095355949
"motase","m2b","p_loo",3.03778344185775,1.37459072050394
"motase","m2b","looic",19.5537883596485,4.14602190711898
"motase","m3","elpd_loo",-12.6362560937325,1.59345497314421
"motase","m3","p_loo",2.71142552976653,1.08331174128975
"motase","m3","looic",25.272512187465,3.18690994628842
"motase","m4a","elpd_loo",-11.5736728502049,1.91174330667827
"motase","m4a","p_loo",2.7446283477394,1.12261063600883
"motase","m4a","looic",23.1473457004098,3.82348661335655
"motase","m4b","elpd_loo",-10.9100561327525,1.69532476168291
"motase","m4b","p_loo",2.20266848267911,0.876151597935307
"motase","m4b","looic",21.820112265505,3.39064952336582
"namu","m1","elpd_loo",-29.7264952809977,8.58782738928015
"namu","m1","p_loo",13.5360066816432,8.49849620067329
"namu","m1","looic",59.4529905619954,17.1756547785603
"namu","m2a","elpd_loo",-24.728290979878,4.36616544354007
"namu","m2a","p_loo",10.2312713193334,4.11151927732706
"namu","m2a","looic",49.4565819597559,8.73233088708014
"namu","m2b","elpd_loo",-25.8206855721849,5.36383960194955
"namu","m2b","p_loo",11.3064385536888,5.1815447545029
"namu","m2b","looic",51.6413711443698,10.7276792038991
"namu","m3","elpd_loo",-27.7169503269469,6.33865407513622
"namu","m3","p_loo",12.2796493801499,6.24926598134545
"namu","m3","looic",55.4339006538938,12.6773081502724
"namu","m4a","elpd_loo",-30.1683543547248,8.72679629559151
"namu","m4a","p_loo",15.9145497884515,8.62706749322868
"namu","m4a","looic",60.3367087094496,17.453592591183
"namu","m4b","elpd_loo",-24.9231462620765,4.72382651861522
"namu","m4b","p_loo",10.6868498086822,4.51247460964076
"namu","m4b","looic",49.8462925241529,9.44765303723043
"owikeno","m1","elpd_loo",-51.060580106365,6.48397523872151
"owikeno","m1","p_loo",12.6199218653455,5.31288874882202
"owikeno","m1","looic",102.12116021273,12.967950477443
"owikeno","m2a","elpd_loo",-57.7618691477806,9.38584908323524
"owikeno","m2a","p_loo",22.1099627983732,8.23524891260308
"owikeno","m2a","looic",115.523738295561,18.7716981664705
"owikeno","m2b","elpd_loo",-58.7666816490231,9.75175667797804
"owikeno","m2b","p_loo",23.0885141199067,8.61808348705729
"owikeno","m2b","looic",117.533363298046,19.5035133559561
"owikeno","m3","elpd_loo",-52.1025917254394,6.77618826697893
"owikeno","m3","p_loo",13.5016422966336,5.67981799732852
"owikeno","m3","looic",104.205183450879,13.5523765339579
"owikeno","m4a","elpd_loo",-57.1136263172951,9.34549687019909
"owikeno","m4a","p_loo",21.1816455316891,8.19528988838266
"owikeno","m4a","looic",114.22725263459,18.6909937403982
"owikeno","m4b","elpd_loo",-56.5510403616252,9.31416985248036
"owikeno","m4b","p_loo",20.6362597529287,8.15278459108248
"owikeno","m4b","looic",113.10208072325,18.6283397049607
"port-john","m1","elpd_loo",-93.4984575367755,46.342947315156
"port-john","m1","p_loo",85.5106752228293,45.0480749453237
"port-john","m1","looic",186.996915073551,92.685894630312
"port-john","m2a","elpd_loo",-35.8580620202485,17.6997364940095
"port-john","m2a","p_loo",27.8158498887572,17.0647910923664
"port-john","m2a","looic",71.716124040497,35.399472988019
"port-john","m2b","elpd_loo",-32.0443992200881,15.0589323352451
"port-john","m2b","p_loo",23.8041501075566,14.5166358989453
"port-john","m2b","looic",64.0887984401763,30.1178646704901
"port-john","m3","elpd_loo",-103.479006532959,54.3768638757735
"port-john","m3","p_loo",95.8796007482786,53.3041676017533
"port-john","m3","looic",206.958013065917,108.753727751547
"port-john","m4a","elpd_loo",-34.7544141289633,16.1936262266374
"port-john","m4a","p_loo",27.0379756858311,15.5996709897053
"port-john","m4a","looic",69.5088282579266,32.3872524532748
"port-john","m4b","elpd_loo",-44.8872230200982,24.5558251458211
"port-john","m4b","p_loo",37.0802545130856,23.9744157184432
"port-john","m4b","looic",89.7744460401965,49.1116502916422
"price","m1","elpd_loo",-104.376921238793,45.4204257090793
"price","m1","p_loo",84.2779381394806,44.4623639599893
"price","m1","looic",208.753842477587,90.8408514181586
"price","m2a","elpd_loo",-89.4575402987446,38.8973645867499
"price","m2a","p_loo",70.2291689430566,37.879126050152
"price","m2a","looic",178.915080597489,77.7947291734998
"price","m2b","elpd_loo",-90.4760134980646,39.9870736731213
"price","m2b","p_loo",71.3050053125046,39.0090530201612
"price","m2b","looic",180.952026996129,79.9741473462426
"price","m3","elpd_loo",-107.363196195794,47.9950715507491
"price","m3","p_loo",88.0210712239666,46.8846339624369
"price","m3","looic",214.726392391587,95.9901431014982
"price","m4a","elpd_loo",-103.399652518157,47.4513250941569
"price","m4a","p_loo",84.5567736415258,46.2669476352308
"price","m4a","looic",206.799305036315,94.9026501883137
"price","m4b","elpd_loo",-108.092781889161,51.0299647596054
"price","m4b","p_loo",89.29204684728,49.8832719205777
"price","m4b","looic",216.185563778321,102.059929519211
"prudhomme","m1","elpd_loo",-40.7641462282557,7.19161925612418
"prudhomme","m1","p_loo",14.1048122918244,6.45896517984768
"prudhomme","m1","looic",81.5282924565114,14.3832385122484
"prudhomme","m2a","elpd_loo",-39.8526824760899,6.73065837752688
"prudhomme","m2a","p_loo",13.8760955728689,5.92574998758838
"prudhomme","m2a","looic",79.7053649521797,13.4613167550538
"prudhomme","m2b","elpd_loo",-38.8469141446348,6.22319474499323
"prudhomme","m2b","p_loo",13.0344518643579,5.42731821429063
"prudhomme","m2b","looic",77.6938282892696,12.4463894899865
"prudhomme","m3","elpd_loo",-40.0758934269296,6.7775763097253
"prudhomme","m3","p_loo",13.5101857323264,5.98102619034943
"prudhomme","m3","looic",80.1517868538592,13.5551526194506
"prudhomme","m4a","elpd_loo",-38.9751603000138,6.15354659621198
"prudhomme","m4a","p_loo",12.8400645635385,5.30619968722299
"prudhomme","m4a","looic",77.9503206000276,12.307093192424
"prudhomme","m4b","elpd_loo",-39.1653383236301,6.41283648103848
"prudhomme","m4b","p_loo",13.1345216977388,5.57691730542626
"prudhomme","m4b","looic",78.3306766472601,12.825672962077
"shawaltan","m1","elpd_loo",-38.3150983240723,8.44750862362872
"shawaltan","m1","p_loo",13.5683984185886,6.55286152101621
"shawaltan","m1","looic",76.6301966481446,16.8950172472574
"shawaltan","m2a","elpd_loo",-33.1896894035257,6.19578457497308
"shawaltan","m2a","p_loo",9.51559481751194,4.30989852921123
"shawaltan","m2a","looic",66.3793788070514,12.3915691499462
"shawaltan","m2b","elpd_loo",-32.5523639912085,5.62749190442336
"shawaltan","m2b","p_loo",8.72510956549075,3.71233993317748
"shawaltan","m2b","looic",65.1047279824171,11.2549838088467
"shawaltan","m3","elpd_loo",-34.76406361296,7.24431711020218
"shawaltan","m3","p_loo",11.3413137145165,5.40446082758624
"shawaltan","m3","looic",69.52812722592,14.4886342204044
"shawaltan","m4a","elpd_loo",-30.4279185925221,4.96197691276123
"shawaltan","m4a","p_loo",7.53838571807381,3.10031809981156
"shawaltan","m4a","looic",60.8558371850443,9.92395382552247
"shawaltan","m4b","elpd_loo",-31.0735735126977,5.42422586402588
"shawaltan","m4b","p_loo",8.11700857108378,3.52341334109354
"shawaltan","m4b","looic",62.1471470253955,10.8484517280518
"sheneeza","m1","elpd_loo",-235.308309200835,135.398917389699
"sheneeza","m1","p_loo",223.834021761637,134.764267947479
"sheneeza","m1","looic",470.616618401671,270.797834779399
"sheneeza","m2a","elpd_loo",-128.623975161686,71.4892503614316
"sheneeza","m2a","p_loo",117.699735946166,70.7823621777148
"sheneeza","m2a","looic",257.247950323373,142.978500722863
"sheneeza","m2b","elpd_loo",-109.741228975736,60.066342919694
"sheneeza","m2b","p_loo",98.8505735929127,59.3925868457395
"sheneeza","m2b","looic",219.482457951472,120.132685839388
"sheneeza","m3","elpd_loo",-245.014151430463,144.37166591766
"sheneeza","m3","p_loo",234.380266962356,143.809945017795
"sheneeza","m3","looic",490.028302860926,288.743331835319
"sheneeza","m4a","elpd_loo",-148.686844030627,86.201978427072
"sheneeza","m4a","p_loo",138.457111718812,85.5963783715265
"sheneeza","m4a","looic",297.373688061255,172.403956854144
"sheneeza","m4b","elpd_loo",-137.116656075411,79.831709612306
"sheneeza","m4b","p_loo",126.943834003745,79.2678135697516
"sheneeza","m4b","looic",274.233312150821,159.663419224612
"skidegate","m1","elpd_loo",-36.1207316614933,2.35004547754697
"skidegate","m1","p_loo",6.02139242635331,1.27095842799115
"skidegate","m1","looic",72.2414633229866,4.70009095509394
"skidegate","m2a","elpd_loo",-34.9614966649017,2.59006881535641
"skidegate","m2a","p_loo",5.87568082167332,1.26163407360612
"skidegate","m2a","looic",69.9229933298034,5.18013763071281
"skidegate","m2b","elpd_loo",-34.8396373079653,2.56568224443351
"skidegate","m2b","p_loo",5.81865314582656,1.26560446198264
"skidegate","m2b","looic",69.6792746159306,5.13136448886702
"skidegate","m3","elpd_loo",-35.3705046803261,2.37150246446213
"skidegate","m3","p_loo",5.70577660988122,1.25229873776259
"skidegate","m3","looic",70.7410093606523,4.74300492892427
"skidegate","m4a","elpd_loo",-34.8293660417807,2.57979318520396
"skidegate","m4a","p_loo",5.78164658244895,1.26801612326901
"skidegate","m4a","looic",69.6587320835613,5.15958637040792
"skidegate","m4b","elpd_loo",-34.7460960653352,2.53788060572615
"skidegate","m4b","p_loo",5.71454172109438,1.24184541081402
"skidegate","m4b","looic",69.4921921306704,5.0757612114523
"slamgeesh","m1","elpd_loo",-19.8305321066896,4.86266408098817
"slamgeesh","m1","p_loo",11.5812014591216,4.57966351734821
"slamgeesh","m1","looic",39.6610642133792,9.72532816197635
"slamgeesh","m2a","elpd_loo",-13.2447140823617,1.69261453440086
"slamgeesh","m2a","p_loo",5.85306180901002,1.30195926132954
"slamgeesh","m2a","looic",26.4894281647234,3.38522906880173
"slamgeesh","m2b","elpd_loo",-12.2399265916074,1.62181504686696
"slamgeesh","m2b","p_loo",4.96991966602363,1.34567607644738
"slamgeesh","m2b","looic",24.4798531832148,3.24363009373393
"slamgeesh","m3","elpd_loo",-20.1776243594126,5.40108790950727
"slamgeesh","m3","p_loo",12.1921031526713,5.02733418196955
"slamgeesh","m3","looic",40.3552487188251,10.8021758190145
"slamgeesh","m4a","elpd_loo",-13.2670746314093,1.97583279454719
"slamgeesh","m4a","p_loo",5.93811568544198,1.61545451645859
"slamgeesh","m4a","looic",26.5341492628185,3.95166558909437
"slamgeesh","m4b","elpd_loo",-12.2068955433354,1.44332798576592
"slamgeesh","m4b","p_loo",4.87927152053956,1.05588261912254
"slamgeesh","m4b","looic",24.4137910866708,2.88665597153183
"stephens","m1","elpd_loo",-61.8167199304967,21.7800660185464
"stephens","m1","p_loo",47.0165201881913,21.1451451452318
"stephens","m1","looic",123.633439860993,43.5601320370927
"stephens","m2a","elpd_loo",-43.9037891683807,13.7956934520906
"stephens","m2a","p_loo",28.2921188727902,13.205649988768
"stephens","m2a","looic",87.8075783367614,27.5913869041811
"stephens","m2b","elpd_loo",-43.7803601314897,13.9734483046833
"stephens","m2b","p_loo",28.3514010996244,13.3467813747954
"stephens","m2b","looic",87.5607202629793,27.9468966093665
"stephens","m3","elpd_loo",-60.9154178780353,20.8966522302856
"stephens","m3","p_loo",46.0951862366737,20.2266972953867
"stephens","m3","looic",121.830835756071,41.7933044605712
"stephens","m4a","elpd_loo",-45.6207282270002,14.5082373139856
"stephens","m4a","p_loo",30.03874422061,13.8922574616108
"stephens","m4a","looic",91.2414564540003,29.0164746279713
"stephens","m4b","elpd_loo",-45.4385690147331,14.4964071815136
"stephens","m4b","p_loo",29.9292573189039,13.8587381740217
"stephens","m4b","looic",90.8771380294663,28.9928143630271
"sustut","m1","elpd_loo",-1071.0153305088,519.629953018842
"sustut","m1","p_loo",1064.91205210117,518.434012683744
"sustut","m1","looic",2142.0306610176,1039.25990603768
"sustut","m2a","elpd_loo",-72.8454324296491,38.0350545201855
"sustut","m2a","p_loo",67.5646312169485,37.2649364775577
"sustut","m2a","looic",145.690864859298,76.0701090403709
"sustut","m2b","elpd_loo",-54.5643075411216,30.2523418615753
"sustut","m2b","p_loo",49.4317241757113,29.7414950075129
"sustut","m2b","looic",109.128615082243,60.5046837231506
"sustut","m3","elpd_loo",-1281.43845819369,615.636283510112
"sustut","m3","p_loo",1275.4863744225,614.446154638366
"sustut","m3","looic",2562.87691638738,1231.27256702022
"sustut","m4a","elpd_loo",-119.968145831876,58.0267848843107
"sustut","m4a","p_loo",114.665673783059,56.6951607921524
"sustut","m4a","looic",239.936291663753,116.053569768621
"sustut","m4b","elpd_loo",-120.513755462942,58.1222655252132
"sustut","m4b","p_loo",115.287509352008,56.8767300766774
"sustut","m4b","looic",241.027510925884,116.244531050426
"swan","m1","elpd_loo",-23.9869729684542,5.25122693941214
"swan","m1","p_loo",12.282491567194,4.75201914260875
"swan","m1","looic",47.9739459369084,10.5024538788243
"swan","m2a","elpd_loo",-19.5188819324646,2.97073406439568
"swan","m2a","p_loo",7.59785466507476,2.3198710040106
"swan","m2a","looic",39.0377638649293,5.94146812879136
"swan","m2b","elpd_loo",-21.676991862043,3.57303090940536
"swan","m2b","p_loo",8.77474351574434,2.73408936495627
"swan","m2b","looic",43.353983724086,7.14606181881072
"swan","m3","elpd_loo",-25.614091910624,5.06186873305492
"swan","m3","p_loo",13.5141976125682,4.36041833756648
"swan","m3","looic",51.2281838212481,10.1237374661098
"swan","m4a","elpd_loo",-20.5742811946191,3.41203439296167
"swan","m4a","p_loo",8.38862377253707,2.59516931217808
"swan","m4a","looic",41.1485623892383,6.82406878592334
"swan","m4b","elpd_loo",-21.4387199422196,3.58787012238274
"swan","m4b","p_loo",8.83560734003543,2.69428329606386
"swan","m4b","looic",42.8774398844392,7.17574024476547
"tankeeah","m1","elpd_loo",-59.6172130385064,24.9849461534055
"tankeeah","m1","p_loo",40.679332321512,24.5969249136649
"tankeeah","m1","looic",119.234426077013,49.969892306811
"tankeeah","m2a","elpd_loo",-53.6146067729713,22.5344303526732
"tankeeah","m2a","p_loo",35.7184188393285,22.135435816389
"tankeeah","m2a","looic",107.229213545943,45.0688607053465
"tankeeah","m2b","elpd_loo",-52.4135507687432,21.5454326319559
"tankeeah","m2b","p_loo",34.4411164115028,21.1491552411421
"tankeeah","m2b","looic",104.827101537486,43.0908652639117
"tankeeah","m3","elpd_loo",-61.2134509686465,28.0576206028375
"tankeeah","m3","p_loo",43.4900790764419,27.6726575860367
"tankeeah","m3","looic",122.426901937293,56.115241205675
"tankeeah","m4a","elpd_loo",-52.5531362551575,22.870016336874
"tankeeah","m4a","p_loo",35.4946165634535,22.5024899242992
"tankeeah","m4a","looic",105.106272510315,45.740032673748
"tankeeah","m4b","elpd_loo",-52.7963290419613,22.9484797253239
"tankeeah","m4b","p_loo",35.7590593387275,22.5917710193735
"tankeeah","m4b","looic",105.592658083923,45.8969594506479
"tuno-east","m1","elpd_loo",-18.8874220838001,6.81762819784836
"tuno-east","m1","p_loo",10.2420857933639,6.5944291062349
"tuno-east","m1","looic",37.7748441676001,13.6352563956967
"tuno-east","m2a","elpd_loo",-12.934054703137,2.8637159945709
"tuno-east","m2a","p_loo",4.82961419277357,2.65801763902516
"tuno-east","m2a","looic",25.8681094062741,5.7274319891418
"tuno-east","m2b","elpd_loo",-11.7764901773275,1.94230987671465
"tuno-east","m2b","p_loo",3.71888425371057,1.71621297857902
"tuno-east","m2b","looic",23.5529803546551,3.88461975342931
"tuno-east","m3","elpd_loo",-38.2448953892682,18.8693021642225
"tuno-east","m3","p_loo",28.7645314061654,18.5929707902977
"tuno-east","m3","looic",76.4897907785364,37.7386043284451
"tuno-east","m4a","elpd_loo",-20.627460507064,7.85006767279235
"tuno-east","m4a","p_loo",12.5007882871972,7.6159163301765
"tuno-east","m4a","looic",41.2549210141281,15.7001353455847
"tuno-east","m4b","elpd_loo",-20.5255887799662,7.52188678440509
"tuno-east","m4b","p_loo",12.411035117032,7.28139423006651
"tuno-east","m4b","looic",41.0511775599324,15.0437735688102
"tuno-west","m1","elpd_loo",-58.2740815406115,28.4292792937751
"tuno-west","m1","p_loo",52.5415705110666,27.7078788877798
"tuno-west","m1","looic",116.548163081223,56.8585585875502
"tuno-west","m2a","elpd_loo",-26.3843979794981,16.5475393075152
"tuno-west","m2a","p_loo",21.1059518187331,15.864330831641
"tuno-west","m2a","looic",52.7687959589962,33.0950786150304
"tuno-west","m2b","elpd_loo",-24.7192246300036,16.4264961398147
"tuno-west","m2b","p_loo",19.505642566572,15.740583324012
"tuno-west","m2b","looic",49.4384492600071,32.8529922796294
"tuno-west","m3","elpd_loo",-71.1740353763607,32.7016428923237
"tuno-west","m3","p_loo",64.2976006156607,32.0233618151944
"tuno-west","m3","looic",142.348070752721,65.4032857846474
"tuno-west","m4a","elpd_loo",-32.1774076042603,15.7597971149459
"tuno-west","m4a","p_loo",26.5645127573807,14.9828002384064
"tuno-west","m4a","looic",64.3548152085206,31.5195942298918
"tuno-west","m4b","elpd_loo",-35.2692216188982,17.4471494600136
"tuno-west","m4b","p_loo",29.7274829038767,16.6376735500127
"tuno-west","m4b","looic",70.5384432377964,34.8942989200272
"yakoun","m1","elpd_loo",-55.7856994172698,13.5834438803386
"yakoun","m1","p_loo",36.0829855066621,13.1471470406694
"yakoun","m1","looic",111.57139883454,27.1668877606771
"yakoun","m2a","elpd_loo",-43.0070617738416,9.66539294060304
"yakoun","m2a","p_loo",23.4739884599072,9.18526137209118
"yakoun","m2a","looic",86.0141235476831,19.3307858812061
"yakoun","m2b","elpd_loo",-43.130244549349,10.3598754249307
"yakoun","m2b","p_loo",23.6757585593235,9.89071842800518
"yakoun","m2b","looic",86.260489098698,20.7197508498613
"yakoun","m3","elpd_loo",-54.8786259093014,13.1830727957929
"yakoun","m3","p_loo",35.3422294287491,12.7387211111369
"yakoun","m3","looic",109.757251818603,26.3661455915857
"yakoun","m4a","elpd_loo",-44.3309070044281,9.95774137217638
"yakoun","m4a","p_loo",24.7456814542079,9.48010554887148
"yakoun","m4a","looic",88.6618140088561,19.9154827443528
"yakoun","m4b","elpd_loo",-46.1312563050031,11.608949126323
"yakoun","m4b","p_loo",26.5747045527281,11.1782979601386
"yakoun","m4b","looic",92.2625126100061,23.2178982526459
"yeo","m1","elpd_loo",-59.9727917388996,33.9140970894838
"yeo","m1","p_loo",51.1598397065898,31.2619820574933
"yeo","m1","looic",119.945583477799,67.8281941789676
"yeo","m2a","elpd_loo",-39.0441406371665,20.6260912426041
"yeo","m2a","p_loo",30.0086219150705,18.4573613725382
"yeo","m2a","looic",78.0882812743331,41.2521824852082
"yeo","m2b","elpd_loo",-35.1332843851209,17.8204507119429
"yeo","m2b","p_loo",25.9704605326838,15.6950269269931
"yeo","m2b","looic",70.2665687702417,35.6409014238859
"yeo","m3","elpd_loo",-60.111857439673,34.3435038107009
"yeo","m3","p_loo",51.5835489772318,31.7124448120805
"yeo","m3","looic",120.223714879346,68.6870076214018
"yeo","m4a","elpd_loo",-41.9902139827887,22.710402494809
"yeo","m4a","p_loo",33.1159697461549,20.6150880880576
"yeo","m4a","looic",83.9804279655773,45.420804989618
"yeo","m4b","elpd_loo",-40.4512641800419,21.3009937575344
"yeo","m4b","p_loo",31.5400674539639,19.3772834855602
"yeo","m4b","looic",80.9025283600837,42.6019875150688
