"","Pop","Model","Weight"
"m128","keswar","m1","4.40035882984813e-09"
"m2a28","keswar","m2a","1.30832651288037e-07"
"m2b28","keswar","m2b","9.79759620491932e-08"
"m328","keswar","m3","1.76863437967268e-08"
"m4a28","keswar","m4a","0.1676506827813"
"m4b28","keswar","m4b","0.832349066323384"
"m129","kimsquit","m1","2.33589133302087e-06"
"m2a29","kimsquit","m2a","3.01451941449525e-07"
"m2b29","kimsquit","m2b","0.496232916828541"
"m329","kimsquit","m3","7.18637398360871e-08"
"m4a29","kimsquit","m4a","1.68549348530584e-06"
"m4b29","kimsquit","m4b","0.503762688470959"
"m130","kisameet","m1","1.72341143895152e-07"
"m2a30","kisameet","m2a","3.35736393340426e-09"
"m2b30","kisameet","m2b","1.96484047255852e-07"
"m330","kisameet","m3","4.26488505948239e-07"
"m4a30","kisameet","m4a","0.999590092929252"
"m4b30","kisameet","m4b","0.00040910839968733"
"m131","kitkiata","m1","4.92832742704995e-10"
"m2a31","kitkiata","m2a","0.999998337876699"
"m2b31","kitkiata","m2b","6.81826241061517e-07"
"m331","kitkiata","m3","2.68256947777342e-08"
"m4a31","kitkiata","m4a","8.39841630411616e-07"
"m4b31","kitkiata","m4b","1.13136902402111e-07"
"m132","kitlope","m1","2.56898955721945e-08"
"m2a32","kitlope","m2a","1.64455758310948e-06"
"m2b32","kitlope","m2b","2.97698708267651e-06"
"m332","kitlope","m3","6.54364530913391e-07"
"m4a32","kitlope","m4a","0.000727181851692396"
"m4b32","kitlope","m4b","0.999267516549215"
"m133","kitsumkalum","m1","1.70793623357428e-06"
"m2a33","kitsumkalum","m2a","1.36100226384896e-06"
"m2b33","kitsumkalum","m2b","1.40473097913932e-08"
"m333","kitsumkalum","m3","0.000150653401075246"
"m4a33","kitsumkalum","m4a","0.999829665265392"
"m4b33","kitsumkalum","m4b","1.65983477251608e-05"
"m134","kitwancool","m1","3.64153625335073e-08"
"m2a34","kitwancool","m2a","0.999995037756115"
"m2b34","kitwancool","m2b","2.05902541898094e-06"
"m334","kitwancool","m3","8.15145906757388e-08"
"m4a34","kitwancool","m4a","2.02975092574994e-06"
"m4b34","kitwancool","m4b","7.55537587493471e-07"
"m135","koeye","m1","1.09790678464377e-07"
"m2a35","koeye","m2a","4.95402704262248e-06"
"m2b35","koeye","m2b","4.80257519594669e-06"
"m335","koeye","m3","1.19363955224634e-08"
"m4a35","koeye","m4a","0.178868534549743"
"m4b35","koeye","m4b","0.821121587120945"
"m136","kooryet","m1","4.27177431854457e-09"
"m2a36","kooryet","m2a","1.3204765377735e-06"
"m2b36","kooryet","m2b","3.47706211980409e-07"
"m336","kooryet","m3","1.64897303043657e-07"
"m4a36","kooryet","m4a","0.999737724824512"
"m4b36","kooryet","m4b","0.000260437823661364"
"m137","kwakwa","m1","3.70898904752097e-07"
"m2a37","kwakwa","m2a","3.00003448242904e-05"
"m2b37","kwakwa","m2b","0.999954490630383"
"m337","kwakwa","m3","1.48334508477333e-07"
"m4a37","kwakwa","m4a","1.03134065230635e-05"
"m4b37","kwakwa","m4b","4.67638485679434e-06"
"m138","lakelse","m1","4.5425894979224e-07"
"m2a38","lakelse","m2a","0.488699520513782"
"m2b38","lakelse","m2b","0.511296024193242"
"m338","lakelse","m3","1.25483138627121e-09"
"m4a38","lakelse","m4a","2.55212425055295e-06"
"m4b38","lakelse","m4b","1.4476549434761e-06"
"m139","long","m1","2.14552532601965e-07"
"m2a39","long","m2a","2.2929773016662e-07"
"m2b39","long","m2b","0.732965526611305"
"m339","long","m3","9.69772215767021e-08"
"m4a39","long","m4a","6.78870952694479e-07"
"m4b39","long","m4b","0.267033253690258"
"m140","lowe","m1","2.12826588465324e-07"
"m2a40","lowe","m2a","6.29581332441777e-07"
"m2b40","lowe","m2b","5.3957545937632e-07"
"m340","lowe","m3","4.72990451292748e-07"
"m4a40","lowe","m4a","4.88443771185188e-07"
"m4b40","lowe","m4b","0.999997656582397"
"m141","marian-eden","m1","1.80310009856495e-07"
"m2a41","marian-eden","m2a","7.63782861155516e-07"
"m2b41","marian-eden","m2b","2.80800242493896e-06"
"m341","marian-eden","m3","5.99622750000214e-07"
"m4a41","marian-eden","m4a","0.999257024611351"
"m4b41","marian-eden","m4b","0.000738623670603511"
"m142","mary-cove","m1","1.52401191282575e-06"
"m2a42","mary-cove","m2a","3.27911562997976e-06"
"m2b42","mary-cove","m2b","0.999994333593212"
"m342","mary-cove","m3","1.21575317845582e-07"
"m4a42","mary-cove","m4a","6.54939787048704e-07"
"m4b42","mary-cove","m4b","8.67641403168307e-08"
"m143","mathers","m1","1.2575172654829e-09"
"m2a43","mathers","m2a","1.25844269609506e-07"
"m2b43","mathers","m2b","6.54200732595571e-07"
"m343","mathers","m3","6.18600115463672e-09"
"m4a43","mathers","m4a","5.38721053287932e-07"
"m4b43","mathers","m4b","0.999998673790426"
"m144","mcdonell","m1","6.6852826904199e-09"
"m2a44","mcdonell","m2a","0.320156362447044"
"m2b44","mcdonell","m2b","0.679802316905802"
"m344","mcdonell","m3","4.56112128048968e-08"
"m4a44","mcdonell","m4a","1.46320889226112e-05"
"m4b44","mcdonell","m4b","2.66362617367122e-05"
"m145","mcloughlin","m1","1.09811577882782e-07"
"m2a45","mcloughlin","m2a","4.25822546678096e-07"
"m2b45","mcloughlin","m2b","5.56346994337936e-07"
"m345","mcloughlin","m3","1.28426533537146e-07"
"m4a45","mcloughlin","m4a","8.40727601116263e-06"
"m4b45","mcloughlin","m4b","0.999990372316336"
"m146","mercer","m1","2.24809230556177e-08"
"m2a46","mercer","m2a","3.96847556135061e-06"
"m2b46","mercer","m2b","0.999988275646579"
"m346","mercer","m3","1.69733340933826e-08"
"m4a46","mercer","m4a","4.91638650064674e-06"
"m4b46","mercer","m4b","2.80003710184662e-06"
"m147","meziadin","m1","1.63292397657827e-08"
"m2a47","meziadin","m2a","3.03083007875697e-08"
"m2b47","meziadin","m2b","4.66405280361114e-07"
"m347","meziadin","m3","1.1570066953e-07"
"m4a47","meziadin","m4a","1.79772157526304e-05"
"m4b47","meziadin","m4b","0.999981394040757"
"m148","mikado","m1","0.999995979076529"
"m2a48","mikado","m2a","1.02568641396702e-06"
"m2b48","mikado","m2b","2.34312113477831e-06"
"m348","mikado","m3","3.84691984269889e-07"
"m4a48","mikado","m4a","1.31253536277093e-07"
"m4b48","mikado","m4b","1.36170401399127e-07"
"m149","morice","m1","0.999992627897514"
"m2a49","morice","m2a","2.12685757132094e-07"
"m2b49","morice","m2b","3.23222265559073e-06"
"m349","morice","m3","2.48938517741335e-06"
"m4a49","morice","m4a","1.21762666799108e-06"
"m4b49","morice","m4b","2.20182227561594e-07"
"m150","morrison","m1","1.65575415421952e-06"
"m2a50","morrison","m2a","1.63816118733475e-05"
"m2b50","morrison","m2b","0.999964776328878"
"m350","morrison","m3","5.29964253856811e-08"
"m4a50","morrison","m4a","4.00956696220112e-06"
"m4b50","morrison","m4b","1.31237417069219e-05"
"m151","motase","m1","2.53822210249264e-09"
"m2a51","motase","m2a","5.88029661842686e-06"
"m2b51","motase","m2b","0.999993595558086"
"m351","motase","m3","1.05893582614314e-07"
"m4a51","motase","m4a","1.53655383313513e-07"
"m4b51","motase","m4b","2.62058107658447e-07"
"m152","namu","m1","3.29228931460852e-06"
"m2a52","namu","m2a","1.8926289053825e-06"
"m2b52","namu","m2b","1.60757125446586e-06"
"m352","namu","m3","4.44169646847187e-08"
"m4a52","namu","m4a","6.15634202706059e-07"
"m4b52","namu","m4b","0.999992547459358"
"m153","owikeno","m1","0.857848392513957"
"m2a53","owikeno","m2a","0.142125385422978"
"m2b53","owikeno","m2b","1.87510706562498e-05"
"m353","owikeno","m3","2.59455690698983e-09"
"m4a53","owikeno","m4a","1.53980719756365e-06"
"m4b53","owikeno","m4b","5.92859065429163e-06"
"m154","port-john","m1","2.39030395997743e-09"
"m2a54","port-john","m2a","7.45657149610156e-07"
"m2b54","port-john","m2b","0.046271232896414"
"m354","port-john","m3","1.78824379999892e-08"
"m4a54","port-john","m4a","0.523136892476283"
"m4b54","port-john","m4b","0.430591108697412"
"m155","price","m1","0.212698317974372"
"m2a55","price","m2a","2.16609204339974e-07"
"m2b55","price","m2b","6.81292315854428e-07"
"m355","price","m3","3.880876464672e-08"
"m4a55","price","m4a","0.786663574759212"
"m4b55","price","m4b","0.000637170556131106"
"m156","prudhomme","m1","3.39374487078326e-08"
"m2a56","prudhomme","m2a","2.58969302402165e-06"
"m2b56","prudhomme","m2b","0.999994318635767"
"m356","prudhomme","m3","1.99896314208829e-07"
"m4a56","prudhomme","m4a","1.01295041107409e-06"
"m4b56","prudhomme","m4b","1.84488703480756e-06"
"m157","shawaltan","m1","2.2274100625836e-09"
"m2a57","shawaltan","m2a","2.82511673692477e-06"
"m2b57","shawaltan","m2b","1.1892706753884e-06"
"m357","shawaltan","m3","7.22781599121999e-07"
"m4a57","shawaltan","m4a","0.164253276631441"
"m4b57","shawaltan","m4b","0.835741983972137"
"m158","sheneeza","m1","3.35605903710092e-09"
"m2a58","sheneeza","m2a","8.55863544668134e-07"
"m2b58","sheneeza","m2b","2.00311065906672e-07"
"m358","sheneeza","m3","2.33789752001875e-07"
"m4a58","sheneeza","m4a","0.688723082724835"
"m4b58","sheneeza","m4b","0.311275623954744"
"m159","skidegate","m1","3.18900856741392e-07"
"m2a59","skidegate","m2a","4.65413756916555e-06"
"m2b59","skidegate","m2b","1.11915962598758e-06"
"m359","skidegate","m3","6.2723581848561e-08"
"m4a59","skidegate","m4a","1.72560354812676e-06"
"m4b59","skidegate","m4b","0.999992119474818"
"m160","slamgeesh","m1","2.34897133788224e-07"
"m2a60","slamgeesh","m2a","3.58824616766088e-08"
"m2b60","slamgeesh","m2b","3.42556787972753e-11"
"m360","slamgeesh","m3","1.14220297916322e-06"
"m4a60","slamgeesh","m4a","0.999991369551844"
"m4b60","slamgeesh","m4b","7.21743132581221e-06"
"m161","stephens","m1","2.63506514798067e-07"
"m2a61","stephens","m2a","0.99990885741799"
"m2b61","stephens","m2b","8.82013362629132e-05"
"m361","stephens","m3","3.643894660487e-08"
"m4a61","stephens","m4a","1.10869668481954e-06"
"m4b61","stephens","m4b","1.53260360091778e-06"
"m162","sustut","m1","5.64321485737929e-08"
"m2a62","sustut","m2a","3.32399555137403e-06"
"m2b62","sustut","m2b","0.999996179687085"
"m362","sustut","m3","1.19273145976783e-08"
"m4a62","sustut","m4a","3.83978018859042e-07"
"m4b62","sustut","m4b","4.39798816254111e-08"
"m163","swan","m1","0.000256942997983838"
"m2a63","swan","m2a","0.000376991610505875"
"m2b63","swan","m2b","1.26199478994895e-06"
"m363","swan","m3","1.70294341064063e-07"
"m4a63","swan","m4a","0.999343813624415"
"m4b63","swan","m4b","2.08194779646176e-05"
"m164","tankeeah","m1","2.36364737358607e-08"
"m2a64","tankeeah","m2a","4.60300337298011e-08"
"m2b64","tankeeah","m2b","1.98076382892352e-07"
"m364","tankeeah","m3","6.32781106505694e-07"
"m4a64","tankeeah","m4a","2.07992436309286e-05"
"m4b64","tankeeah","m4b","0.999978300232372"
"m165","tuno-east","m1","5.48008476804111e-10"
"m2a65","tuno-east","m2a","6.7579823209282e-05"
"m2b65","tuno-east","m2b","0.0099967288607576"
"m365","tuno-east","m3","3.66728559662342e-07"
"m4a65","tuno-east","m4a","1.23288037515978e-05"
"m4b65","tuno-east","m4b","0.989922995235713"
"m166","tuno-west","m1","1.02428766179443e-07"
"m2a66","tuno-west","m2a","1.94677703847338e-06"
"m2b66","tuno-west","m2b","0.432562018414744"
"m366","tuno-west","m3","6.69819603197906e-09"
"m4a66","tuno-west","m4a","4.79647058918645e-06"
"m4b66","tuno-west","m4b","0.567431129210666"
"m167","yakoun","m1","2.97615064009937e-07"
"m2a67","yakoun","m2a","3.7855227411253e-08"
"m2b67","yakoun","m2b","2.97756160726417e-06"
"m367","yakoun","m3","9.34168178304002e-06"
"m4a67","yakoun","m4a","0.164683330145324"
"m4b67","yakoun","m4b","0.835304015140994"
"m168","yeo","m1","2.52645088476865e-08"
"m2a68","yeo","m2a","8.91686659047353e-07"
"m2b68","yeo","m2b","4.24726586799245e-08"
"m368","yeo","m3","6.43759619394444e-08"
"m4a68","yeo","m4a","1.45967641158182e-06"
"m4b68","yeo","m4b","0.9999975165238"
