"","Pop","Model","Metric","Estimate","SE"
"looic.34","azuklotz","m3","looic",27.2645491675078,2.43351883746075
"elpd_loo.44","azuklotz","m4a","elpd_loo",-11.8962752534464,1.45263435633505
"p_loo.44","azuklotz","m4a","p_loo",0.926734575129743,0.368991956551513
"looic.44","azuklotz","m4a","looic",23.7925505068928,2.90526871267011
"elpd_loo.54","azuklotz","m4b","elpd_loo",-11.9118037918477,1.23264850954925
"p_loo.54","azuklotz","m4b","p_loo",0.960746335362185,0.329445835808189
"looic.54","azuklotz","m4b","looic",23.8236075836954,2.46529701909849
"elpd_loo5","babine","m1","elpd_loo",-32.1204078437646,2.80061468412883
"p_loo5","babine","m1","p_loo",2.41611068111425,0.759142834716961
"looic5","babine","m1","looic",64.2408156875291,5.60122936825766
"elpd_loo.15","babine","m2a","elpd_loo",-30.7745128342843,3.17199018177204
"p_loo.15","babine","m2a","p_loo",2.24023954256978,0.801790172660947
"looic.15","babine","m2a","looic",61.5490256685685,6.34398036354408
"elpd_loo.25","babine","m2b","elpd_loo",-30.4601690182022,3.35835411522228
"p_loo.25","babine","m2b","p_loo",2.38497639904052,0.927616329450513
"looic.25","babine","m2b","looic",60.9203380364045,6.71670823044456
"elpd_loo.35","babine","m3","elpd_loo",-31.7768221269229,2.73289035399613
"p_loo.35","babine","m3","p_loo",2.07746912849751,0.576695312917751
"looic.35","babine","m3","looic",63.5536442538459,5.46578070799226
"elpd_loo.45","babine","m4a","elpd_loo",-30.5272008548792,3.02126526803282
"p_loo.45","babine","m4a","p_loo",2.05129968086248,0.666170729896673
"looic.45","babine","m4a","looic",61.0544017097584,6.04253053606563
"elpd_loo.55","babine","m4b","elpd_loo",-30.2682502649134,3.08157869379219
"p_loo.55","babine","m4b","p_loo",2.14855973110199,0.754399096138901
"looic.55","babine","m4b","looic",60.5365005298268,6.16315738758437
"elpd_loo6","banks","m1","elpd_loo",-19.5423753561107,5.1152427781962
"p_loo6","banks","m1","p_loo",4.38450212070463,2.6041814081292
"looic6","banks","m1","looic",39.0847507122214,10.2304855563924
"elpd_loo.16","banks","m2a","elpd_loo",-18.2993132366599,4.61608743739228
"p_loo.16","banks","m2a","p_loo",3.1393557214572,1.85732700041371
"looic.16","banks","m2a","looic",36.5986264733197,9.23217487478457
"elpd_loo.26","banks","m2b","elpd_loo",-17.9906371817025,4.29738734177232
"p_loo.26","banks","m2b","p_loo",2.85857638462165,1.60518838413986
"looic.26","banks","m2b","looic",35.9812743634051,8.59477468354465
"elpd_loo.36","banks","m3","elpd_loo",-19.7612101354266,5.47709497205958
"p_loo.36","banks","m3","p_loo",4.57018505699837,2.86593617441398
"looic.36","banks","m3","looic",39.5224202708532,10.9541899441192
"elpd_loo.46","banks","m4a","elpd_loo",-18.1724541885304,4.52066888571495
"p_loo.46","banks","m4a","p_loo",2.98754072502661,1.72700442386837
"looic.46","banks","m4a","looic",36.3449083770608,9.04133777142991
"elpd_loo.56","banks","m4b","elpd_loo",-18.017475827176,4.32385565507912
"p_loo.56","banks","m4b","p_loo",2.86268117101794,1.57340356948012
"looic.56","banks","m4b","looic",36.0349516543519,8.64771131015823
"elpd_loo7","bear","m1","elpd_loo",-21.3517603665172,5.60717055656729
"p_loo7","bear","m1","p_loo",5.19908577143795,3.56035514261237
"looic7","bear","m1","looic",42.7035207330344,11.2143411131346
"elpd_loo.17","bear","m2a","elpd_loo",-19.1045759260962,5.39353997266553
"p_loo.17","bear","m2a","p_loo",3.7640275644483,2.60813088499949
"looic.17","bear","m2a","looic",38.2091518521924,10.7870799453311
"elpd_loo.27","bear","m2b","elpd_loo",-19.9161292006951,5.64158185692172
"p_loo.27","bear","m2b","p_loo",4.10957994301898,2.87299814893932
"looic.27","bear","m2b","looic",39.8322584013901,11.2831637138434
"elpd_loo.37","bear","m3","elpd_loo",-22.2324854861737,5.5526159452584
"p_loo.37","bear","m3","p_loo",4.99943893509664,3.45423585671789
"looic.37","bear","m3","looic",44.4649709723474,11.1052318905168
"elpd_loo.47","bear","m4a","elpd_loo",-20.2491516137476,5.8624521265851
"p_loo.47","bear","m4a","p_loo",4.19538960001845,2.87876909739094
"looic.47","bear","m4a","looic",40.4983032274952,11.7249042531702
"elpd_loo.57","bear","m4b","elpd_loo",-20.7826954570609,6.03548351578014
"p_loo.57","bear","m4b","p_loo",4.43653512109171,3.06649888752427
"looic.57","bear","m4b","looic",41.5653909141218,12.0709670315603
"elpd_loo8","bloomfield","m1","elpd_loo",-30.3903106132907,4.70339873185042
"p_loo8","bloomfield","m1","p_loo",4.00184710157186,1.94880875682782
"looic8","bloomfield","m1","looic",60.7806212265815,9.40679746370084
"elpd_loo.18","bloomfield","m2a","elpd_loo",-32.7005903556861,5.35112709423316
"p_loo.18","bloomfield","m2a","p_loo",6.93535553958356,2.89665202343409
"looic.18","bloomfield","m2a","looic",65.4011807113722,10.7022541884663
"elpd_loo.28","bloomfield","m2b","elpd_loo",-30.8333858171898,5.96922849733104
"p_loo.28","bloomfield","m2b","p_loo",4.59655612627651,2.53850386733178
"looic.28","bloomfield","m2b","looic",61.6667716343795,11.9384569946621
"elpd_loo.38","bloomfield","m3","elpd_loo",-35.783194638201,7.80210170831931
"p_loo.38","bloomfield","m3","p_loo",6.44459289243829,4.98897280123643
"looic.38","bloomfield","m3","looic",71.566389276402,15.6042034166386
"elpd_loo.48","bloomfield","m4a","elpd_loo",-33.9777466559302,9.49473599071523
"p_loo.48","bloomfield","m4a","p_loo",8.32399229683444,6.68887893132571
"looic.48","bloomfield","m4a","looic",67.9554933118604,18.9894719814305
"elpd_loo.58","bloomfield","m4b","elpd_loo",-32.9368208424061,8.63812858435181
"p_loo.58","bloomfield","m4b","p_loo",7.32155156772893,5.75275578986755
"looic.58","bloomfield","m4b","looic",65.8736416848122,17.2762571687036
"elpd_loo9","bonilla","m1","elpd_loo",-25.5181733345527,2.33777833557481
"p_loo9","bonilla","m1","p_loo",2.51639945496626,0.533566301250539
"looic9","bonilla","m1","looic",51.0363466691054,4.67555667114961
"elpd_loo.19","bonilla","m2a","elpd_loo",-24.2164365799471,2.34357768529584
"p_loo.19","bonilla","m2a","p_loo",2.35201954965457,0.602309820820938
"looic.19","bonilla","m2a","looic",48.4328731598942,4.68715537059167
"elpd_loo.29","bonilla","m2b","elpd_loo",-24.3732631534234,2.41175460156821
"p_loo.29","bonilla","m2b","p_loo",2.40893956618128,0.616576316766697
"looic.29","bonilla","m2b","looic",48.7465263068468,4.82350920313642
"elpd_loo.39","bonilla","m3","elpd_loo",-24.7605572704298,2.28728914515991
"p_loo.39","bonilla","m3","p_loo",2.25650230937682,0.451797372477196
"looic.39","bonilla","m3","looic",49.5211145408595,4.57457829031982
"elpd_loo.49","bonilla","m4a","elpd_loo",-23.9722026928807,2.32088222840385
"p_loo.49","bonilla","m4a","p_loo",2.1784552159903,0.517025236307009
"looic.49","bonilla","m4a","looic",47.9444053857615,4.6417644568077
"elpd_loo.59","bonilla","m4b","elpd_loo",-23.9973348038847,2.33071245142707
"p_loo.59","bonilla","m4b","p_loo",2.14826871700402,0.498415548403823
"looic.59","bonilla","m4b","looic",47.9946696077694,4.66142490285414
"elpd_loo10","borrowman","m1","elpd_loo",-156.737906497404,112.30287707245
"p_loo10","borrowman","m1","p_loo",139.586220653093,111.077019033238
"looic10","borrowman","m1","looic",313.475812994808,224.605754144899
"elpd_loo.110","borrowman","m2a","elpd_loo",-94.9313724133494,64.0193725996988
"p_loo.110","borrowman","m2a","p_loo",78.1174522726391,62.7785446979937
"looic.110","borrowman","m2a","looic",189.862744826699,128.038745199398
"elpd_loo.210","borrowman","m2b","elpd_loo",-78.6246887162936,49.9971738180948
"p_loo.210","borrowman","m2b","p_loo",61.6676349884947,48.5183548001269
"looic.210","borrowman","m2b","looic",157.249377432587,99.9943476361896
"elpd_loo.310","borrowman","m3","elpd_loo",-189.97994811869,137.851816765922
"p_loo.310","borrowman","m3","p_loo",171.38691156584,136.191192128273
"looic.310","borrowman","m3","looic",379.959896237379,275.703633531843
"elpd_loo.410","borrowman","m4a","elpd_loo",-140.441813587262,104.422975922123
"p_loo.410","borrowman","m4a","p_loo",123.385269795648,103.101348815624
"looic.410","borrowman","m4a","looic",280.883627174523,208.845951844247
"elpd_loo.510","borrowman","m4b","elpd_loo",-141.527835781326,104.713607961321
"p_loo.510","borrowman","m4b","p_loo",124.586773080452,103.427686495389
"looic.510","borrowman","m4b","looic",283.055671562651,209.427215922642
"elpd_loo11","bowser","m1","elpd_loo",-10.1285494717037,1.44108063626999
"p_loo11","bowser","m1","p_loo",2.27151365221668,0.609358707864586
"looic11","bowser","m1","looic",20.2570989434074,2.88216127253997
"elpd_loo.111","bowser","m2a","elpd_loo",-10.2593891523299,1.7745889286159
"p_loo.111","bowser","m2a","p_loo",1.13299847907583,0.396522150587184
"looic.111","bowser","m2a","looic",20.5187783046598,3.5491778572318
"elpd_loo.211","bowser","m2b","elpd_loo",-9.86571822979065,1.6469078559579
"p_loo.211","bowser","m2b","p_loo",1.0951948469185,0.37721590979489
"looic.211","bowser","m2b","looic",19.7314364595813,3.29381571191581
"elpd_loo.311","bowser","m3","elpd_loo",-17.9081737660666,1.82300388669287
"p_loo.311","bowser","m3","p_loo",2.12017549290606,0.607564090437299
"looic.311","bowser","m3","looic",35.8163475321331,3.64600777338574
"elpd_loo.411","bowser","m4a","elpd_loo",-16.254808956641,2.10453721742356
"p_loo.411","bowser","m4a","p_loo",1.89720352412484,0.482735535788624
"looic.411","bowser","m4a","looic",32.509617913282,4.20907443484712
"elpd_loo.511","bowser","m4b","elpd_loo",-15.660099645951,2.0157294263031
"p_loo.511","bowser","m4b","p_loo",1.76585854749825,0.46014014022687
"looic.511","bowser","m4b","looic",31.3201992919019,4.0314588526062
"elpd_loo12","canoona","m1","elpd_loo",-110.927261287659,61.3035667883013
"p_loo12","canoona","m1","p_loo",91.7718244775879,55.5295125361121
"looic12","canoona","m1","looic",221.854522575318,122.607133576603
"elpd_loo.112","canoona","m2a","elpd_loo",-67.1846491067179,35.0025485197814
"p_loo.112","canoona","m2a","p_loo",52.6803628409324,32.2838059127678
"looic.112","canoona","m2a","looic",134.369298213436,70.0050970395628
"elpd_loo.212","canoona","m2b","elpd_loo",-73.5174970047191,38.1123539863925
"p_loo.212","canoona","m2b","p_loo",59.5114394887369,35.9165568406768
"looic.212","canoona","m2b","looic",147.034994009438,76.2247079727849
"elpd_loo.312","canoona","m3","elpd_loo",-121.800374248151,66.5273138129592
"p_loo.312","canoona","m3","p_loo",104.015174783734,61.4506289128091
"looic.312","canoona","m3","looic",243.600748496302,133.054627625918
"elpd_loo.412","canoona","m4a","elpd_loo",-86.4587502547168,46.6291476730264
"p_loo.412","canoona","m4a","p_loo",72.1153449501102,43.8914361657107
"looic.412","canoona","m4a","looic",172.917500509434,93.2582953460527
"elpd_loo.512","canoona","m4b","elpd_loo",-69.7712853860096,35.829832125035
"p_loo.512","canoona","m4b","p_loo",55.6230120366685,33.25396226994
"looic.512","canoona","m4b","looic",139.542570772019,71.6596642500701
"elpd_loo13","curtis-inlet","m1","elpd_loo",-91.3353519492589,63.3307223485809
"p_loo13","curtis-inlet","m1","p_loo",67.6411636114678,62.2277677689102
"looic13","curtis-inlet","m1","looic",182.670703898518,126.661444697162
"elpd_loo.113","curtis-inlet","m2a","elpd_loo",-83.5649162946018,56.3466396912531
"p_loo.113","curtis-inlet","m2a","p_loo",60.0422430468318,54.8920751519571
"looic.113","curtis-inlet","m2a","looic",167.129832589204,112.693279382506
"elpd_loo.213","curtis-inlet","m2b","elpd_loo",-71.2942486285854,45.055474616187
"p_loo.213","curtis-inlet","m2b","p_loo",48.0530355302064,43.7448004998561
"looic.213","curtis-inlet","m2b","looic",142.588497257171,90.110949232374
"elpd_loo.313","curtis-inlet","m3","elpd_loo",-88.2703504045546,61.2324846467315
"p_loo.313","curtis-inlet","m3","p_loo",64.9044194676723,60.141247342404
"looic.313","curtis-inlet","m3","looic",176.540700809109,122.464969293463
"elpd_loo.413","curtis-inlet","m4a","elpd_loo",-77.5566111283934,51.1558195411898
"p_loo.413","curtis-inlet","m4a","p_loo",54.0239594642899,49.6026524978333
"looic.413","curtis-inlet","m4a","looic",155.113222256787,102.31163908238
"elpd_loo.513","curtis-inlet","m4b","elpd_loo",-82.2087348511072,55.5767676605359
"p_loo.513","curtis-inlet","m4b","p_loo",58.8559721990274,54.1660569151644
"looic.513","curtis-inlet","m4b","looic",164.417469702214,111.153535321072
"elpd_loo14","damdochax","m1","elpd_loo",-13.4890056214591,1.02948839427353
"p_loo14","damdochax","m1","p_loo",1.28260366070656,0.223706045660243
"looic14","damdochax","m1","looic",26.9780112429181,2.05897678854706
"elpd_loo.114","damdochax","m2a","elpd_loo",-12.3038475375575,1.3194224347991
"p_loo.114","damdochax","m2a","p_loo",0.888647836660115,0.25684160733937
"looic.114","damdochax","m2a","looic",24.6076950751149,2.6388448695982
"elpd_loo.214","damdochax","m2b","elpd_loo",-12.185937366555,1.31319300889423
"p_loo.214","damdochax","m2b","p_loo",0.922847111707367,0.291286135042445
"looic.214","damdochax","m2b","looic",24.3718747331099,2.62638601778846
"elpd_loo.314","damdochax","m3","elpd_loo",-12.3568209051641,1.0339054090203
"p_loo.314","damdochax","m3","p_loo",1.13624684150866,0.145104526570683
"looic.314","damdochax","m3","looic",24.7136418103283,2.06781081804059
"elpd_loo.414","damdochax","m4a","elpd_loo",-11.3060617253508,1.15377445109898
"p_loo.414","damdochax","m4a","p_loo",0.813773137362602,0.177934447176054
"looic.414","damdochax","m4a","looic",22.6121234507017,2.30754890219796
"elpd_loo.514","damdochax","m4b","elpd_loo",-11.3057922099402,1.15497070822804
"p_loo.514","damdochax","m4b","p_loo",0.825956933073275,0.181420188654063
"looic.514","damdochax","m4b","looic",22.6115844198804,2.30994141645608
"elpd_loo15","devon","m1","elpd_loo",-27.6709397590076,5.69244673993771
"p_loo15","devon","m1","p_loo",5.73252584015267,1.84946315944261
"looic15","devon","m1","looic",55.3418795180152,11.3848934798754
"elpd_loo.115","devon","m2a","elpd_loo",-25.1277712578534,4.54408221030942
"p_loo.115","devon","m2a","p_loo",4.03935127023051,1.27713052946402
"looic.115","devon","m2a","looic",50.2555425157069,9.08816442061884
"elpd_loo.215","devon","m2b","elpd_loo",-25.2819840722772,4.51834614746056
"p_loo.215","devon","m2b","p_loo",4.00985996980925,1.26163315611782
"looic.215","devon","m2b","looic",50.5639681445544,9.03669229492112
"elpd_loo.315","devon","m3","elpd_loo",-27.6341453536698,5.64763536081366
"p_loo.315","devon","m3","p_loo",5.6655298852135,1.80812886420248
"looic.315","devon","m3","looic",55.2682907073396,11.2952707216273
"elpd_loo.415","devon","m4a","elpd_loo",-25.1928879688943,4.54209192909589
"p_loo.415","devon","m4a","p_loo",4.07504854237404,1.29861384292424
"looic.415","devon","m4a","looic",50.3857759377887,9.08418385819177
"elpd_loo.515","devon","m4b","elpd_loo",-25.4651103569959,4.64132125075744
"p_loo.515","devon","m4b","p_loo",4.29256291502473,1.36909637747098
"looic.515","devon","m4b","looic",50.9302207139918,9.28264250151489
"elpd_loo16","evelyn","m1","elpd_loo",-23.1107846631473,1.39661094107717
"p_loo16","evelyn","m1","p_loo",1.44222296852109,0.290091087272803
"looic16","evelyn","m1","looic",46.2215693262946,2.79322188215435
"elpd_loo.116","evelyn","m2a","elpd_loo",-21.803272635907,1.55105314507553
"p_loo.116","evelyn","m2a","p_loo",1.35539623418443,0.377267350207387
"looic.116","evelyn","m2a","looic",43.606545271814,3.10210629015105
"elpd_loo.216","evelyn","m2b","elpd_loo",-21.7815497708611,1.58273675831685
"p_loo.216","evelyn","m2b","p_loo",1.32825694807633,0.393135889036161
"looic.216","evelyn","m2b","looic",43.5630995417222,3.1654735166337
"elpd_loo.316","evelyn","m3","elpd_loo",-21.8619858172407,1.38583046327374
"p_loo.316","evelyn","m3","p_loo",1.20134813068367,0.183229363913267
"looic.316","evelyn","m3","looic",43.7239716344813,2.77166092654747
"elpd_loo.416","evelyn","m4a","elpd_loo",-20.8903696382945,1.569898233232
"p_loo.416","evelyn","m4a","p_loo",0.988072043050962,0.180578667905898
"looic.416","evelyn","m4a","looic",41.7807392765889,3.139796466464
"elpd_loo.516","evelyn","m4b","elpd_loo",-20.8143835714441,1.56149108001076
"p_loo.516","evelyn","m4b","p_loo",0.985183336667007,0.176807845397996
"looic.516","evelyn","m4b","looic",41.6287671428881,3.12298216002152
"elpd_loo17","fairfax","m1","elpd_loo",-11.7904032823627,2.03675914687012
"p_loo17","fairfax","m1","p_loo",2.05523470562572,0.809231069748255
"looic17","fairfax","m1","looic",23.5808065647253,4.07351829374023
"elpd_loo.117","fairfax","m2a","elpd_loo",-10.4827376807422,1.67597519711423
"p_loo.117","fairfax","m2a","p_loo",1.21070778599471,0.472155111608161
"looic.117","fairfax","m2a","looic",20.9654753614845,3.35195039422847
"elpd_loo.217","fairfax","m2b","elpd_loo",-10.5989398800284,1.74238273113806
"p_loo.217","fairfax","m2b","p_loo",1.18465532251299,0.448660264864322
"looic.217","fairfax","m2b","looic",21.1978797600567,3.48476546227613
"elpd_loo.317","fairfax","m3","elpd_loo",-11.107338849765,1.89686717686124
"p_loo.317","fairfax","m3","p_loo",1.86949701084111,0.719815129851806
"looic.317","fairfax","m3","looic",22.21467769953,3.79373435372248
"elpd_loo.417","fairfax","m4a","elpd_loo",-10.3679991452479,1.48107579393436
"p_loo.417","fairfax","m4a","p_loo",1.14552142998981,0.390504682316305
"looic.417","fairfax","m4a","looic",20.7359982904958,2.96215158786871
"elpd_loo.517","fairfax","m4b","elpd_loo",-10.4492800104054,1.57484409318885
"p_loo.517","fairfax","m4b","p_loo",1.1483893925523,0.407843930825838
"looic.517","fairfax","m4b","looic",20.8985600208108,3.1496881863777
"elpd_loo18","fred-wright","m1","elpd_loo",-12.3675853140759,2.60316442237934
"p_loo18","fred-wright","m1","p_loo",2.72825538219392,1.1291232053805
"looic18","fred-wright","m1","looic",24.7351706281517,5.20632884475868
"elpd_loo.118","fred-wright","m2a","elpd_loo",-13.8195678931244,3.33065287851984
"p_loo.118","fred-wright","m2a","p_loo",1.90426578743273,0.895783391615347
"looic.118","fred-wright","m2a","looic",27.6391357862488,6.66130575703967
"elpd_loo.218","fred-wright","m2b","elpd_loo",-12.9238282375592,3.11680773972211
"p_loo.218","fred-wright","m2b","p_loo",1.82163105527815,0.853991507227613
"looic.218","fred-wright","m2b","looic",25.8476564751183,6.23361547944422
"elpd_loo.318","fred-wright","m3","elpd_loo",-12.0795095351299,2.80480677287393
"p_loo.318","fred-wright","m3","p_loo",2.85853153227236,1.31489038817716
"looic.318","fred-wright","m3","looic",24.1590190702597,5.60961354574786
"elpd_loo.418","fred-wright","m4a","elpd_loo",-12.6630718062856,3.133728232514
"p_loo.418","fred-wright","m4a","p_loo",1.9959378721313,0.942305564220056
"looic.418","fred-wright","m4a","looic",25.3261436125712,6.267456465028
"elpd_loo.518","fred-wright","m4b","elpd_loo",-11.985597595927,2.93023977131749
"p_loo.518","fred-wright","m4b","p_loo",1.82618330065804,0.85875480683721
"looic.518","fred-wright","m4b","looic",23.971195191854,5.86047954263498
"elpd_loo19","freeda-lakes","m1","elpd_loo",-54.3967997863167,34.2588606047985
"p_loo19","freeda-lakes","m1","p_loo",45.2697039968953,33.4561109979912
"looic19","freeda-lakes","m1","looic",108.793599572633,68.5177212095969
"elpd_loo.119","freeda-lakes","m2a","elpd_loo",-18.9514429952214,7.78725625304005
"p_loo.119","freeda-lakes","m2a","p_loo",10.0004442949517,6.8564886472541
"looic.119","freeda-lakes","m2a","looic",37.9028859904427,15.5745125060801
"elpd_loo.219","freeda-lakes","m2b","elpd_loo",-20.689619690739,9.17833148314896
"p_loo.219","freeda-lakes","m2b","p_loo",11.6949860099234,8.27503995540541
"looic.219","freeda-lakes","m2b","looic",41.379239381478,18.3566629662979
"elpd_loo.319","freeda-lakes","m3","elpd_loo",-13.3870412772401,2.90451423231067
"p_loo.319","freeda-lakes","m3","p_loo",3.79263279228402,1.77945732822918
"looic.319","freeda-lakes","m3","looic",26.7740825544801,5.80902846462134
"elpd_loo.419","freeda-lakes","m4a","elpd_loo",-12.8339532328203,3.03480654727921
"p_loo.419","freeda-lakes","m4a","p_loo",3.22166873435644,1.47474008548032
"looic.419","freeda-lakes","m4a","looic",25.6679064656406,6.06961309455841
"elpd_loo.519","freeda-lakes","m4b","elpd_loo",-12.2969502973238,2.77300705299171
"p_loo.519","freeda-lakes","m4b","p_loo",2.67075046108401,1.17679760824231
"looic.519","freeda-lakes","m4b","looic",24.5939005946476,5.54601410598342
"elpd_loo20","hartley-bay","m1","elpd_loo",-10.6882399122436,3.62141343359203
"p_loo20","hartley-bay","m1","p_loo",3.99141416467471,1.48617883954504
"looic20","hartley-bay","m1","looic",21.3764798244873,7.24282686718406
"elpd_loo.120","hartley-bay","m2a","elpd_loo",-10.0285589262421,2.19924858478053
"p_loo.120","hartley-bay","m2a","p_loo",2.12850521252312,0.648095581243116
"looic.120","hartley-bay","m2a","looic",20.0571178524842,4.39849716956105
"elpd_loo.220","hartley-bay","m2b","elpd_loo",-10.356229970382,2.36561764696361
"p_loo.220","hartley-bay","m2b","p_loo",2.15547025824411,0.699571874346744
"looic.220","hartley-bay","m2b","looic",20.7124599407641,4.73123529392722
"elpd_loo.320","hartley-bay","m3","elpd_loo",-8.82802461786033,3.23879854066785
"p_loo.320","hartley-bay","m3","p_loo",3.45466656352817,1.30513391554469
"looic.320","hartley-bay","m3","looic",17.6560492357207,6.4775970813357
